id,stateabb1,ccode1,stateabb2,ccode2,year,joint_igo_membership
2999,USA,2,BEN,434,2001,1
3000,USA,2,BEN,434,2002,1
3001,USA,2,BEN,434,2003,1
3002,USA,2,BEN,434,2004,1
3003,USA,2,BEN,434,2005,1
3004,USA,2,MAA,435,1965,1
3005,USA,2,MAA,435,1966,1
3006,USA,2,MAA,435,1967,1
3007,USA,2,MAA,435,1968,1
3008,USA,2,MAA,435,1969,1
3009,USA,2,MAA,435,1970,1
3010,USA,2,MAA,435,1971,1
3011,USA,2,MAA,435,1972,1
3012,USA,2,MAA,435,1973,1
3013,USA,2,MAA,435,1974,1
3014,USA,2,MAA,435,1975,1
3015,USA,2,MAA,435,1976,1
3016,USA,2,MAA,435,1977,1
3017,USA,2,MAA,435,1978,1
3018,USA,2,MAA,435,1979,1
3019,USA,2,MAA,435,1980,1
3020,USA,2,MAA,435,1981,1
3021,USA,2,MAA,435,1982,1
3022,USA,2,MAA,435,1983,1
3023,USA,2,MAA,435,1984,1
3024,USA,2,MAA,435,1985,1
3025,USA,2,MAA,435,1986,1
3026,USA,2,MAA,435,1987,1
3027,USA,2,MAA,435,1988,1
3028,USA,2,MAA,435,1989,1
3029,USA,2,MAA,435,1990,1
3030,USA,2,MAA,435,1991,1
3031,USA,2,MAA,435,1992,1
3032,USA,2,MAA,435,1993,1
3033,USA,2,MAA,435,1994,1
3034,USA,2,MAA,435,1995,1
3035,USA,2,MAA,435,1996,1
3036,USA,2,MAA,435,1997,1
3037,USA,2,MAA,435,1998,1
3038,USA,2,MAA,435,1999,1
3039,USA,2,MAA,435,2000,1
3040,USA,2,MAA,435,2001,1
3041,USA,2,MAA,435,2002,1
3042,USA,2,MAA,435,2003,1
3043,USA,2,MAA,435,2004,1
3044,USA,2,MAA,435,2005,1
3045,USA,2,NIR,436,1965,1
3046,USA,2,NIR,436,1966,1
3047,USA,2,NIR,436,1967,1
3048,USA,2,NIR,436,1968,1
3049,USA,2,NIR,436,1969,1
3050,USA,2,NIR,436,1970,1
3051,USA,2,NIR,436,1971,1
3052,USA,2,NIR,436,1972,1
3053,USA,2,NIR,436,1973,1
3054,USA,2,NIR,436,1974,1
3055,USA,2,NIR,436,1975,1
3056,USA,2,NIR,436,1976,1
3057,USA,2,NIR,436,1977,1
3058,USA,2,NIR,436,1978,1
3059,USA,2,NIR,436,1979,1
3060,USA,2,NIR,436,1980,1
3061,USA,2,NIR,436,1981,1
3062,USA,2,NIR,436,1982,1
3063,USA,2,NIR,436,1983,1
3064,USA,2,NIR,436,1984,1
3065,USA,2,NIR,436,1985,1
3066,USA,2,NIR,436,1986,1
3067,USA,2,NIR,436,1987,1
3068,USA,2,NIR,436,1988,1
3069,USA,2,NIR,436,1989,1
3070,USA,2,NIR,436,1990,1
3071,USA,2,NIR,436,1991,1
3072,USA,2,NIR,436,1992,1
3073,USA,2,NIR,436,1993,1
3074,USA,2,NIR,436,1994,1
3075,USA,2,NIR,436,1995,1
3076,USA,2,NIR,436,1996,1
3077,USA,2,NIR,436,1997,1
3078,USA,2,NIR,436,1998,1
3079,USA,2,NIR,436,1999,1
3080,USA,2,NIR,436,2000,1
3081,USA,2,NIR,436,2001,1
3082,USA,2,NIR,436,2002,1
3083,USA,2,NIR,436,2003,1
3084,USA,2,NIR,436,2004,1
3085,USA,2,NIR,436,2005,1
3086,USA,2,CDI,437,1965,1
3087,USA,2,CDI,437,1966,1
3088,USA,2,CDI,437,1967,1
3089,USA,2,CDI,437,1968,1
3090,USA,2,CDI,437,1969,1
3091,USA,2,CDI,437,1970,1
3092,USA,2,CDI,437,1971,1
3093,USA,2,CDI,437,1972,1
3094,USA,2,CDI,437,1973,1
3095,USA,2,CDI,437,1974,1
3096,USA,2,CDI,437,1975,1
3097,USA,2,CDI,437,1976,1
3098,USA,2,CDI,437,1977,1
3099,USA,2,CDI,437,1978,1
3100,USA,2,CDI,437,1979,1
3101,USA,2,CDI,437,1980,1
3102,USA,2,CDI,437,1981,1
3103,USA,2,CDI,437,1982,1
3104,USA,2,CDI,437,1983,1
3105,USA,2,CDI,437,1984,1
3106,USA,2,CDI,437,1985,1
3107,USA,2,CDI,437,1986,1
3108,USA,2,CDI,437,1987,1
3109,USA,2,CDI,437,1988,1
3110,USA,2,CDI,437,1989,1
3111,USA,2,CDI,437,1990,1
3112,USA,2,CDI,437,1991,1
3113,USA,2,CDI,437,1992,1
3114,USA,2,CDI,437,1993,1
3115,USA,2,CDI,437,1994,1
3116,USA,2,CDI,437,1995,1
3117,USA,2,CDI,437,1996,1
3118,USA,2,CDI,437,1997,1
3119,USA,2,CDI,437,1998,1
3120,USA,2,CDI,437,1999,1
3121,USA,2,CDI,437,2000,1
3122,USA,2,CDI,437,2001,1
3123,USA,2,CDI,437,2002,1
3124,USA,2,CDI,437,2003,1
3125,USA,2,CDI,437,2004,1
3126,USA,2,CDI,437,2005,1
3127,USA,2,GUI,438,1965,1
3128,USA,2,GUI,438,1966,1
3129,USA,2,GUI,438,1967,1
3130,USA,2,GUI,438,1968,1
3131,USA,2,GUI,438,1969,1
3132,USA,2,GUI,438,1970,1
3133,USA,2,GUI,438,1971,1
3134,USA,2,GUI,438,1972,1
3135,USA,2,GUI,438,1973,1
3136,USA,2,GUI,438,1974,1
3137,USA,2,GUI,438,1975,1
3138,USA,2,GUI,438,1976,1
3139,USA,2,GUI,438,1977,1
3140,USA,2,GUI,438,1978,1
3141,USA,2,GUI,438,1979,1
3142,USA,2,GUI,438,1980,1
3143,USA,2,GUI,438,1981,1
3144,USA,2,GUI,438,1982,1
3145,USA,2,GUI,438,1983,1
3146,USA,2,GUI,438,1984,1
3147,USA,2,GUI,438,1985,1
3148,USA,2,GUI,438,1986,1
3149,USA,2,GUI,438,1987,1
3150,USA,2,GUI,438,1988,1
3151,USA,2,GUI,438,1989,1
3152,USA,2,GUI,438,1990,1
3153,USA,2,GUI,438,1991,1
3154,USA,2,GUI,438,1992,1
3155,USA,2,GUI,438,1993,1
3156,USA,2,GUI,438,1994,1
3157,USA,2,GUI,438,1995,1
3158,USA,2,GUI,438,1996,1
3159,USA,2,GUI,438,1997,1
3160,USA,2,GUI,438,1998,1
3161,USA,2,GUI,438,1999,1
3162,USA,2,GUI,438,2000,1
3163,USA,2,GUI,438,2001,1
3164,USA,2,GUI,438,2002,1
3165,USA,2,GUI,438,2003,1
3166,USA,2,GUI,438,2004,1
3167,USA,2,GUI,438,2005,1
3168,USA,2,BFO,439,1965,1
3169,USA,2,BFO,439,1966,1
3170,USA,2,BFO,439,1967,1
3171,USA,2,BFO,439,1968,1
3172,USA,2,BFO,439,1969,1
3173,USA,2,BFO,439,1970,1
3174,USA,2,BFO,439,1971,1
3175,USA,2,BFO,439,1972,1
3176,USA,2,BFO,439,1973,1
3177,USA,2,BFO,439,1974,1
3178,USA,2,BFO,439,1975,1
3179,USA,2,BFO,439,1976,1
3180,USA,2,BFO,439,1977,1
3181,USA,2,BFO,439,1978,1
3182,USA,2,BFO,439,1979,1
3183,USA,2,BFO,439,1980,1
3184,USA,2,BFO,439,1981,1
3185,USA,2,BFO,439,1982,1
3186,USA,2,BFO,439,1983,1
3187,USA,2,BFO,439,1984,1
3188,USA,2,BFO,439,1985,1
3189,USA,2,BFO,439,1986,1
3190,USA,2,BFO,439,1987,1
3191,USA,2,BFO,439,1988,1
3192,USA,2,BFO,439,1989,1
3193,USA,2,BFO,439,1990,1
3194,USA,2,BFO,439,1991,1
3195,USA,2,BFO,439,1992,1
3196,USA,2,BFO,439,1993,1
3197,USA,2,BFO,439,1994,1
3198,USA,2,BFO,439,1995,1
3199,USA,2,BFO,439,1996,1
3200,USA,2,BFO,439,1997,1
3201,USA,2,BFO,439,1998,1
3202,USA,2,BFO,439,1999,1
3203,USA,2,BFO,439,2000,1
3204,USA,2,BFO,439,2001,1
3205,USA,2,BFO,439,2002,1
3206,USA,2,BFO,439,2003,1
3207,USA,2,BFO,439,2004,1
3208,USA,2,BFO,439,2005,1
3209,USA,2,LBR,450,1965,1
3210,USA,2,LBR,450,1966,1
3211,USA,2,LBR,450,1967,1
3212,USA,2,LBR,450,1968,1
3213,USA,2,LBR,450,1969,1
3214,USA,2,LBR,450,1970,1
3215,USA,2,LBR,450,1971,1
3216,USA,2,LBR,450,1972,1
3217,USA,2,LBR,450,1973,1
3218,USA,2,LBR,450,1974,1
3219,USA,2,LBR,450,1975,1
3220,USA,2,LBR,450,1976,1
3221,USA,2,LBR,450,1977,1
3222,USA,2,LBR,450,1978,1
3223,USA,2,LBR,450,1979,1
3224,USA,2,LBR,450,1980,1
3225,USA,2,LBR,450,1981,1
3226,USA,2,LBR,450,1982,1
3227,USA,2,LBR,450,1983,1
3228,USA,2,LBR,450,1984,1
3229,USA,2,LBR,450,1985,1
3230,USA,2,LBR,450,1986,1
3231,USA,2,LBR,450,1987,1
3232,USA,2,LBR,450,1988,1
3233,USA,2,LBR,450,1989,1
3234,USA,2,LBR,450,1990,1
3235,USA,2,LBR,450,1991,1
3236,USA,2,LBR,450,1992,1
3237,USA,2,LBR,450,1993,1
3238,USA,2,LBR,450,1994,1
3239,USA,2,LBR,450,1995,1
3240,USA,2,LBR,450,1996,1
3241,USA,2,LBR,450,1997,1
3242,USA,2,LBR,450,1998,1
3243,USA,2,LBR,450,1999,1
3244,USA,2,LBR,450,2000,1
3245,USA,2,LBR,450,2001,1
3246,USA,2,LBR,450,2002,1
3247,USA,2,LBR,450,2003,1
3248,USA,2,LBR,450,2004,1
3249,USA,2,LBR,450,2005,1
3250,USA,2,SIE,451,1965,1
3251,USA,2,SIE,451,1966,1
3252,USA,2,SIE,451,1967,1
3253,USA,2,SIE,451,1968,1
3254,USA,2,SIE,451,1969,1
3255,USA,2,SIE,451,1970,1
3256,USA,2,SIE,451,1971,1
3257,USA,2,SIE,451,1972,1
3258,USA,2,SIE,451,1973,1
3259,USA,2,SIE,451,1974,1
3260,USA,2,SIE,451,1975,1
3261,USA,2,SIE,451,1976,1
3262,USA,2,SIE,451,1977,1
3263,USA,2,SIE,451,1978,1
3264,USA,2,SIE,451,1979,1
3265,USA,2,SIE,451,1980,1
3266,USA,2,SIE,451,1981,1
3267,USA,2,SIE,451,1982,1
3268,USA,2,SIE,451,1983,1
3269,USA,2,SIE,451,1984,1
3270,USA,2,SIE,451,1985,1
3271,USA,2,SIE,451,1986,1
3272,USA,2,SIE,451,1987,1
3273,USA,2,SIE,451,1988,1
3274,USA,2,SIE,451,1989,1
3275,USA,2,SIE,451,1990,1
3276,USA,2,SIE,451,1991,1
3277,USA,2,SIE,451,1992,1
3278,USA,2,SIE,451,1993,1
3279,USA,2,SIE,451,1994,1
3280,USA,2,SIE,451,1995,1
3281,USA,2,SIE,451,1996,1
3282,USA,2,SIE,451,1997,1
3283,USA,2,SIE,451,1998,1
3284,USA,2,SIE,451,1999,1
3285,USA,2,SIE,451,2000,1
3286,USA,2,SIE,451,2001,1
3287,USA,2,SIE,451,2002,1
3288,USA,2,SIE,451,2003,1
3289,USA,2,SIE,451,2004,1
3290,USA,2,SIE,451,2005,1
3291,USA,2,GHA,452,1965,1
3292,USA,2,GHA,452,1966,1
3293,USA,2,GHA,452,1967,1
3294,USA,2,GHA,452,1968,1
3295,USA,2,GHA,452,1969,1
3296,USA,2,GHA,452,1970,1
3297,USA,2,GHA,452,1971,1
3298,USA,2,GHA,452,1972,1
3299,USA,2,GHA,452,1973,1
3300,USA,2,GHA,452,1974,1
3301,USA,2,GHA,452,1975,1
3302,USA,2,GHA,452,1976,1
3303,USA,2,GHA,452,1977,1
3304,USA,2,GHA,452,1978,1
3305,USA,2,GHA,452,1979,1
3306,USA,2,GHA,452,1980,1
3307,USA,2,GHA,452,1981,1
3308,USA,2,GHA,452,1982,1
3309,USA,2,GHA,452,1983,1
3310,USA,2,GHA,452,1984,1
3311,USA,2,GHA,452,1985,1
3312,USA,2,GHA,452,1986,1
3313,USA,2,GHA,452,1987,1
3314,USA,2,GHA,452,1988,1
3315,USA,2,GHA,452,1989,1
3316,USA,2,GHA,452,1990,1
3317,USA,2,GHA,452,1991,1
3318,USA,2,GHA,452,1992,1
3319,USA,2,GHA,452,1993,1
3320,USA,2,GHA,452,1994,1
3321,USA,2,GHA,452,1995,1
3322,USA,2,GHA,452,1996,1
3323,USA,2,GHA,452,1997,1
3324,USA,2,GHA,452,1998,1
3325,USA,2,GHA,452,1999,1
3326,USA,2,GHA,452,2000,1
3327,USA,2,GHA,452,2001,1
3328,USA,2,GHA,452,2002,1
3329,USA,2,GHA,452,2003,1
3330,USA,2,GHA,452,2004,1
3331,USA,2,GHA,452,2005,1
3332,USA,2,TOG,461,1965,1
3333,USA,2,TOG,461,1966,1
3334,USA,2,TOG,461,1967,1
3335,USA,2,TOG,461,1968,1
3336,USA,2,TOG,461,1969,1
3337,USA,2,TOG,461,1970,1
3338,USA,2,TOG,461,1971,1
3339,USA,2,TOG,461,1972,1
3340,USA,2,TOG,461,1973,1
3341,USA,2,TOG,461,1974,1
3342,USA,2,TOG,461,1975,1
3343,USA,2,TOG,461,1976,1
3344,USA,2,TOG,461,1977,1
3345,USA,2,TOG,461,1978,1
3346,USA,2,TOG,461,1979,1
3347,USA,2,TOG,461,1980,1
3348,USA,2,TOG,461,1981,1
3349,USA,2,TOG,461,1982,1
3350,USA,2,TOG,461,1983,1
3351,USA,2,TOG,461,1984,1
3352,USA,2,TOG,461,1985,1
3353,USA,2,TOG,461,1986,1
3354,USA,2,TOG,461,1987,1
3355,USA,2,TOG,461,1988,1
3356,USA,2,TOG,461,1989,1
3357,USA,2,TOG,461,1990,1
3358,USA,2,TOG,461,1991,1
3359,USA,2,TOG,461,1992,1
3360,USA,2,TOG,461,1993,1
3361,USA,2,TOG,461,1994,1
3362,USA,2,TOG,461,1995,1
3363,USA,2,TOG,461,1996,1
3364,USA,2,TOG,461,1997,1
3365,USA,2,TOG,461,1998,1
3366,USA,2,TOG,461,1999,1
3367,USA,2,TOG,461,2000,1
3368,USA,2,TOG,461,2001,1
3369,USA,2,TOG,461,2002,1
3370,USA,2,TOG,461,2003,1
3371,USA,2,TOG,461,2004,1
3372,USA,2,TOG,461,2005,1
3373,USA,2,CAO,471,1965,1
3374,USA,2,CAO,471,1966,1
3375,USA,2,CAO,471,1967,1
3376,USA,2,CAO,471,1968,1
3377,USA,2,CAO,471,1969,1
3378,USA,2,CAO,471,1970,1
3379,USA,2,CAO,471,1971,1
3380,USA,2,CAO,471,1972,1
3381,USA,2,CAO,471,1973,1
3382,USA,2,CAO,471,1974,1
3383,USA,2,CAO,471,1975,1
3384,USA,2,CAO,471,1976,1
3385,USA,2,CAO,471,1977,1
3386,USA,2,CAO,471,1978,1
3387,USA,2,CAO,471,1979,1
3388,USA,2,CAO,471,1980,1
3389,USA,2,CAO,471,1981,1
3390,USA,2,CAO,471,1982,1
3391,USA,2,CAO,471,1983,1
3392,USA,2,CAO,471,1984,1
3393,USA,2,CAO,471,1985,1
3394,USA,2,CAO,471,1986,1
3395,USA,2,CAO,471,1987,1
3396,USA,2,CAO,471,1988,1
3397,USA,2,CAO,471,1989,1
3398,USA,2,CAO,471,1990,1
3399,USA,2,CAO,471,1991,1
3400,USA,2,CAO,471,1992,1
3401,USA,2,CAO,471,1993,1
3402,USA,2,CAO,471,1994,1
3403,USA,2,CAO,471,1995,1
3404,USA,2,CAO,471,1996,1
3405,USA,2,CAO,471,1997,1
3406,USA,2,CAO,471,1998,1
3407,USA,2,CAO,471,1999,1
3408,USA,2,CAO,471,2000,1
3409,USA,2,CAO,471,2001,1
3410,USA,2,CAO,471,2002,1
3411,USA,2,CAO,471,2003,1
3412,USA,2,CAO,471,2004,1
3413,USA,2,CAO,471,2005,1
3414,USA,2,NIG,475,1965,1
3415,USA,2,NIG,475,1966,1
3416,USA,2,NIG,475,1967,1
3417,USA,2,NIG,475,1968,1
3418,USA,2,NIG,475,1969,1
3419,USA,2,NIG,475,1970,1
3420,USA,2,NIG,475,1971,1
3421,USA,2,NIG,475,1972,1
3422,USA,2,NIG,475,1973,1
3423,USA,2,NIG,475,1974,1
3424,USA,2,NIG,475,1975,1
3425,USA,2,NIG,475,1976,1
3426,USA,2,NIG,475,1977,1
3427,USA,2,NIG,475,1978,1
3428,USA,2,NIG,475,1979,1
3429,USA,2,NIG,475,1980,1
3430,USA,2,NIG,475,1981,1
3431,USA,2,NIG,475,1982,1
3432,USA,2,NIG,475,1983,1
3433,USA,2,NIG,475,1984,1
3434,USA,2,NIG,475,1985,1
3435,USA,2,NIG,475,1986,1
3436,USA,2,NIG,475,1987,1
3437,USA,2,NIG,475,1988,1
3438,USA,2,NIG,475,1989,1
3439,USA,2,NIG,475,1990,1
3440,USA,2,NIG,475,1991,1
3441,USA,2,NIG,475,1992,1
3442,USA,2,NIG,475,1993,1
3443,USA,2,NIG,475,1994,1
3444,USA,2,NIG,475,1995,1
3445,USA,2,NIG,475,1996,1
3446,USA,2,NIG,475,1997,1
3447,USA,2,NIG,475,1998,1
3448,USA,2,NIG,475,1999,1
3449,USA,2,NIG,475,2000,1
3450,USA,2,NIG,475,2001,1
3451,USA,2,NIG,475,2002,1
3452,USA,2,NIG,475,2003,1
3453,USA,2,NIG,475,2004,1
3454,USA,2,NIG,475,2005,1
3455,USA,2,GAB,481,1965,1
3456,USA,2,GAB,481,1966,1
3457,USA,2,GAB,481,1967,1
3458,USA,2,GAB,481,1968,1
3459,USA,2,GAB,481,1969,1
3460,USA,2,GAB,481,1970,1
3461,USA,2,GAB,481,1971,1
3462,USA,2,GAB,481,1972,1
3463,USA,2,GAB,481,1973,1
3464,USA,2,GAB,481,1974,1
3465,USA,2,GAB,481,1975,1
3466,USA,2,GAB,481,1976,1
3467,USA,2,GAB,481,1977,1
3468,USA,2,GAB,481,1978,1
3469,USA,2,GAB,481,1979,1
3470,USA,2,GAB,481,1980,1
3471,USA,2,GAB,481,1981,1
3472,USA,2,GAB,481,1982,1
3473,USA,2,GAB,481,1983,1
3474,USA,2,GAB,481,1984,1
3475,USA,2,GAB,481,1985,1
3476,USA,2,GAB,481,1986,1
3477,USA,2,GAB,481,1987,1
3478,USA,2,GAB,481,1988,1
3479,USA,2,GAB,481,1989,1
3480,USA,2,GAB,481,1990,1
3481,USA,2,GAB,481,1991,1
3482,USA,2,GAB,481,1992,1
3483,USA,2,GAB,481,1993,1
3484,USA,2,GAB,481,1994,1
3485,USA,2,GAB,481,1995,1
3486,USA,2,GAB,481,1996,1
3487,USA,2,GAB,481,1997,1
3488,USA,2,GAB,481,1998,1
3489,USA,2,GAB,481,1999,1
3490,USA,2,GAB,481,2000,1
3491,USA,2,GAB,481,2001,1
3492,USA,2,GAB,481,2002,1
3493,USA,2,GAB,481,2003,1
3494,USA,2,GAB,481,2004,1
3495,USA,2,GAB,481,2005,1
3496,USA,2,CEN,482,1965,1
3497,USA,2,CEN,482,1966,1
3498,USA,2,CEN,482,1967,1
3499,USA,2,CEN,482,1968,1
3500,USA,2,CEN,482,1969,1
3501,USA,2,CEN,482,1970,1
3502,USA,2,CEN,482,1971,1
3503,USA,2,CEN,482,1972,1
3504,USA,2,CEN,482,1973,1
3505,USA,2,CEN,482,1974,1
3506,USA,2,CEN,482,1975,1
3507,USA,2,CEN,482,1976,1
3508,USA,2,CEN,482,1977,1
3509,USA,2,CEN,482,1978,1
3510,USA,2,CEN,482,1979,1
3511,USA,2,CEN,482,1980,1
3512,USA,2,CEN,482,1981,1
3513,USA,2,CEN,482,1982,1
3514,USA,2,CEN,482,1983,1
3515,USA,2,CEN,482,1984,1
3516,USA,2,CEN,482,1985,1
3517,USA,2,CEN,482,1986,1
3518,USA,2,CEN,482,1987,1
3519,USA,2,CEN,482,1988,1
3520,USA,2,CEN,482,1989,1
3521,USA,2,CEN,482,1990,1
3522,USA,2,CEN,482,1991,1
3523,USA,2,CEN,482,1992,1
3524,USA,2,CEN,482,1993,1
3525,USA,2,CEN,482,1994,1
3526,USA,2,CEN,482,1995,1
3527,USA,2,CEN,482,1996,1
3528,USA,2,CEN,482,1997,1
3529,USA,2,CEN,482,1998,1
3530,USA,2,CEN,482,1999,1
3531,USA,2,CEN,482,2000,1
3532,USA,2,CEN,482,2001,1
3533,USA,2,CEN,482,2002,1
3534,USA,2,CEN,482,2003,1
3535,USA,2,CEN,482,2004,1
3536,USA,2,CEN,482,2005,1
3537,USA,2,CHA,483,1965,1
3538,USA,2,CHA,483,1966,1
3539,USA,2,CHA,483,1967,1
3540,USA,2,CHA,483,1968,1
3541,USA,2,CHA,483,1969,1
3542,USA,2,CHA,483,1970,1
3543,USA,2,CHA,483,1971,1
3544,USA,2,CHA,483,1972,1
3545,USA,2,CHA,483,1973,1
3546,USA,2,CHA,483,1974,1
3547,USA,2,CHA,483,1975,1
3548,USA,2,CHA,483,1976,1
3549,USA,2,CHA,483,1977,1
3550,USA,2,CHA,483,1978,1
3551,USA,2,CHA,483,1979,1
3552,USA,2,CHA,483,1980,1
3553,USA,2,CHA,483,1981,1
3554,USA,2,CHA,483,1982,1
3555,USA,2,CHA,483,1983,1
3556,USA,2,CHA,483,1984,1
3557,USA,2,CHA,483,1985,1
3558,USA,2,CHA,483,1986,1
3559,USA,2,CHA,483,1987,1
3560,USA,2,CHA,483,1988,1
3561,USA,2,CHA,483,1989,1
3562,USA,2,CHA,483,1990,1
3563,USA,2,CHA,483,1991,1
3564,USA,2,CHA,483,1992,1
3565,USA,2,CHA,483,1993,1
3566,USA,2,CHA,483,1994,1
3567,USA,2,CHA,483,1995,1
3568,USA,2,CHA,483,1996,1
3569,USA,2,CHA,483,1997,1
3570,USA,2,CHA,483,1998,1
3571,USA,2,CHA,483,1999,1
3572,USA,2,CHA,483,2000,1
3573,USA,2,CHA,483,2001,1
3574,USA,2,CHA,483,2002,1
3575,USA,2,CHA,483,2003,1
3576,USA,2,CHA,483,2004,1
3577,USA,2,CHA,483,2005,1
3578,USA,2,CON,484,1965,1
3579,USA,2,CON,484,1966,1
3580,USA,2,CON,484,1967,1
3581,USA,2,CON,484,1968,1
3582,USA,2,CON,484,1969,1
3583,USA,2,CON,484,1970,1
3584,USA,2,CON,484,1971,1
3585,USA,2,CON,484,1972,1
3586,USA,2,CON,484,1973,1
3587,USA,2,CON,484,1974,1
3588,USA,2,CON,484,1975,1
3589,USA,2,CON,484,1976,1
3590,USA,2,CON,484,1977,1
3591,USA,2,CON,484,1978,1
3592,USA,2,CON,484,1979,1
3593,USA,2,CON,484,1980,1
3594,USA,2,CON,484,1981,1
3595,USA,2,CON,484,1982,1
3596,USA,2,CON,484,1983,1
3597,USA,2,CON,484,1984,1
3598,USA,2,CON,484,1985,1
3599,USA,2,CON,484,1986,1
3600,USA,2,CON,484,1987,1
3601,USA,2,CON,484,1988,1
3602,USA,2,CON,484,1989,1
3603,USA,2,CON,484,1990,1
3604,USA,2,CON,484,1991,1
3605,USA,2,CON,484,1992,1
3606,USA,2,CON,484,1993,1
3607,USA,2,CON,484,1994,1
3608,USA,2,CON,484,1995,1
3609,USA,2,CON,484,1996,1
3610,USA,2,CON,484,1997,1
3611,USA,2,CON,484,1998,1
3612,USA,2,CON,484,1999,1
3613,USA,2,CON,484,2000,1
3614,USA,2,CON,484,2001,1
3615,USA,2,CON,484,2002,1
3616,USA,2,CON,484,2003,1
3617,USA,2,CON,484,2004,1
3618,USA,2,CON,484,2005,1
3619,USA,2,DRC,490,1965,1
3620,USA,2,DRC,490,1966,1
3621,USA,2,DRC,490,1967,1
3622,USA,2,DRC,490,1968,1
3623,USA,2,DRC,490,1969,1
3624,USA,2,DRC,490,1970,1
3625,USA,2,DRC,490,1971,1
3626,USA,2,DRC,490,1972,1
3627,USA,2,DRC,490,1973,1
3628,USA,2,DRC,490,1974,1
3629,USA,2,DRC,490,1975,1
3630,USA,2,DRC,490,1976,1
3631,USA,2,DRC,490,1977,1
3632,USA,2,DRC,490,1978,1
3633,USA,2,DRC,490,1979,1
3634,USA,2,DRC,490,1980,1
3635,USA,2,DRC,490,1981,1
3636,USA,2,DRC,490,1982,1
3637,USA,2,DRC,490,1983,1
3638,USA,2,DRC,490,1984,1
3639,USA,2,DRC,490,1985,1
3640,USA,2,DRC,490,1986,1
3641,USA,2,DRC,490,1987,1
3642,USA,2,DRC,490,1988,1
3643,USA,2,DRC,490,1989,1
3644,USA,2,DRC,490,1990,1
3645,USA,2,DRC,490,1991,1
3646,USA,2,DRC,490,1992,1
3647,USA,2,DRC,490,1993,1
3648,USA,2,DRC,490,1994,1
3649,USA,2,DRC,490,1995,1
3650,USA,2,DRC,490,1996,1
3651,USA,2,DRC,490,1997,1
3652,USA,2,DRC,490,1998,1
3653,USA,2,DRC,490,1999,1
3654,USA,2,DRC,490,2000,1
3655,USA,2,DRC,490,2001,1
3656,USA,2,DRC,490,2002,1
3657,USA,2,DRC,490,2003,1
3658,USA,2,DRC,490,2004,1
3659,USA,2,DRC,490,2005,1
3660,USA,2,UGA,500,1965,1
3661,USA,2,UGA,500,1966,1
3662,USA,2,UGA,500,1967,1
3663,USA,2,UGA,500,1968,1
3664,USA,2,UGA,500,1969,1
3665,USA,2,UGA,500,1970,1
3666,USA,2,UGA,500,1971,1
3667,USA,2,UGA,500,1972,1
3668,USA,2,UGA,500,1973,1
3669,USA,2,UGA,500,1974,1
3670,USA,2,UGA,500,1975,1
3671,USA,2,UGA,500,1976,1
3672,USA,2,UGA,500,1977,1
3673,USA,2,UGA,500,1978,1
3674,USA,2,UGA,500,1979,1
3675,USA,2,UGA,500,1980,1
3676,USA,2,UGA,500,1981,1
3677,USA,2,UGA,500,1982,1
3678,USA,2,UGA,500,1983,1
3679,USA,2,UGA,500,1984,1
3680,USA,2,UGA,500,1985,1
3681,USA,2,UGA,500,1986,1
3682,USA,2,UGA,500,1987,1
3683,USA,2,UGA,500,1988,1
3684,USA,2,UGA,500,1989,1
3685,USA,2,UGA,500,1990,1
3686,USA,2,UGA,500,1991,1
3687,USA,2,UGA,500,1992,1
3688,USA,2,UGA,500,1993,1
3689,USA,2,UGA,500,1994,1
3690,USA,2,UGA,500,1995,1
3691,USA,2,UGA,500,1996,1
3692,USA,2,UGA,500,1997,1
3693,USA,2,UGA,500,1998,1
3694,USA,2,UGA,500,1999,1
3695,USA,2,UGA,500,2000,1
3696,USA,2,UGA,500,2001,1
3697,USA,2,UGA,500,2002,1
3698,USA,2,UGA,500,2003,1
3699,USA,2,UGA,500,2004,1
3700,USA,2,UGA,500,2005,1
3701,USA,2,KEN,501,1965,1
3702,USA,2,KEN,501,1966,1
3703,USA,2,KEN,501,1967,1
3704,USA,2,KEN,501,1968,1
3705,USA,2,KEN,501,1969,1
3706,USA,2,KEN,501,1970,1
3707,USA,2,KEN,501,1971,1
3708,USA,2,KEN,501,1972,1
3709,USA,2,KEN,501,1973,1
3710,USA,2,KEN,501,1974,1
3711,USA,2,KEN,501,1975,1
3712,USA,2,KEN,501,1976,1
3713,USA,2,KEN,501,1977,1
3714,USA,2,KEN,501,1978,1
3715,USA,2,KEN,501,1979,1
3716,USA,2,KEN,501,1980,1
3717,USA,2,KEN,501,1981,1
3718,USA,2,KEN,501,1982,1
3719,USA,2,KEN,501,1983,1
3720,USA,2,KEN,501,1984,1
3721,USA,2,KEN,501,1985,1
3722,USA,2,KEN,501,1986,1
3723,USA,2,KEN,501,1987,1
3724,USA,2,KEN,501,1988,1
3725,USA,2,KEN,501,1989,1
3726,USA,2,KEN,501,1990,1
3727,USA,2,KEN,501,1991,1
3728,USA,2,KEN,501,1992,1
3729,USA,2,KEN,501,1993,1
3730,USA,2,KEN,501,1994,1
3731,USA,2,KEN,501,1995,1
3732,USA,2,KEN,501,1996,1
3733,USA,2,KEN,501,1997,1
3734,USA,2,KEN,501,1998,1
3735,USA,2,KEN,501,1999,1
