id,stateabb1,ccode1,stateabb2,ccode2,year,joint_igo_membership
1525,USA,2,MNC,221,1998,1
1526,USA,2,MNC,221,1999,1
1527,USA,2,MNC,221,2000,1
1528,USA,2,MNC,221,2001,1
1529,USA,2,MNC,221,2002,1
1530,USA,2,MNC,221,2003,1
1531,USA,2,MNC,221,2004,1
1532,USA,2,MNC,221,2005,1
1533,USA,2,LIE,223,1990,1
1534,USA,2,LIE,223,1991,1
1535,USA,2,LIE,223,1992,1
1536,USA,2,LIE,223,1993,1
1537,USA,2,LIE,223,1994,1
1538,USA,2,LIE,223,1995,1
1539,USA,2,LIE,223,1996,1
1540,USA,2,LIE,223,1997,1
1541,USA,2,LIE,223,1998,1
1542,USA,2,LIE,223,1999,1
1543,USA,2,LIE,223,2000,1
1544,USA,2,LIE,223,2001,1
1545,USA,2,LIE,223,2002,1
1546,USA,2,LIE,223,2003,1
1547,USA,2,LIE,223,2004,1
1548,USA,2,LIE,223,2005,1
1549,USA,2,SWZ,225,1965,1
1550,USA,2,SWZ,225,1966,1
1551,USA,2,SWZ,225,1967,1
1552,USA,2,SWZ,225,1968,1
1553,USA,2,SWZ,225,1969,1
1554,USA,2,SWZ,225,1970,1
1555,USA,2,SWZ,225,1971,1
1556,USA,2,SWZ,225,1972,1
1557,USA,2,SWZ,225,1973,1
1558,USA,2,SWZ,225,1974,1
1559,USA,2,SWZ,225,1975,1
1560,USA,2,SWZ,225,1976,1
1561,USA,2,SWZ,225,1977,1
1562,USA,2,SWZ,225,1978,1
1563,USA,2,SWZ,225,1979,1
1564,USA,2,SWZ,225,1980,1
1565,USA,2,SWZ,225,1981,1
1566,USA,2,SWZ,225,1982,1
1567,USA,2,SWZ,225,1983,1
1568,USA,2,SWZ,225,1984,1
1569,USA,2,SWZ,225,1985,1
1570,USA,2,SWZ,225,1986,1
1571,USA,2,SWZ,225,1987,1
1572,USA,2,SWZ,225,1988,1
1573,USA,2,SWZ,225,1989,1
1574,USA,2,SWZ,225,1990,1
1575,USA,2,SWZ,225,1991,1
1576,USA,2,SWZ,225,1992,1
1577,USA,2,SWZ,225,1993,1
1578,USA,2,SWZ,225,1994,1
1579,USA,2,SWZ,225,1995,1
1580,USA,2,SWZ,225,1996,1
1581,USA,2,SWZ,225,1997,1
1582,USA,2,SWZ,225,1998,1
1583,USA,2,SWZ,225,1999,1
1584,USA,2,SWZ,225,2000,1
1585,USA,2,SWZ,225,2001,1
1586,USA,2,SWZ,225,2002,1
1587,USA,2,SWZ,225,2003,1
1588,USA,2,SWZ,225,2004,1
1589,USA,2,SWZ,225,2005,1
1590,USA,2,SPN,230,1965,1
1591,USA,2,SPN,230,1966,1
1592,USA,2,SPN,230,1967,1
1593,USA,2,SPN,230,1968,1
1594,USA,2,SPN,230,1969,1
1595,USA,2,SPN,230,1970,1
1596,USA,2,SPN,230,1971,1
1597,USA,2,SPN,230,1972,1
1598,USA,2,SPN,230,1973,1
1599,USA,2,SPN,230,1974,1
1600,USA,2,SPN,230,1975,1
1601,USA,2,SPN,230,1976,1
1602,USA,2,SPN,230,1977,1
1603,USA,2,SPN,230,1978,1
1604,USA,2,SPN,230,1979,1
1605,USA,2,SPN,230,1980,1
1606,USA,2,SPN,230,1981,1
1607,USA,2,SPN,230,1982,1
1608,USA,2,SPN,230,1983,1
1609,USA,2,SPN,230,1984,1
1610,USA,2,SPN,230,1985,1
1611,USA,2,SPN,230,1986,1
1612,USA,2,SPN,230,1987,1
1613,USA,2,SPN,230,1988,1
1614,USA,2,SPN,230,1989,1
1615,USA,2,SPN,230,1990,1
1616,USA,2,SPN,230,1991,1
1617,USA,2,SPN,230,1992,1
1618,USA,2,SPN,230,1993,1
1619,USA,2,SPN,230,1994,1
1620,USA,2,SPN,230,1995,1
1621,USA,2,SPN,230,1996,1
1622,USA,2,SPN,230,1997,1
1623,USA,2,SPN,230,1998,1
1624,USA,2,SPN,230,1999,1
1625,USA,2,SPN,230,2000,1
1626,USA,2,SPN,230,2001,1
1627,USA,2,SPN,230,2002,1
1628,USA,2,SPN,230,2003,1
1629,USA,2,SPN,230,2004,1
1630,USA,2,SPN,230,2005,1
1631,USA,2,AND,232,1993,1
1632,USA,2,AND,232,1994,1
1633,USA,2,AND,232,1995,1
1634,USA,2,AND,232,1996,1
1635,USA,2,AND,232,1997,1
1636,USA,2,AND,232,1998,1
1637,USA,2,AND,232,1999,1
1638,USA,2,AND,232,2000,1
1639,USA,2,AND,232,2001,1
1640,USA,2,AND,232,2002,1
1641,USA,2,AND,232,2003,1
1642,USA,2,AND,232,2004,1
1643,USA,2,AND,232,2005,1
1644,USA,2,POR,235,1965,1
1645,USA,2,POR,235,1966,1
1646,USA,2,POR,235,1967,1
1647,USA,2,POR,235,1968,1
1648,USA,2,POR,235,1969,1
1649,USA,2,POR,235,1970,1
1650,USA,2,POR,235,1971,1
1651,USA,2,POR,235,1972,1
1652,USA,2,POR,235,1973,1
1653,USA,2,POR,235,1974,1
1654,USA,2,POR,235,1975,1
1655,USA,2,POR,235,1976,1
1656,USA,2,POR,235,1977,1
1657,USA,2,POR,235,1978,1
1658,USA,2,POR,235,1979,1
1659,USA,2,POR,235,1980,1
1660,USA,2,POR,235,1981,1
1661,USA,2,POR,235,1982,1
1662,USA,2,POR,235,1983,1
1663,USA,2,POR,235,1984,1
1664,USA,2,POR,235,1985,1
1665,USA,2,POR,235,1986,1
1666,USA,2,POR,235,1987,1
1667,USA,2,POR,235,1988,1
1668,USA,2,POR,235,1989,1
1669,USA,2,POR,235,1990,1
1670,USA,2,POR,235,1991,1
1671,USA,2,POR,235,1992,1
1672,USA,2,POR,235,1993,1
1673,USA,2,POR,235,1994,1
1674,USA,2,POR,235,1995,1
1675,USA,2,POR,235,1996,1
1676,USA,2,POR,235,1997,1
1677,USA,2,POR,235,1998,1
1678,USA,2,POR,235,1999,1
1679,USA,2,POR,235,2000,1
1680,USA,2,POR,235,2001,1
1681,USA,2,POR,235,2002,1
1682,USA,2,POR,235,2003,1
1683,USA,2,POR,235,2004,1
1684,USA,2,POR,235,2005,1
1685,USA,2,GMY,255,1990,1
1686,USA,2,GMY,255,1991,1
1687,USA,2,GMY,255,1992,1
1688,USA,2,GMY,255,1993,1
1689,USA,2,GMY,255,1994,1
1690,USA,2,GMY,255,1995,1
1691,USA,2,GMY,255,1996,1
1692,USA,2,GMY,255,1997,1
1693,USA,2,GMY,255,1998,1
1694,USA,2,GMY,255,1999,1
1695,USA,2,GMY,255,2000,1
1696,USA,2,GMY,255,2001,1
1697,USA,2,GMY,255,2002,1
1698,USA,2,GMY,255,2003,1
1699,USA,2,GMY,255,2004,1
1700,USA,2,GMY,255,2005,1
1701,USA,2,GFR,260,1965,1
1702,USA,2,GFR,260,1966,1
1703,USA,2,GFR,260,1967,1
1704,USA,2,GFR,260,1968,1
1705,USA,2,GFR,260,1969,1
1706,USA,2,GFR,260,1970,1
1707,USA,2,GFR,260,1971,1
1708,USA,2,GFR,260,1972,1
1709,USA,2,GFR,260,1973,1
1710,USA,2,GFR,260,1974,1
1711,USA,2,GFR,260,1975,1
1712,USA,2,GFR,260,1976,1
1713,USA,2,GFR,260,1977,1
1714,USA,2,GFR,260,1978,1
1715,USA,2,GFR,260,1979,1
1716,USA,2,GFR,260,1980,1
1717,USA,2,GFR,260,1981,1
1718,USA,2,GFR,260,1982,1
1719,USA,2,GFR,260,1983,1
1720,USA,2,GFR,260,1984,1
1721,USA,2,GFR,260,1985,1
1722,USA,2,GFR,260,1986,1
1723,USA,2,GFR,260,1987,1
1724,USA,2,GFR,260,1988,1
1725,USA,2,GFR,260,1989,1
1726,USA,2,GFR,260,1990,1
1727,USA,2,GDR,265,1965,1
1728,USA,2,GDR,265,1966,1
1729,USA,2,GDR,265,1967,1
1730,USA,2,GDR,265,1968,1
1731,USA,2,GDR,265,1969,1
1732,USA,2,GDR,265,1970,1
1733,USA,2,GDR,265,1971,1
1734,USA,2,GDR,265,1972,1
1735,USA,2,GDR,265,1973,1
1736,USA,2,GDR,265,1974,1
1737,USA,2,GDR,265,1975,1
1738,USA,2,GDR,265,1976,1
1739,USA,2,GDR,265,1977,1
1740,USA,2,GDR,265,1978,1
1741,USA,2,GDR,265,1979,1
1742,USA,2,GDR,265,1980,1
1743,USA,2,GDR,265,1981,1
1744,USA,2,GDR,265,1982,1
1745,USA,2,GDR,265,1983,1
1746,USA,2,GDR,265,1984,1
1747,USA,2,GDR,265,1985,1
1748,USA,2,GDR,265,1986,1
1749,USA,2,GDR,265,1987,1
1750,USA,2,GDR,265,1988,1
1751,USA,2,GDR,265,1989,1
1752,USA,2,GDR,265,1990,1
1753,USA,2,POL,290,1965,1
1754,USA,2,POL,290,1966,1
1755,USA,2,POL,290,1967,1
1756,USA,2,POL,290,1968,1
1757,USA,2,POL,290,1969,1
1758,USA,2,POL,290,1970,1
1759,USA,2,POL,290,1971,1
1760,USA,2,POL,290,1972,1
1761,USA,2,POL,290,1973,1
1762,USA,2,POL,290,1974,1
1763,USA,2,POL,290,1975,1
1764,USA,2,POL,290,1976,1
1765,USA,2,POL,290,1977,1
1766,USA,2,POL,290,1978,1
1767,USA,2,POL,290,1979,1
1768,USA,2,POL,290,1980,1
1769,USA,2,POL,290,1981,1
1770,USA,2,POL,290,1982,1
1771,USA,2,POL,290,1983,1
1772,USA,2,POL,290,1984,1
1773,USA,2,POL,290,1985,1
1774,USA,2,POL,290,1986,1
1775,USA,2,POL,290,1987,1
1776,USA,2,POL,290,1988,1
1777,USA,2,POL,290,1989,1
1778,USA,2,POL,290,1990,1
1779,USA,2,POL,290,1991,1
1780,USA,2,POL,290,1992,1
1781,USA,2,POL,290,1993,1
1782,USA,2,POL,290,1994,1
1783,USA,2,POL,290,1995,1
1784,USA,2,POL,290,1996,1
1785,USA,2,POL,290,1997,1
1786,USA,2,POL,290,1998,1
1787,USA,2,POL,290,1999,1
1788,USA,2,POL,290,2000,1
1789,USA,2,POL,290,2001,1
1790,USA,2,POL,290,2002,1
1791,USA,2,POL,290,2003,1
1792,USA,2,POL,290,2004,1
1793,USA,2,POL,290,2005,1
1794,USA,2,AUS,305,1965,1
1795,USA,2,AUS,305,1966,1
1796,USA,2,AUS,305,1967,1
1797,USA,2,AUS,305,1968,1
1798,USA,2,AUS,305,1969,1
1799,USA,2,AUS,305,1970,1
1800,USA,2,AUS,305,1971,1
1801,USA,2,AUS,305,1972,1
1802,USA,2,AUS,305,1973,1
1803,USA,2,AUS,305,1974,1
1804,USA,2,AUS,305,1975,1
1805,USA,2,AUS,305,1976,1
1806,USA,2,AUS,305,1977,1
1807,USA,2,AUS,305,1978,1
1808,USA,2,AUS,305,1979,1
1809,USA,2,AUS,305,1980,1
1810,USA,2,AUS,305,1981,1
1811,USA,2,AUS,305,1982,1
1812,USA,2,AUS,305,1983,1
1813,USA,2,AUS,305,1984,1
1814,USA,2,AUS,305,1985,1
1815,USA,2,AUS,305,1986,1
1816,USA,2,AUS,305,1987,1
1817,USA,2,AUS,305,1988,1
1818,USA,2,AUS,305,1989,1
1819,USA,2,AUS,305,1990,1
1820,USA,2,AUS,305,1991,1
1821,USA,2,AUS,305,1992,1
1822,USA,2,AUS,305,1993,1
1823,USA,2,AUS,305,1994,1
1824,USA,2,AUS,305,1995,1
1825,USA,2,AUS,305,1996,1
1826,USA,2,AUS,305,1997,1
1827,USA,2,AUS,305,1998,1
1828,USA,2,AUS,305,1999,1
1829,USA,2,AUS,305,2000,1
1830,USA,2,AUS,305,2001,1
1831,USA,2,AUS,305,2002,1
1832,USA,2,AUS,305,2003,1
1833,USA,2,AUS,305,2004,1
1834,USA,2,AUS,305,2005,1
1835,USA,2,HUN,310,1965,1
1836,USA,2,HUN,310,1966,1
1837,USA,2,HUN,310,1967,1
1838,USA,2,HUN,310,1968,1
1839,USA,2,HUN,310,1969,1
1840,USA,2,HUN,310,1970,1
1841,USA,2,HUN,310,1971,1
1842,USA,2,HUN,310,1972,1
1843,USA,2,HUN,310,1973,1
1844,USA,2,HUN,310,1974,1
1845,USA,2,HUN,310,1975,1
1846,USA,2,HUN,310,1976,1
1847,USA,2,HUN,310,1977,1
1848,USA,2,HUN,310,1978,1
1849,USA,2,HUN,310,1979,1
1850,USA,2,HUN,310,1980,1
1851,USA,2,HUN,310,1981,1
1852,USA,2,HUN,310,1982,1
1853,USA,2,HUN,310,1983,1
1854,USA,2,HUN,310,1984,1
1855,USA,2,HUN,310,1985,1
1856,USA,2,HUN,310,1986,1
1857,USA,2,HUN,310,1987,1
1858,USA,2,HUN,310,1988,1
1859,USA,2,HUN,310,1989,1
1860,USA,2,HUN,310,1990,1
1861,USA,2,HUN,310,1991,1
1862,USA,2,HUN,310,1992,1
1863,USA,2,HUN,310,1993,1
1864,USA,2,HUN,310,1994,1
1865,USA,2,HUN,310,1995,1
1866,USA,2,HUN,310,1996,1
1867,USA,2,HUN,310,1997,1
1868,USA,2,HUN,310,1998,1
1869,USA,2,HUN,310,1999,1
1870,USA,2,HUN,310,2000,1
1871,USA,2,HUN,310,2001,1
1872,USA,2,HUN,310,2002,1
1873,USA,2,HUN,310,2003,1
1874,USA,2,HUN,310,2004,1
1875,USA,2,HUN,310,2005,1
1876,USA,2,CZE,315,1965,1
1877,USA,2,CZE,315,1966,1
1878,USA,2,CZE,315,1967,1
1879,USA,2,CZE,315,1968,1
1880,USA,2,CZE,315,1969,1
1881,USA,2,CZE,315,1970,1
1882,USA,2,CZE,315,1971,1
1883,USA,2,CZE,315,1972,1
1884,USA,2,CZE,315,1973,1
1885,USA,2,CZE,315,1974,1
1886,USA,2,CZE,315,1975,1
1887,USA,2,CZE,315,1976,1
1888,USA,2,CZE,315,1977,1
1889,USA,2,CZE,315,1978,1
1890,USA,2,CZE,315,1979,1
1891,USA,2,CZE,315,1980,1
1892,USA,2,CZE,315,1981,1
1893,USA,2,CZE,315,1982,1
1894,USA,2,CZE,315,1983,1
1895,USA,2,CZE,315,1984,1
1896,USA,2,CZE,315,1985,1
1897,USA,2,CZE,315,1986,1
1898,USA,2,CZE,315,1987,1
1899,USA,2,CZE,315,1988,1
1900,USA,2,CZE,315,1989,1
1901,USA,2,CZE,315,1990,1
1902,USA,2,CZE,315,1991,1
1903,USA,2,CZE,315,1992,1
1904,USA,2,CZR,316,1993,1
1905,USA,2,CZR,316,1994,1
1906,USA,2,CZR,316,1995,1
1907,USA,2,CZR,316,1996,1
1908,USA,2,CZR,316,1997,1
1909,USA,2,CZR,316,1998,1
1910,USA,2,CZR,316,1999,1
1911,USA,2,CZR,316,2000,1
1912,USA,2,CZR,316,2001,1
1913,USA,2,CZR,316,2002,1
1914,USA,2,CZR,316,2003,1
1915,USA,2,CZR,316,2004,1
1916,USA,2,CZR,316,2005,1
1917,USA,2,SLO,317,1993,1
1918,USA,2,SLO,317,1994,1
1919,USA,2,SLO,317,1995,1
1920,USA,2,SLO,317,1996,1
1921,USA,2,SLO,317,1997,1
1922,USA,2,SLO,317,1998,1
1923,USA,2,SLO,317,1999,1
1924,USA,2,SLO,317,2000,1
1925,USA,2,SLO,317,2001,1
1926,USA,2,SLO,317,2002,1
1927,USA,2,SLO,317,2003,1
1928,USA,2,SLO,317,2004,1
1929,USA,2,SLO,317,2005,1
1930,USA,2,ITA,325,1965,1
1931,USA,2,ITA,325,1966,1
1932,USA,2,ITA,325,1967,1
1933,USA,2,ITA,325,1968,1
1934,USA,2,ITA,325,1969,1
1935,USA,2,ITA,325,1970,1
1936,USA,2,ITA,325,1971,1
1937,USA,2,ITA,325,1972,1
1938,USA,2,ITA,325,1973,1
1939,USA,2,ITA,325,1974,1
1940,USA,2,ITA,325,1975,1
1941,USA,2,ITA,325,1976,1
1942,USA,2,ITA,325,1977,1
1943,USA,2,ITA,325,1978,1
1944,USA,2,ITA,325,1979,1
1945,USA,2,ITA,325,1980,1
1946,USA,2,ITA,325,1981,1
1947,USA,2,ITA,325,1982,1
1948,USA,2,ITA,325,1983,1
1949,USA,2,ITA,325,1984,1
1950,USA,2,ITA,325,1985,1
1951,USA,2,ITA,325,1986,1
1952,USA,2,ITA,325,1987,1
1953,USA,2,ITA,325,1988,1
1954,USA,2,ITA,325,1989,1
1955,USA,2,ITA,325,1990,1
1956,USA,2,ITA,325,1991,1
1957,USA,2,ITA,325,1992,1
1958,USA,2,ITA,325,1993,1
1959,USA,2,ITA,325,1994,1
1960,USA,2,ITA,325,1995,1
1961,USA,2,ITA,325,1996,1
1962,USA,2,ITA,325,1997,1
1963,USA,2,ITA,325,1998,1
1964,USA,2,ITA,325,1999,1
1965,USA,2,ITA,325,2000,1
1966,USA,2,ITA,325,2001,1
1967,USA,2,ITA,325,2002,1
1968,USA,2,ITA,325,2003,1
1969,USA,2,ITA,325,2004,1
1970,USA,2,ITA,325,2005,1
1971,USA,2,SNM,331,1992,1
1972,USA,2,SNM,331,1993,1
1973,USA,2,SNM,331,1994,1
1974,USA,2,SNM,331,1995,1
1975,USA,2,SNM,331,1996,1
1976,USA,2,SNM,331,1997,1
1977,USA,2,SNM,331,1998,1
1978,USA,2,SNM,331,1999,1
1979,USA,2,SNM,331,2000,1
1980,USA,2,SNM,331,2001,1
1981,USA,2,SNM,331,2002,1
1982,USA,2,SNM,331,2003,1
1983,USA,2,SNM,331,2004,1
1984,USA,2,SNM,331,2005,1
1985,USA,2,MLT,338,1965,1
1986,USA,2,MLT,338,1966,1
1987,USA,2,MLT,338,1967,1
1988,USA,2,MLT,338,1968,1
1989,USA,2,MLT,338,1969,1
1990,USA,2,MLT,338,1970,1
1991,USA,2,MLT,338,1971,1
1992,USA,2,MLT,338,1972,1
1993,USA,2,MLT,338,1973,1
1994,USA,2,MLT,338,1974,1
1995,USA,2,MLT,338,1975,1
1996,USA,2,MLT,338,1976,1
1997,USA,2,MLT,338,1977,1
1998,USA,2,MLT,338,1978,1
1999,USA,2,MLT,338,1979,1
2000,USA,2,MLT,338,1980,1
2001,USA,2,MLT,338,1981,1
2002,USA,2,MLT,338,1982,1
2003,USA,2,MLT,338,1983,1
2004,USA,2,MLT,338,1984,1
2005,USA,2,MLT,338,1985,1
2006,USA,2,MLT,338,1986,1
2007,USA,2,MLT,338,1987,1
2008,USA,2,MLT,338,1988,1
2009,USA,2,MLT,338,1989,1
2010,USA,2,MLT,338,1990,1
2011,USA,2,MLT,338,1991,1
2012,USA,2,MLT,338,1992,1
2013,USA,2,MLT,338,1993,1
2014,USA,2,MLT,338,1994,1
2015,USA,2,MLT,338,1995,1
2016,USA,2,MLT,338,1996,1
2017,USA,2,MLT,338,1997,1
2018,USA,2,MLT,338,1998,1
2019,USA,2,MLT,338,1999,1
2020,USA,2,MLT,338,2000,1
2021,USA,2,MLT,338,2001,1
2022,USA,2,MLT,338,2002,1
2023,USA,2,MLT,338,2003,1
2024,USA,2,MLT,338,2004,1
2025,USA,2,MLT,338,2005,1
2026,USA,2,ALB,339,1965,1
2027,USA,2,ALB,339,1966,1
2028,USA,2,ALB,339,1967,1
2029,USA,2,ALB,339,1968,1
2030,USA,2,ALB,339,1969,1
2031,USA,2,ALB,339,1970,1
2032,USA,2,ALB,339,1971,1
2033,USA,2,ALB,339,1972,1
2034,USA,2,ALB,339,1973,1
2035,USA,2,ALB,339,1974,1
2036,USA,2,ALB,339,1975,1
2037,USA,2,ALB,339,1976,1
2038,USA,2,ALB,339,1977,1
2039,USA,2,ALB,339,1978,1
2040,USA,2,ALB,339,1979,1
2041,USA,2,ALB,339,1980,1
2042,USA,2,ALB,339,1981,1
2043,USA,2,ALB,339,1982,1
2044,USA,2,ALB,339,1983,1
2045,USA,2,ALB,339,1984,1
2046,USA,2,ALB,339,1985,1
2047,USA,2,ALB,339,1986,1
2048,USA,2,ALB,339,1987,1
2049,USA,2,ALB,339,1988,1
2050,USA,2,ALB,339,1989,1
2051,USA,2,ALB,339,1990,1
2052,USA,2,ALB,339,1991,1
2053,USA,2,ALB,339,1992,1
2054,USA,2,ALB,339,1993,1
2055,USA,2,ALB,339,1994,1
2056,USA,2,ALB,339,1995,1
2057,USA,2,ALB,339,1996,1
2058,USA,2,ALB,339,1997,1
2059,USA,2,ALB,339,1998,1
2060,USA,2,ALB,339,1999,1
2061,USA,2,ALB,339,2000,1
2062,USA,2,ALB,339,2001,1
2063,USA,2,ALB,339,2002,1
2064,USA,2,ALB,339,2003,1
2065,USA,2,ALB,339,2004,1
2066,USA,2,ALB,339,2005,1
2067,USA,2,MAC,343,1993,1
2068,USA,2,MAC,343,1994,1
2069,USA,2,MAC,343,1995,1
2070,USA,2,MAC,343,1996,1
2071,USA,2,MAC,343,1997,1
2072,USA,2,MAC,343,1998,1
2073,USA,2,MAC,343,1999,1
2074,USA,2,MAC,343,2000,1
2075,USA,2,MAC,343,2001,1
2076,USA,2,MAC,343,2002,1
2077,USA,2,MAC,343,2003,1
2078,USA,2,MAC,343,2004,1
2079,USA,2,MAC,343,2005,1
2080,USA,2,CRO,344,1992,1
2081,USA,2,CRO,344,1993,1
2082,USA,2,CRO,344,1994,1
2083,USA,2,CRO,344,1995,1
2084,USA,2,CRO,344,1996,1
2085,USA,2,CRO,344,1997,1
2086,USA,2,CRO,344,1998,1
2087,USA,2,CRO,344,1999,1
2088,USA,2,CRO,344,2000,1
2089,USA,2,CRO,344,2001,1
2090,USA,2,CRO,344,2002,1
2091,USA,2,CRO,344,2003,1
2092,USA,2,CRO,344,2004,1
2093,USA,2,CRO,344,2005,1
2094,USA,2,YUG,345,1965,1
2095,USA,2,YUG,345,1966,1
2096,USA,2,YUG,345,1967,1
2097,USA,2,YUG,345,1968,1
2098,USA,2,YUG,345,1969,1
2099,USA,2,YUG,345,1970,1
2100,USA,2,YUG,345,1971,1
2101,USA,2,YUG,345,1972,1
2102,USA,2,YUG,345,1973,1
2103,USA,2,YUG,345,1974,1
2104,USA,2,YUG,345,1975,1
2105,USA,2,YUG,345,1976,1
2106,USA,2,YUG,345,1977,1
2107,USA,2,YUG,345,1978,1
2108,USA,2,YUG,345,1979,1
2109,USA,2,YUG,345,1980,1
2110,USA,2,YUG,345,1981,1
2111,USA,2,YUG,345,1982,1
2112,USA,2,YUG,345,1983,1
2113,USA,2,YUG,345,1984,1
2114,USA,2,YUG,345,1985,1
2115,USA,2,YUG,345,1986,1
2116,USA,2,YUG,345,1987,1
2117,USA,2,YUG,345,1988,1
2118,USA,2,YUG,345,1989,1
2119,USA,2,YUG,345,1990,1
2120,USA,2,YUG,345,1991,1
2121,USA,2,YUG,345,1992,1
2122,USA,2,YUG,345,1993,1
2123,USA,2,YUG,345,1994,1
2124,USA,2,YUG,345,1995,1
2125,USA,2,YUG,345,1996,1
2126,USA,2,YUG,345,1997,1
2127,USA,2,YUG,345,1998,1
2128,USA,2,YUG,345,1999,1
2129,USA,2,YUG,345,2000,1
2130,USA,2,YUG,345,2001,1
2131,USA,2,YUG,345,2002,1
2132,USA,2,YUG,345,2003,1
2133,USA,2,YUG,345,2004,1
2134,USA,2,YUG,345,2005,1
2135,USA,2,BOS,346,1992,1
2136,USA,2,BOS,346,1993,1
2137,USA,2,BOS,346,1994,1
2138,USA,2,BOS,346,1995,1
2139,USA,2,BOS,346,1996,1
2140,USA,2,BOS,346,1997,1
2141,USA,2,BOS,346,1998,1
2142,USA,2,BOS,346,1999,1
2143,USA,2,BOS,346,2000,1
2144,USA,2,BOS,346,2001,1
2145,USA,2,BOS,346,2002,1
2146,USA,2,BOS,346,2003,1
2147,USA,2,BOS,346,2004,1
2148,USA,2,BOS,346,2005,1
2149,USA,2,SLV,349,1992,1
2150,USA,2,SLV,349,1993,1
2151,USA,2,SLV,349,1994,1
2152,USA,2,SLV,349,1995,1
2153,USA,2,SLV,349,1996,1
2154,USA,2,SLV,349,1997,1
2155,USA,2,SLV,349,1998,1
2156,USA,2,SLV,349,1999,1
2157,USA,2,SLV,349,2000,1
2158,USA,2,SLV,349,2001,1
2159,USA,2,SLV,349,2002,1
2160,USA,2,SLV,349,2003,1
2161,USA,2,SLV,349,2004,1
2162,USA,2,SLV,349,2005,1
2163,USA,2,GRC,350,1965,1
2164,USA,2,GRC,350,1966,1
2165,USA,2,GRC,350,1967,1
2166,USA,2,GRC,350,1968,1
2167,USA,2,GRC,350,1969,1
2168,USA,2,GRC,350,1970,1
2169,USA,2,GRC,350,1971,1
2170,USA,2,GRC,350,1972,1
2171,USA,2,GRC,350,1973,1
2172,USA,2,GRC,350,1974,1
2173,USA,2,GRC,350,1975,1
2174,USA,2,GRC,350,1976,1
2175,USA,2,GRC,350,1977,1
2176,USA,2,GRC,350,1978,1
2177,USA,2,GRC,350,1979,1
2178,USA,2,GRC,350,1980,1
2179,USA,2,GRC,350,1981,1
2180,USA,2,GRC,350,1982,1
2181,USA,2,GRC,350,1983,1
2182,USA,2,GRC,350,1984,1
2183,USA,2,GRC,350,1985,1
2184,USA,2,GRC,350,1986,1
2185,USA,2,GRC,350,1987,1
2186,USA,2,GRC,350,1988,1
2187,USA,2,GRC,350,1989,1
2188,USA,2,GRC,350,1990,1
2189,USA,2,GRC,350,1991,1
2190,USA,2,GRC,350,1992,1
2191,USA,2,GRC,350,1993,1
2192,USA,2,GRC,350,1994,1
2193,USA,2,GRC,350,1995,1
2194,USA,2,GRC,350,1996,1
2195,USA,2,GRC,350,1997,1
2196,USA,2,GRC,350,1998,1
2197,USA,2,GRC,350,1999,1
2198,USA,2,GRC,350,2000,1
2199,USA,2,GRC,350,2001,1
2200,USA,2,GRC,350,2002,1
2201,USA,2,GRC,350,2003,1
2202,USA,2,GRC,350,2004,1
2203,USA,2,GRC,350,2005,1
2204,USA,2,CYP,352,1965,1
2205,USA,2,CYP,352,1966,1
2206,USA,2,CYP,352,1967,1
2207,USA,2,CYP,352,1968,1
2208,USA,2,CYP,352,1969,1
2209,USA,2,CYP,352,1970,1
2210,USA,2,CYP,352,1971,1
2211,USA,2,CYP,352,1972,1
2212,USA,2,CYP,352,1973,1
2213,USA,2,CYP,352,1974,1
2214,USA,2,CYP,352,1975,1
2215,USA,2,CYP,352,1976,1
2216,USA,2,CYP,352,1977,1
2217,USA,2,CYP,352,1978,1
2218,USA,2,CYP,352,1979,1
2219,USA,2,CYP,352,1980,1
2220,USA,2,CYP,352,1981,1
2221,USA,2,CYP,352,1982,1
2222,USA,2,CYP,352,1983,1
2223,USA,2,CYP,352,1984,1
2224,USA,2,CYP,352,1985,1
2225,USA,2,CYP,352,1986,1
2226,USA,2,CYP,352,1987,1
2227,USA,2,CYP,352,1988,1
2228,USA,2,CYP,352,1989,1
2229,USA,2,CYP,352,1990,1
2230,USA,2,CYP,352,1991,1
2231,USA,2,CYP,352,1992,1
2232,USA,2,CYP,352,1993,1
2233,USA,2,CYP,352,1994,1
2234,USA,2,CYP,352,1995,1
2235,USA,2,CYP,352,1996,1
2236,USA,2,CYP,352,1997,1
2237,USA,2,CYP,352,1998,1
2238,USA,2,CYP,352,1999,1
2239,USA,2,CYP,352,2000,1
2240,USA,2,CYP,352,2001,1
2241,USA,2,CYP,352,2002,1
2242,USA,2,CYP,352,2003,1
2243,USA,2,CYP,352,2004,1
2244,USA,2,CYP,352,2005,1
2245,USA,2,BUL,355,1965,1
2246,USA,2,BUL,355,1966,1
2247,USA,2,BUL,355,1967,1
2248,USA,2,BUL,355,1968,1
2249,USA,2,BUL,355,1969,1
2250,USA,2,BUL,355,1970,1
2251,USA,2,BUL,355,1971,1
2252,USA,2,BUL,355,1972,1
2253,USA,2,BUL,355,1973,1
2254,USA,2,BUL,355,1974,1
2255,USA,2,BUL,355,1975,1
2256,USA,2,BUL,355,1976,1
2257,USA,2,BUL,355,1977,1
2258,USA,2,BUL,355,1978,1
2259,USA,2,BUL,355,1979,1
2260,USA,2,BUL,355,1980,1
2261,USA,2,BUL,355,1981,1
