id,stateabb,ccode,year,p5
9608,DEN,390,1810,0
9609,DEN,390,1811,0
9610,DEN,390,1812,0
9611,DEN,390,1813,0
9612,DEN,390,1814,0
9613,DEN,390,1815,0
9614,DEN,390,1816,0
9615,DEN,390,1817,0
9616,DEN,390,1818,0
9617,DEN,390,1819,0
9618,DEN,390,1820,0
9619,DEN,390,1821,0
9620,DEN,390,1822,0
9621,DEN,390,1823,0
9622,DEN,390,1824,0
9623,DEN,390,1825,0
9624,DEN,390,1826,0
9625,DEN,390,1827,0
9626,DEN,390,1828,0
9627,DEN,390,1829,0
9628,DEN,390,1830,0
9629,DEN,390,1831,0
9630,DEN,390,1832,0
9631,DEN,390,1833,0
9632,DEN,390,1834,0
9633,DEN,390,1835,0
9634,DEN,390,1836,0
9635,DEN,390,1837,0
9636,DEN,390,1838,0
9637,DEN,390,1839,0
9638,DEN,390,1840,0
9639,DEN,390,1841,0
9640,DEN,390,1842,0
9641,DEN,390,1843,0
9642,DEN,390,1844,0
9643,DEN,390,1845,0
9644,DEN,390,1846,0
9645,DEN,390,1847,0
9646,DEN,390,1848,0
9647,DEN,390,1849,0
9648,DEN,390,1850,0
9649,DEN,390,1851,0
9650,DEN,390,1852,0
9651,DEN,390,1853,0
9652,DEN,390,1854,0
9653,DEN,390,1855,0
9654,DEN,390,1856,0
9655,DEN,390,1857,0
9656,DEN,390,1858,0
9657,DEN,390,1859,0
9658,DEN,390,1860,0
9659,DEN,390,1861,0
9660,DEN,390,1862,0
9661,DEN,390,1863,0
9662,DEN,390,1864,0
9663,DEN,390,1865,0
9664,DEN,390,1866,0
9665,DEN,390,1867,0
9666,DEN,390,1868,0
9667,DEN,390,1869,0
9668,DEN,390,1870,0
9669,DEN,390,1871,0
9670,DEN,390,1872,0
9671,DEN,390,1873,0
9672,DEN,390,1874,0
9673,DEN,390,1875,0
9674,DEN,390,1876,0
9675,DEN,390,1877,0
9676,DEN,390,1878,0
9677,DEN,390,1879,0
9678,DEN,390,1880,0
9679,DEN,390,1881,0
9680,DEN,390,1882,0
9681,DEN,390,1883,0
9682,DEN,390,1884,0
9683,DEN,390,1885,0
9684,DEN,390,1886,0
9685,DEN,390,1887,0
9686,DEN,390,1888,0
9687,DEN,390,1889,0
9688,DEN,390,1890,0
9689,DEN,390,1891,0
9690,DEN,390,1892,0
9691,DEN,390,1893,0
9692,DEN,390,1894,0
9693,DEN,390,1895,0
9694,DEN,390,1896,0
9695,DEN,390,1897,0
9696,DEN,390,1898,0
9697,DEN,390,1899,0
9698,DEN,390,1900,0
9699,DEN,390,1901,0
9700,DEN,390,1902,0
9701,DEN,390,1903,0
9702,DEN,390,1904,0
9703,DEN,390,1905,0
9704,DEN,390,1906,0
9705,DEN,390,1907,0
9706,DEN,390,1908,0
9707,DEN,390,1909,0
9708,DEN,390,1910,0
9709,DEN,390,1911,0
9710,DEN,390,1912,0
9711,DEN,390,1913,0
9712,DEN,390,1914,0
9713,DEN,390,1915,0
9714,DEN,390,1916,0
9715,DEN,390,1917,0
9716,DEN,390,1918,0
9717,DEN,390,1919,0
9718,DEN,390,1920,0
9719,DEN,390,1921,0
9720,DEN,390,1922,0
9721,DEN,390,1923,0
9722,DEN,390,1924,0
9723,DEN,390,1925,0
9724,DEN,390,1926,0
9725,DEN,390,1927,0
9726,DEN,390,1928,0
9727,DEN,390,1929,0
9728,DEN,390,1930,0
9729,DEN,390,1931,0
9730,DEN,390,1932,0
9731,DEN,390,1933,0
9732,DEN,390,1934,0
9733,DEN,390,1935,0
9734,DEN,390,1936,0
9735,DEN,390,1937,0
9736,DEN,390,1938,0
9737,DEN,390,1939,0
9738,DEN,390,1940,0
9739,DEN,390,1941,0
9740,DEN,390,1942,0
9741,DEN,390,1943,0
9742,DEN,390,1944,0
9743,DEN,390,1945,0
9744,DEN,390,1946,0
9745,DEN,390,1947,0
9746,DEN,390,1948,0
9747,DEN,390,1949,0
9748,DEN,390,1950,0
9749,DEN,390,1951,0
9750,DEN,390,1952,0
9751,DEN,390,1953,0
9752,DEN,390,1954,0
9753,DEN,390,1955,0
9754,DEN,390,1956,0
9755,DEN,390,1957,0
9756,DEN,390,1958,0
9757,DEN,390,1959,0
9758,DEN,390,1960,0
9759,DEN,390,1961,0
9760,DEN,390,1962,0
9761,DEN,390,1963,0
9762,DEN,390,1964,0
9763,DEN,390,1965,0
9764,DEN,390,1966,0
9765,DEN,390,1967,0
9766,DEN,390,1968,0
9767,DEN,390,1969,0
9768,DEN,390,1970,0
9769,DEN,390,1971,0
9770,DEN,390,1972,0
9771,DEN,390,1973,0
9772,DEN,390,1974,0
9773,DEN,390,1975,0
9774,DEN,390,1976,0
9775,DEN,390,1977,0
9776,DEN,390,1978,0
9777,DEN,390,1979,0
9778,DEN,390,1980,0
9779,DEN,390,1981,0
9780,DEN,390,1982,0
9781,DEN,390,1983,0
9782,DEN,390,1984,0
9783,DEN,390,1985,0
9784,DEN,390,1986,0
9785,DEN,390,1987,0
9786,DEN,390,1988,0
9787,DEN,390,1989,0
9788,DEN,390,1990,0
9789,DEN,390,1991,0
9790,DEN,390,1992,0
9791,DEN,390,1993,0
9792,DEN,390,1994,0
9793,DEN,390,1995,0
9794,DEN,390,1996,0
9795,DEN,390,1997,0
9796,DEN,390,1998,0
9797,DEN,390,1999,0
9798,DEN,390,2000,0
9799,DEN,390,2001,0
9800,DEN,390,2002,0
9801,DEN,390,2003,0
9802,DEN,390,2004,0
9803,DEN,390,2005,0
9804,DEN,390,2006,0
9805,DEN,390,2007,0
9806,DEN,390,2008,0
9807,DEN,390,2009,0
9808,DEN,390,2010,0
9809,DEN,390,2011,0
9810,DEN,390,2012,0
9811,DEN,390,2013,0
9812,DEN,390,2014,0
9813,DEN,390,2015,0
9814,DEN,390,2016,0
9815,DEN,390,2017,0
9816,DEN,390,2018,0
9817,CAP,402,1975,1
9818,CAP,402,1976,1
9819,CAP,402,1977,1
9820,CAP,402,1978,1
9821,CAP,402,1979,1
9822,CAP,402,1980,1
9823,CAP,402,1981,1
9824,CAP,402,1982,1
9825,CAP,402,1983,1
9826,CAP,402,1984,1
9827,CAP,402,1985,1
9828,CAP,402,1986,1
9829,CAP,402,1987,1
9830,CAP,402,1988,1
9831,CAP,402,1989,1
9832,CAP,402,1990,1
9833,CAP,402,1991,1
9834,CAP,402,1992,1
9835,CAP,402,1993,1
9836,CAP,402,1994,1
9837,CAP,402,1995,1
9838,CAP,402,1996,1
9839,CAP,402,1997,1
9840,CAP,402,1998,1
9841,CAP,402,1999,1
9842,CAP,402,2000,1
9843,CAP,402,2001,1
9844,CAP,402,2002,1
9845,CAP,402,2003,1
9846,CAP,402,2004,1
9847,CAP,402,2005,1
9848,CAP,402,2006,1
9849,CAP,402,2007,1
9850,CAP,402,2008,1
9851,CAP,402,2009,1
9852,CAP,402,2010,1
9853,CAP,402,2011,1
9854,CAP,402,2012,1
9855,CAP,402,2013,1
9856,CAP,402,2014,1
9857,CAP,402,2015,1
9858,CAP,402,2016,1
9859,CAP,402,2017,1
9860,CAP,402,2018,1
9861,GNB,404,1974,1
9862,GNB,404,1975,1
9863,GNB,404,1976,1
9864,GNB,404,1977,1
9865,GNB,404,1978,1
9866,GNB,404,1979,1
9867,GNB,404,1980,1
9868,GNB,404,1981,1
9869,GNB,404,1982,1
9870,GNB,404,1983,1
9871,GNB,404,1984,1
9872,GNB,404,1985,1
9873,GNB,404,1986,1
9874,GNB,404,1987,1
9875,GNB,404,1988,1
9876,GNB,404,1989,1
9877,GNB,404,1990,1
9878,GNB,404,1991,1
9879,GNB,404,1992,1
9880,GNB,404,1993,1
9881,GNB,404,1994,1
9882,GNB,404,1995,1
9883,GNB,404,1996,1
9884,GNB,404,1997,1
9885,GNB,404,1998,1
9886,GNB,404,1999,1
9887,GNB,404,2000,1
9888,GNB,404,2001,1
9889,GNB,404,2002,1
9890,GNB,404,2003,1
9891,GNB,404,2004,1
9892,GNB,404,2005,1
9893,GNB,404,2006,1
9894,GNB,404,2007,1
9895,GNB,404,2008,1
9896,GNB,404,2009,1
9897,GNB,404,2010,1
9898,GNB,404,2011,1
9899,GNB,404,2012,1
9900,GNB,404,2013,1
9901,GNB,404,2014,1
9902,GNB,404,2015,1
9903,GNB,404,2016,1
9904,GNB,404,2017,1
9905,GNB,404,2018,1
9906,EQG,411,1968,1
9907,EQG,411,1969,1
9908,EQG,411,1970,1
9909,EQG,411,1971,1
9910,EQG,411,1972,1
9911,EQG,411,1973,1
9912,EQG,411,1974,1
9913,EQG,411,1975,1
9914,EQG,411,1976,1
9915,EQG,411,1977,1
9916,EQG,411,1978,1
9917,EQG,411,1979,1
9918,EQG,411,1980,1
9919,EQG,411,1981,1
9920,EQG,411,1982,1
9921,EQG,411,1983,1
9922,EQG,411,1984,1
9923,EQG,411,1985,1
9924,EQG,411,1986,1
9925,EQG,411,1987,1
9926,EQG,411,1988,1
9927,EQG,411,1989,1
9928,EQG,411,1990,1
9929,EQG,411,1991,1
9930,EQG,411,1992,1
9931,EQG,411,1993,1
9932,EQG,411,1994,1
9933,EQG,411,1995,1
9934,EQG,411,1996,1
9935,EQG,411,1997,1
9936,EQG,411,1998,1
9937,EQG,411,1999,1
9938,EQG,411,2000,1
9939,EQG,411,2001,1
9940,EQG,411,2002,1
9941,EQG,411,2003,1
9942,EQG,411,2004,1
9943,EQG,411,2005,1
9944,EQG,411,2006,1
9945,EQG,411,2007,1
9946,EQG,411,2008,1
9947,EQG,411,2009,1
9948,EQG,411,2010,1
9949,EQG,411,2011,1
9950,EQG,411,2012,1
9951,EQG,411,2013,1
9952,EQG,411,2014,1
9953,EQG,411,2015,1
9954,EQG,411,2016,1
9955,EQG,411,2017,1
9956,EQG,411,2018,1
9957,GAM,420,1965,0
9958,GAM,420,1966,0
9959,GAM,420,1967,0
9960,GAM,420,1968,0
9961,GAM,420,1969,0
9962,GAM,420,1970,0
9963,GAM,420,1971,0
9964,GAM,420,1972,0
9965,GAM,420,1973,0
9966,GAM,420,1974,0
9967,GAM,420,1975,0
9968,GAM,420,1976,0
9969,GAM,420,1977,0
9970,GAM,420,1978,0
9971,GAM,420,1979,0
9972,GAM,420,1980,0
9973,GAM,420,1981,0
9974,GAM,420,1982,0
9975,GAM,420,1983,0
9976,GAM,420,1984,0
9977,GAM,420,1985,0
9978,GAM,420,1986,0
9979,GAM,420,1987,0
9980,GAM,420,1988,0
9981,GAM,420,1989,0
9982,GAM,420,1990,0
9983,GAM,420,1991,0
9984,GAM,420,1992,0
9985,GAM,420,1993,0
9986,GAM,420,1994,0
9987,GAM,420,1995,0
9988,GAM,420,1996,0
9989,GAM,420,1997,0
9990,GAM,420,1998,0
9991,GAM,420,1999,0
9992,GAM,420,2000,0
9993,GAM,420,2001,0
9994,GAM,420,2002,0
9995,GAM,420,2003,0
9996,GAM,420,2004,0
9997,GAM,420,2005,0
9998,GAM,420,2006,0
9999,GAM,420,2007,0
10000,GAM,420,2008,0
10001,GAM,420,2009,0
10002,GAM,420,2010,0
10003,GAM,420,2011,0
10004,GAM,420,2012,0
10005,GAM,420,2013,0
10006,GAM,420,2014,0
10007,GAM,420,2015,0
10008,GAM,420,2016,0
10009,GAM,420,2017,0
10010,GAM,420,2018,0
10011,MLI,432,1960,1
10012,MLI,432,1961,1
10013,MLI,432,1962,1
10014,MLI,432,1963,1
10015,MLI,432,1964,1
10016,MLI,432,1965,1
10017,MLI,432,1966,1
10018,MLI,432,1967,1
10019,MLI,432,1968,1
10020,MLI,432,1969,1
10021,MLI,432,1970,1
10022,MLI,432,1971,1
10023,MLI,432,1972,1
10024,MLI,432,1973,1
10025,MLI,432,1974,1
10026,MLI,432,1975,1
10027,MLI,432,1976,1
10028,MLI,432,1977,1
10029,MLI,432,1978,1
10030,MLI,432,1979,1
10031,MLI,432,1980,1
10032,MLI,432,1981,1
10033,MLI,432,1982,1
10034,MLI,432,1983,1
10035,MLI,432,1984,1
10036,MLI,432,1985,1
10037,MLI,432,1986,1
10038,MLI,432,1987,1
10039,MLI,432,1988,1
10040,MLI,432,1989,1
10041,MLI,432,1990,1
10042,MLI,432,1991,1
10043,MLI,432,1992,1
10044,MLI,432,1993,1
10045,MLI,432,1994,1
10046,MLI,432,1995,1
10047,MLI,432,1996,1
10048,MLI,432,1997,1
10049,MLI,432,1998,1
10050,MLI,432,1999,1
10051,MLI,432,2000,1
10052,MLI,432,2001,1
10053,MLI,432,2002,1
10054,MLI,432,2003,1
10055,MLI,432,2004,1
10056,MLI,432,2005,1
10057,MLI,432,2006,1
10058,MLI,432,2007,1
10059,MLI,432,2008,1
10060,MLI,432,2009,1
10061,MLI,432,2010,1
10062,MLI,432,2011,1
10063,MLI,432,2012,1
10064,MLI,432,2013,1
10065,MLI,432,2014,1
10066,MLI,432,2015,1
10067,MLI,432,2016,1
10068,MLI,432,2017,1
10069,MLI,432,2018,1
10070,SEN,433,1960,0
10071,SEN,433,1961,0
10072,SEN,433,1962,0
10073,SEN,433,1963,0
10074,SEN,433,1964,0
10075,SEN,433,1965,0
10076,SEN,433,1966,0
10077,SEN,433,1967,0
10078,SEN,433,1968,0
10079,SEN,433,1969,0
10080,SEN,433,1970,0
10081,SEN,433,1971,0
10082,SEN,433,1972,0
10083,SEN,433,1973,0
10084,SEN,433,1974,0
10085,SEN,433,1975,0
10086,SEN,433,1976,0
10087,SEN,433,1977,0
10088,SEN,433,1978,0
10089,SEN,433,1979,0
10090,SEN,433,1980,0
10091,SEN,433,1981,0
10092,SEN,433,1982,0
10093,SEN,433,1983,0
10094,SEN,433,1984,0
10095,SEN,433,1985,0
10096,SEN,433,1986,0
10097,SEN,433,1987,0
10098,SEN,433,1988,0
10099,SEN,433,1989,0
10100,SEN,433,1990,0
10101,SEN,433,1991,0
10102,SEN,433,1992,0
10103,SEN,433,1993,0
10104,SEN,433,1994,0
10105,SEN,433,1995,0
10106,SEN,433,1996,0
10107,SEN,433,1997,0
10108,SEN,433,1998,0
10109,SEN,433,1999,0
10110,SEN,433,2000,0
10111,SEN,433,2001,0
10112,SEN,433,2002,0
10113,SEN,433,2003,0
10114,SEN,433,2004,0
10115,SEN,433,2005,0
10116,SEN,433,2006,0
10117,SEN,433,2007,0
10118,SEN,433,2008,0
10119,SEN,433,2009,0
10120,SEN,433,2010,0
10121,SEN,433,2011,0
10122,SEN,433,2012,0
10123,SEN,433,2013,0
10124,SEN,433,2014,0
10125,SEN,433,2015,0
10126,SEN,433,2016,0
10127,SEN,433,2017,0
10128,SEN,433,2018,0
10129,BEN,434,1960,1
10130,BEN,434,1961,1
10131,BEN,434,1962,1
10132,BEN,434,1963,1
10133,BEN,434,1964,1
10134,BEN,434,1965,1
10135,BEN,434,1966,1
10136,BEN,434,1967,1
10137,BEN,434,1968,1
10138,BEN,434,1969,1
10139,BEN,434,1970,1
10140,BEN,434,1971,1
10141,BEN,434,1972,1
10142,BEN,434,1973,1
10143,BEN,434,1974,1
10144,BEN,434,1975,1
10145,BEN,434,1976,1
10146,BEN,434,1977,1
10147,BEN,434,1978,1
10148,BEN,434,1979,1
10149,BEN,434,1980,1
10150,BEN,434,1981,1
10151,BEN,434,1982,1
10152,BEN,434,1983,1
10153,BEN,434,1984,1
10154,BEN,434,1985,1
10155,BEN,434,1986,1
10156,BEN,434,1987,1
10157,BEN,434,1988,1
10158,BEN,434,1989,1
10159,BEN,434,1990,1
10160,BEN,434,1991,1
10161,BEN,434,1992,1
10162,BEN,434,1993,1
10163,BEN,434,1994,1
10164,BEN,434,1995,1
10165,BEN,434,1996,1
10166,BEN,434,1997,1
10167,BEN,434,1998,1
10168,BEN,434,1999,1
10169,BEN,434,2000,1
10170,BEN,434,2001,1
10171,BEN,434,2002,1
10172,BEN,434,2003,1
10173,BEN,434,2004,1
10174,BEN,434,2005,1
10175,BEN,434,2006,1
10176,BEN,434,2007,1
10177,BEN,434,2008,1
10178,BEN,434,2009,1
10179,BEN,434,2010,1
10180,BEN,434,2011,1
10181,BEN,434,2012,1
10182,BEN,434,2013,1
10183,BEN,434,2014,1
10184,BEN,434,2015,1
10185,BEN,434,2016,1
10186,BEN,434,2017,1
10187,BEN,434,2018,1
10188,MAA,435,1960,0
10189,MAA,435,1961,0
10190,MAA,435,1962,0
10191,MAA,435,1963,0
10192,MAA,435,1964,0
10193,MAA,435,1965,0
10194,MAA,435,1966,0
10195,MAA,435,1967,0
10196,MAA,435,1968,0
10197,MAA,435,1969,0
10198,MAA,435,1970,0
10199,MAA,435,1971,0
10200,MAA,435,1972,0
10201,MAA,435,1973,0
10202,MAA,435,1974,0
10203,MAA,435,1975,0
10204,MAA,435,1976,0
10205,MAA,435,1977,0
10206,MAA,435,1978,0
10207,MAA,435,1979,0
10208,MAA,435,1980,0
10209,MAA,435,1981,0
10210,MAA,435,1982,0
10211,MAA,435,1983,0
10212,MAA,435,1984,0
10213,MAA,435,1985,0
10214,MAA,435,1986,0
10215,MAA,435,1987,0
10216,MAA,435,1988,0
10217,MAA,435,1989,0
10218,MAA,435,1990,0
10219,MAA,435,1991,0
10220,MAA,435,1992,0
10221,MAA,435,1993,0
10222,MAA,435,1994,0
10223,MAA,435,1995,0
10224,MAA,435,1996,0
10225,MAA,435,1997,0
10226,MAA,435,1998,0
10227,MAA,435,1999,0
10228,MAA,435,2000,0
10229,MAA,435,2001,0
10230,MAA,435,2002,0
10231,MAA,435,2003,0
10232,MAA,435,2004,0
10233,MAA,435,2005,0
10234,MAA,435,2006,0
10235,MAA,435,2007,0
10236,MAA,435,2008,0
10237,MAA,435,2009,0
10238,MAA,435,2010,0
10239,MAA,435,2011,0
10240,MAA,435,2012,0
10241,MAA,435,2013,0
10242,MAA,435,2014,0
10243,MAA,435,2015,0
10244,MAA,435,2016,0
10245,MAA,435,2017,0
10246,MAA,435,2018,0
10247,NIR,436,1960,1
10248,NIR,436,1961,1
10249,NIR,436,1962,1
10250,NIR,436,1963,1
10251,NIR,436,1964,1
10252,NIR,436,1965,1
10253,NIR,436,1966,1
10254,NIR,436,1967,1
10255,NIR,436,1968,1
10256,NIR,436,1969,1
10257,NIR,436,1970,1
10258,NIR,436,1971,1
10259,NIR,436,1972,1
10260,NIR,436,1973,1
10261,NIR,436,1974,1
10262,NIR,436,1975,1
10263,NIR,436,1976,1
10264,NIR,436,1977,1
10265,NIR,436,1978,1
10266,NIR,436,1979,1
10267,NIR,436,1980,1
10268,NIR,436,1981,1
10269,NIR,436,1982,1
10270,NIR,436,1983,1
10271,NIR,436,1984,1
10272,NIR,436,1985,1
10273,NIR,436,1986,1
10274,NIR,436,1987,1
10275,NIR,436,1988,1
10276,NIR,436,1989,1
10277,NIR,436,1990,1
10278,NIR,436,1991,1
10279,NIR,436,1992,1
10280,NIR,436,1993,1
10281,NIR,436,1994,1
10282,NIR,436,1995,1
10283,NIR,436,1996,1
10284,NIR,436,1997,1
10285,NIR,436,1998,1
10286,NIR,436,1999,1
10287,NIR,436,2000,1
10288,NIR,436,2001,1
10289,NIR,436,2002,1
10290,NIR,436,2003,1
10291,NIR,436,2004,1
10292,NIR,436,2005,1
10293,NIR,436,2006,1
10294,NIR,436,2007,1
10295,NIR,436,2008,1
10296,NIR,436,2009,1
10297,NIR,436,2010,1
10298,NIR,436,2011,1
10299,NIR,436,2012,1
10300,NIR,436,2013,1
10301,NIR,436,2014,1
10302,NIR,436,2015,1
10303,NIR,436,2016,1
10304,NIR,436,2017,1
10305,NIR,436,2018,1
10306,IVO,437,1960,1
10307,IVO,437,1961,1
10308,IVO,437,1962,1
10309,IVO,437,1963,1
10310,IVO,437,1964,1
10311,IVO,437,1965,1
10312,IVO,437,1966,1
10313,IVO,437,1967,1
10314,IVO,437,1968,1
10315,IVO,437,1969,1
10316,IVO,437,1970,1
10317,IVO,437,1971,1
10318,IVO,437,1972,1
10319,IVO,437,1973,1
10320,IVO,437,1974,1
10321,IVO,437,1975,1
10322,IVO,437,1976,1
10323,IVO,437,1977,1
10324,IVO,437,1978,1
10325,IVO,437,1979,1
10326,IVO,437,1980,1
10327,IVO,437,1981,1
10328,IVO,437,1982,1
10329,IVO,437,1983,1
10330,IVO,437,1984,1
10331,IVO,437,1985,1
10332,IVO,437,1986,1
10333,IVO,437,1987,1
10334,IVO,437,1988,1
10335,IVO,437,1989,1
10336,IVO,437,1990,1
10337,IVO,437,1991,1
10338,IVO,437,1992,1
10339,IVO,437,1993,1
10340,IVO,437,1994,1
10341,IVO,437,1995,1
10342,IVO,437,1996,1
10343,IVO,437,1997,1
10344,IVO,437,1998,1
10345,IVO,437,1999,1
10346,IVO,437,2000,1
10347,IVO,437,2001,1
10348,IVO,437,2002,1
10349,IVO,437,2003,1
10350,IVO,437,2004,1
10351,IVO,437,2005,1
10352,IVO,437,2006,1
10353,IVO,437,2007,1
10354,IVO,437,2008,1
10355,IVO,437,2009,1
10356,IVO,437,2010,1
10357,IVO,437,2011,1
10358,IVO,437,2012,1
10359,IVO,437,2013,1
10360,IVO,437,2014,1
10361,IVO,437,2015,1
10362,IVO,437,2016,1
10363,IVO,437,2017,1
10364,IVO,437,2018,1
10365,GUI,438,1958,1
10366,GUI,438,1959,1
10367,GUI,438,1960,1
10368,GUI,438,1961,1
10369,GUI,438,1962,1
10370,GUI,438,1963,1
10371,GUI,438,1964,1
10372,GUI,438,1965,1
10373,GUI,438,1966,1
10374,GUI,438,1967,1
10375,GUI,438,1968,1
10376,GUI,438,1969,1
10377,GUI,438,1970,1
10378,GUI,438,1971,1
10379,GUI,438,1972,1
10380,GUI,438,1973,1
10381,GUI,438,1974,1
10382,GUI,438,1975,1
10383,GUI,438,1976,1
10384,GUI,438,1977,1
10385,GUI,438,1978,1
10386,GUI,438,1979,1
10387,GUI,438,1980,1
10388,GUI,438,1981,1
10389,GUI,438,1982,1
10390,GUI,438,1983,1
10391,GUI,438,1984,1
10392,GUI,438,1985,1
10393,GUI,438,1986,1
10394,GUI,438,1987,1
10395,GUI,438,1988,1
10396,GUI,438,1989,1
10397,GUI,438,1990,1
10398,GUI,438,1991,1
10399,GUI,438,1992,1
10400,GUI,438,1993,1
10401,GUI,438,1994,1
10402,GUI,438,1995,1
10403,GUI,438,1996,1
10404,GUI,438,1997,1
10405,GUI,438,1998,1
10406,GUI,438,1999,1
10407,GUI,438,2000,1
10408,GUI,438,2001,1
10409,GUI,438,2002,1
10410,GUI,438,2003,1
10411,GUI,438,2004,1
10412,GUI,438,2005,1
10413,GUI,438,2006,1
10414,GUI,438,2007,1
10415,GUI,438,2008,1
10416,GUI,438,2009,1
10417,GUI,438,2010,1
10418,GUI,438,2011,1
10419,GUI,438,2012,1
10420,GUI,438,2013,1
10421,GUI,438,2014,1
10422,GUI,438,2015,1
10423,GUI,438,2016,1
10424,GUI,438,2017,1
10425,GUI,438,2018,1
10426,BFO,439,1960,1
10427,BFO,439,1961,1
10428,BFO,439,1962,1
10429,BFO,439,1963,1
10430,BFO,439,1964,1
10431,BFO,439,1965,1
10432,BFO,439,1966,1
10433,BFO,439,1967,1
10434,BFO,439,1968,1
10435,BFO,439,1969,1
10436,BFO,439,1970,1
10437,BFO,439,1971,1
10438,BFO,439,1972,1
10439,BFO,439,1973,1
10440,BFO,439,1974,1
10441,BFO,439,1975,1
10442,BFO,439,1976,1
10443,BFO,439,1977,1
10444,BFO,439,1978,1
10445,BFO,439,1979,1
10446,BFO,439,1980,1
10447,BFO,439,1981,1
10448,BFO,439,1982,1
10449,BFO,439,1983,1
10450,BFO,439,1984,1
10451,BFO,439,1985,1
10452,BFO,439,1986,1
10453,BFO,439,1987,1
10454,BFO,439,1988,1
10455,BFO,439,1989,1
10456,BFO,439,1990,1
10457,BFO,439,1991,1
10458,BFO,439,1992,1
10459,BFO,439,1993,1
10460,BFO,439,1994,1
10461,BFO,439,1995,1
10462,BFO,439,1996,1
10463,BFO,439,1997,1
10464,BFO,439,1998,1
10465,BFO,439,1999,1
10466,BFO,439,2000,1
10467,BFO,439,2001,1
10468,BFO,439,2002,1
10469,BFO,439,2003,1
10470,BFO,439,2004,1
10471,BFO,439,2005,1
10472,BFO,439,2006,1
10473,BFO,439,2007,1
10474,BFO,439,2008,1
10475,BFO,439,2009,1
10476,BFO,439,2010,1
10477,BFO,439,2011,1
10478,BFO,439,2012,1
10479,BFO,439,2013,1
10480,BFO,439,2014,1
10481,BFO,439,2015,1
10482,BFO,439,2016,1
10483,BFO,439,2017,1
10484,BFO,439,2018,1
10485,LBR,450,1847,0
10486,LBR,450,1848,0
10487,LBR,450,1849,0
10488,LBR,450,1850,0
10489,LBR,450,1851,0
10490,LBR,450,1852,0
10491,LBR,450,1853,0
10492,LBR,450,1854,0
10493,LBR,450,1855,0
10494,LBR,450,1856,0
10495,LBR,450,1857,0
10496,LBR,450,1858,0
10497,LBR,450,1859,0
10498,LBR,450,1860,0
10499,LBR,450,1861,0
10500,LBR,450,1862,0
10501,LBR,450,1863,0
10502,LBR,450,1864,0
10503,LBR,450,1865,0
10504,LBR,450,1866,0
10505,LBR,450,1867,0
10506,LBR,450,1868,0
10507,LBR,450,1869,0
10508,LBR,450,1870,0
10509,LBR,450,1871,0
10510,LBR,450,1872,0
10511,LBR,450,1873,0
10512,LBR,450,1874,0
10513,LBR,450,1875,0
10514,LBR,450,1876,0
10515,LBR,450,1877,0
10516,LBR,450,1878,0
10517,LBR,450,1879,0
10518,LBR,450,1880,0
10519,LBR,450,1881,0
10520,LBR,450,1882,0
10521,LBR,450,1883,0
10522,LBR,450,1884,0
10523,LBR,450,1885,0
10524,LBR,450,1886,0
10525,LBR,450,1887,0
10526,LBR,450,1888,0
10527,LBR,450,1889,0
10528,LBR,450,1890,0
10529,LBR,450,1891,0
10530,LBR,450,1892,0
10531,LBR,450,1893,0
10532,LBR,450,1894,0
10533,LBR,450,1895,0
10534,LBR,450,1896,0
10535,LBR,450,1897,0
10536,LBR,450,1898,0
10537,LBR,450,1899,0
10538,LBR,450,1900,0
10539,LBR,450,1901,0
10540,LBR,450,1902,0
10541,LBR,450,1903,0
10542,LBR,450,1904,0
10543,LBR,450,1905,0
10544,LBR,450,1906,0
10545,LBR,450,1907,0
10546,LBR,450,1908,0
10547,LBR,450,1909,0
10548,LBR,450,1910,0
10549,LBR,450,1911,0
10550,LBR,450,1912,0
10551,LBR,450,1913,0
10552,LBR,450,1914,0
10553,LBR,450,1915,0
10554,LBR,450,1916,0
10555,LBR,450,1917,0
10556,LBR,450,1918,0
10557,LBR,450,1919,0
10558,LBR,450,1920,0
10559,LBR,450,1921,0
10560,LBR,450,1922,0
10561,LBR,450,1923,0
10562,LBR,450,1924,0
10563,LBR,450,1925,0
10564,LBR,450,1926,0
10565,LBR,450,1927,0
10566,LBR,450,1928,0
10567,LBR,450,1929,0
10568,LBR,450,1930,0
10569,LBR,450,1931,0
10570,LBR,450,1932,0
10571,LBR,450,1933,0
10572,LBR,450,1934,0
10573,LBR,450,1935,0
10574,LBR,450,1936,0
10575,LBR,450,1937,0
10576,LBR,450,1938,0
10577,LBR,450,1939,0
10578,LBR,450,1940,0
10579,LBR,450,1941,0
10580,LBR,450,1942,0
10581,LBR,450,1943,0
10582,LBR,450,1944,0
10583,LBR,450,1945,0
10584,LBR,450,1946,0
10585,LBR,450,1947,0
10586,LBR,450,1948,0
10587,LBR,450,1949,0
10588,LBR,450,1950,0
10589,LBR,450,1951,0
10590,LBR,450,1952,0
10591,LBR,450,1953,0
10592,LBR,450,1954,0
10593,LBR,450,1955,0
10594,LBR,450,1956,0
10595,LBR,450,1957,0
10596,LBR,450,1958,0
10597,LBR,450,1959,0
10598,LBR,450,1960,0
10599,LBR,450,1961,0
10600,LBR,450,1962,0
10601,LBR,450,1963,0
10602,LBR,450,1964,0
10603,LBR,450,1965,0
10604,LBR,450,1966,0
10605,LBR,450,1967,0
