id,stateabb,ccode,year,polyarchy,libdem,democ
25508,LBR,450,1913,0.223,0.156,.
25509,LBR,450,1913,.,.,0.0
25510,LBR,450,1914,0.223,0.156,.
25511,LBR,450,1914,.,.,0.0
25512,LBR,450,1915,0.222,0.155,.
25513,LBR,450,1915,.,.,0.0
25514,LBR,450,1916,0.222,0.155,.
25515,LBR,450,1916,.,.,0.0
25516,LBR,450,1917,0.222,0.155,.
25517,LBR,450,1917,.,.,0.0
25518,LBR,450,1918,0.222,0.155,.
25519,LBR,450,1918,.,.,0.0
25520,LBR,450,1919,0.22,0.154,.
25521,LBR,450,1919,.,.,0.0
25522,LBR,450,1920,0.22,0.159,.
25523,LBR,450,1920,.,.,0.0
25524,LBR,450,1921,0.22,0.16,.
25525,LBR,450,1921,.,.,0.0
25526,LBR,450,1922,0.22,0.16,.
25527,LBR,450,1922,.,.,0.0
25528,LBR,450,1923,0.211,0.158,.
25529,LBR,450,1923,.,.,0.0
25530,LBR,450,1924,0.211,0.158,.
25531,LBR,450,1924,.,.,0.0
25532,LBR,450,1925,0.211,0.158,.
25533,LBR,450,1925,.,.,0.0
25534,LBR,450,1926,0.211,0.158,.
25535,LBR,450,1926,.,.,0.0
25536,LBR,450,1927,0.207,0.156,.
25537,LBR,450,1927,.,.,0.0
25538,LBR,450,1928,0.205,0.155,.
25539,LBR,450,1928,.,.,0.0
25540,LBR,450,1929,0.205,0.151,.
25541,LBR,450,1929,.,.,0.0
25542,LBR,450,1930,0.205,0.153,.
25543,LBR,450,1930,.,.,0.0
25544,LBR,450,1931,0.221,0.157,.
25545,LBR,450,1931,.,.,0.0
25546,LBR,450,1932,0.219,0.156,.
25547,LBR,450,1932,.,.,0.0
25548,LBR,450,1933,0.219,0.156,.
25549,LBR,450,1933,.,.,0.0
25550,LBR,450,1934,0.219,0.156,.
25551,LBR,450,1934,.,.,0.0
25552,LBR,450,1935,0.219,0.156,.
25553,LBR,450,1935,.,.,0.0
25554,LBR,450,1936,0.219,0.156,.
25555,LBR,450,1936,.,.,0.0
25556,LBR,450,1937,0.219,0.156,.
25557,LBR,450,1937,.,.,0.0
25558,LBR,450,1938,0.219,0.156,.
25559,LBR,450,1938,.,.,0.0
25560,LBR,450,1939,0.216,0.155,.
25561,LBR,450,1939,.,.,0.0
25562,LBR,450,1940,0.215,0.157,.
25563,LBR,450,1940,.,.,0.0
25564,LBR,450,1941,0.215,0.157,.
25565,LBR,450,1941,.,.,0.0
25566,LBR,450,1942,0.215,0.157,.
25567,LBR,450,1942,.,.,0.0
25568,LBR,450,1943,0.211,0.155,.
25569,LBR,450,1943,.,.,0.0
25570,LBR,450,1944,0.19,0.121,.
25571,LBR,450,1944,.,.,0.0
25572,LBR,450,1945,0.18,0.114,.
25573,LBR,450,1945,.,.,0.0
25574,LBR,450,1946,0.18,0.114,.
25575,LBR,450,1946,.,.,0.0
25576,LBR,450,1947,0.18,0.114,.
25577,LBR,450,1947,.,.,0.0
25578,LBR,450,1948,0.245,0.132,.
25579,LBR,450,1948,.,.,0.0
25580,LBR,450,1949,0.245,0.132,.
25581,LBR,450,1949,.,.,0.0
25582,LBR,450,1950,0.244,0.122,.
25583,LBR,450,1950,.,.,0.0
25584,LBR,450,1951,0.204,0.11,.
25585,LBR,450,1951,.,.,0.0
25586,LBR,450,1952,0.192,0.107,.
25587,LBR,450,1952,.,.,0.0
25588,LBR,450,1953,0.192,0.107,.
25589,LBR,450,1953,.,.,0.0
25590,LBR,450,1954,0.192,0.107,.
25591,LBR,450,1954,.,.,0.0
25592,LBR,450,1955,0.187,0.105,.
25593,LBR,450,1955,.,.,0.0
25594,LBR,450,1956,0.184,0.104,.
25595,LBR,450,1956,.,.,0.0
25596,LBR,450,1957,0.184,0.104,.
25597,LBR,450,1957,.,.,0.0
25598,LBR,450,1958,0.184,0.104,.
25599,LBR,450,1958,.,.,0.0
25600,LBR,450,1959,0.188,0.106,.
25601,LBR,450,1959,.,.,0.0
25602,LBR,450,1960,0.19,0.105,.
25603,LBR,450,1960,.,.,0.0
25604,LBR,450,1961,0.19,0.105,.
25605,LBR,450,1961,.,.,0.0
25606,LBR,450,1962,0.19,0.105,.
25607,LBR,450,1962,.,.,0.0
25608,LBR,450,1963,0.188,0.104,.
25609,LBR,450,1963,.,.,0.0
25610,LBR,450,1964,0.188,0.105,.
25611,LBR,450,1964,.,.,0.0
25612,LBR,450,1965,0.188,0.105,.
25613,LBR,450,1965,.,.,0.0
25614,LBR,450,1966,0.188,0.105,.
25615,LBR,450,1966,.,.,0.0
25616,LBR,450,1967,0.187,0.105,.
25617,LBR,450,1967,.,.,0.0
25618,LBR,450,1968,0.187,0.105,.
25619,LBR,450,1968,.,.,0.0
25620,LBR,450,1969,0.187,0.105,.
25621,LBR,450,1969,.,.,0.0
25622,LBR,450,1970,0.187,0.106,.
25623,LBR,450,1970,.,.,0.0
25624,LBR,450,1971,0.197,0.125,.
25625,LBR,450,1971,.,.,0.0
25626,LBR,450,1972,0.219,0.134,.
25627,LBR,450,1972,.,.,0.0
25628,LBR,450,1973,0.219,0.134,.
25629,LBR,450,1973,.,.,0.0
25630,LBR,450,1974,0.219,0.134,.
25631,LBR,450,1974,.,.,0.0
25632,LBR,450,1975,0.218,0.134,.
25633,LBR,450,1975,.,.,0.0
25634,LBR,450,1976,0.217,0.133,.
25635,LBR,450,1976,.,.,0.0
25636,LBR,450,1977,0.217,0.133,.
25637,LBR,450,1977,.,.,0.0
25638,LBR,450,1978,0.217,0.133,.
25639,LBR,450,1978,.,.,0.0
25640,LBR,450,1979,0.217,0.132,.
25641,LBR,450,1979,.,.,0.0
25642,LBR,450,1980,0.124,0.061,.
25643,LBR,450,1980,.,.,0.0
25644,LBR,450,1981,0.093,0.044,.
25645,LBR,450,1981,.,.,0.0
25646,LBR,450,1982,0.093,0.044,.
25647,LBR,450,1982,.,.,0.0
25648,LBR,450,1983,0.093,0.044,.
25649,LBR,450,1983,.,.,0.0
25650,LBR,450,1984,0.099,0.06,.
25651,LBR,450,1984,.,.,0.0
25652,LBR,450,1985,0.121,0.08,.
25653,LBR,450,1985,.,.,0.0
25654,LBR,450,1986,0.237,0.132,.
25655,LBR,450,1986,.,.,0.0
25656,LBR,450,1987,0.237,0.132,.
25657,LBR,450,1987,.,.,0.0
25658,LBR,450,1988,0.232,0.131,.
25659,LBR,450,1988,.,.,0.0
25660,LBR,450,1989,0.221,0.119,.
25661,LBR,450,1989,.,.,0.0
25662,LBR,450,1990,0.168,0.064,.
25663,LBR,450,1990,.,.,-77.0
25664,LBR,450,1991,0.2,0.178,.
25665,LBR,450,1991,.,.,-77.0
25666,LBR,450,1992,0.2,0.18,.
25667,LBR,450,1992,.,.,-77.0
25668,LBR,450,1993,0.204,0.181,.
25669,LBR,450,1993,.,.,-77.0
25670,LBR,450,1994,0.171,0.161,.
25671,LBR,450,1994,.,.,-77.0
25672,LBR,450,1995,0.168,0.146,.
25673,LBR,450,1995,.,.,-77.0
25674,LBR,450,1996,0.153,0.119,.
25675,LBR,450,1996,.,.,-88.0
25676,LBR,450,1997,0.241,0.128,.
25677,LBR,450,1997,.,.,3.0
25678,LBR,450,1998,0.349,0.16,.
25679,LBR,450,1998,.,.,3.0
25680,LBR,450,1999,0.346,0.159,.
25681,LBR,450,1999,.,.,3.0
25682,LBR,450,2000,0.344,0.16,.
25683,LBR,450,2000,.,.,3.0
25684,LBR,450,2001,0.346,0.161,.
25685,LBR,450,2001,.,.,3.0
25686,LBR,450,2002,0.346,0.159,.
25687,LBR,450,2002,.,.,3.0
25688,LBR,450,2003,0.308,0.15,.
25689,LBR,450,2003,.,.,-88.0
25690,LBR,450,2004,0.24,0.245,.
25691,LBR,450,2004,.,.,-88.0
25692,LBR,450,2005,0.278,0.268,.
25693,LBR,450,2005,.,.,-88.0
25694,LBR,450,2006,0.641,0.496,.
25695,LBR,450,2006,.,.,7.0
25696,LBR,450,2007,0.653,0.504,.
25697,LBR,450,2007,.,.,7.0
25698,LBR,450,2008,0.653,0.504,.
25699,LBR,450,2008,.,.,7.0
25700,LBR,450,2009,0.652,0.505,.
25701,LBR,450,2009,.,.,7.0
25702,LBR,450,2010,0.656,0.493,.
25703,LBR,450,2010,.,.,7.0
25704,LBR,450,2011,0.651,0.491,.
25705,LBR,450,2011,.,.,7.0
25706,LBR,450,2012,0.642,0.482,.
25707,LBR,450,2012,.,.,7.0
25708,LBR,450,2013,0.616,0.455,.
25709,LBR,450,2013,.,.,7.0
25710,LBR,450,2014,0.612,0.455,.
25711,LBR,450,2014,.,.,7.0
25712,LBR,450,2015,0.611,0.452,.
25713,LBR,450,2015,.,.,7.0
25714,LBR,450,2016,0.615,0.455,.
25715,LBR,450,2016,.,.,7.0
25716,LBR,450,2017,0.624,0.462,.
25717,LBR,450,2017,.,.,7.0
25718,LBR,450,2018,0.625,0.431,.
25719,LBR,450,2018,.,.,8.0
25720,LBR,450,2019,0.623,0.412,.
25721,LBR,450,2020,0.64,0.428,.
25722,LBR,450,2021,0.63,0.423,.
25723,LBR,450,2022,0.634,0.425,.
25724,LBR,450,2023,0.639,0.436,.
25725,SLE,451,1900,0.075,0.052,.
25726,SLE,451,1901,0.075,0.052,.
25727,SLE,451,1902,0.075,0.052,.
25728,SLE,451,1903,0.075,0.052,.
25729,SLE,451,1904,0.075,0.052,.
25730,SLE,451,1905,0.075,0.052,.
25731,SLE,451,1906,0.075,0.052,.
25732,SLE,451,1907,0.075,0.052,.
25733,SLE,451,1908,0.075,0.052,.
25734,SLE,451,1909,0.075,0.052,.
25735,SLE,451,1910,0.075,0.053,.
25736,SLE,451,1911,0.075,0.053,.
25737,SLE,451,1912,0.075,0.053,.
25738,SLE,451,1913,0.075,0.053,.
25739,SLE,451,1914,0.075,0.053,.
25740,SLE,451,1915,0.075,0.053,.
25741,SLE,451,1916,0.075,0.053,.
25742,SLE,451,1917,0.075,0.053,.
25743,SLE,451,1918,0.075,0.053,.
25744,SLE,451,1919,0.075,0.053,.
25745,SLE,451,1920,0.075,0.053,.
25746,SLE,451,1921,0.075,0.053,.
25747,SLE,451,1922,0.075,0.053,.
25748,SLE,451,1923,0.075,0.053,.
25749,SLE,451,1924,0.075,0.066,.
25750,SLE,451,1925,0.078,0.065,.
25751,SLE,451,1926,0.078,0.065,.
25752,SLE,451,1927,0.078,0.065,.
25753,SLE,451,1928,0.078,0.066,.
25754,SLE,451,1929,0.078,0.066,.
25755,SLE,451,1930,0.078,0.066,.
25756,SLE,451,1931,0.078,0.066,.
25757,SLE,451,1932,0.078,0.066,.
25758,SLE,451,1933,0.078,0.066,.
25759,SLE,451,1934,0.078,0.066,.
25760,SLE,451,1935,0.078,0.066,.
25761,SLE,451,1936,0.078,0.066,.
25762,SLE,451,1937,0.078,0.066,.
25763,SLE,451,1938,0.078,0.066,.
25764,SLE,451,1939,0.078,0.066,.
25765,SLE,451,1940,0.078,0.066,.
25766,SLE,451,1941,0.078,0.066,.
25767,SLE,451,1942,0.078,0.066,.
25768,SLE,451,1943,0.078,0.066,.
25769,SLE,451,1944,0.078,0.066,.
25770,SLE,451,1945,0.078,0.066,.
25771,SLE,451,1946,0.078,0.066,.
25772,SLE,451,1947,0.078,0.066,.
25773,SLE,451,1948,0.081,0.067,.
25774,SLE,451,1949,0.081,0.067,.
25775,SLE,451,1950,0.081,0.066,.
25776,SLE,451,1951,0.133,0.08,.
25777,SLE,451,1952,0.155,0.086,.
25778,SLE,451,1953,0.158,0.089,.
25779,SLE,451,1954,0.158,0.089,.
25780,SLE,451,1955,0.161,0.09,.
25781,SLE,451,1956,0.161,0.09,.
25782,SLE,451,1957,0.166,0.093,.
25783,SLE,451,1958,0.224,0.11,.
25784,SLE,451,1959,0.224,0.11,.
25785,SLE,451,1960,0.232,0.123,.
25786,SLE,451,1961,0.245,0.141,.
25787,SIE,451,1961,.,.,6.0
25788,SLE,451,1962,0.359,0.186,.
25789,SIE,451,1962,.,.,6.0
25790,SLE,451,1963,0.358,0.185,.
25791,SIE,451,1963,.,.,6.0
25792,SLE,451,1964,0.364,0.186,.
25793,SIE,451,1964,.,.,6.0
25794,SLE,451,1965,0.359,0.182,.
25795,SIE,451,1965,.,.,6.0
25796,SLE,451,1966,0.359,0.181,.
25797,SIE,451,1966,.,.,6.0
25798,SLE,451,1967,0.238,0.115,.
25799,SIE,451,1967,.,.,0.0
25800,SLE,451,1968,0.168,0.078,.
25801,SIE,451,1968,.,.,3.0
25802,SLE,451,1969,0.16,0.079,.
25803,SIE,451,1969,.,.,3.0
25804,SLE,451,1970,0.16,0.077,.
25805,SIE,451,1970,.,.,3.0
25806,SLE,451,1971,0.194,0.094,.
25807,SIE,451,1971,.,.,0.0
25808,SLE,451,1972,0.206,0.095,.
25809,SIE,451,1972,.,.,0.0
25810,SLE,451,1973,0.224,0.098,.
25811,SIE,451,1973,.,.,0.0
25812,SLE,451,1974,0.234,0.1,.
25813,SIE,451,1974,.,.,0.0
25814,SLE,451,1975,0.234,0.1,.
25815,SIE,451,1975,.,.,0.0
25816,SLE,451,1976,0.234,0.1,.
25817,SIE,451,1976,.,.,0.0
25818,SLE,451,1977,0.224,0.098,.
25819,SIE,451,1977,.,.,0.0
25820,SLE,451,1978,0.198,0.091,.
25821,SIE,451,1978,.,.,0.0
25822,SLE,451,1979,0.19,0.088,.
25823,SIE,451,1979,.,.,0.0
25824,SLE,451,1980,0.187,0.088,.
25825,SIE,451,1980,.,.,0.0
25826,SLE,451,1981,0.178,0.086,.
25827,SIE,451,1981,.,.,0.0
25828,SLE,451,1982,0.181,0.087,.
25829,SIE,451,1982,.,.,0.0
25830,SLE,451,1983,0.181,0.087,.
25831,SIE,451,1983,.,.,0.0
25832,SLE,451,1984,0.181,0.087,.
25833,SIE,451,1984,.,.,0.0
25834,SLE,451,1985,0.182,0.087,.
25835,SIE,451,1985,.,.,0.0
25836,SLE,451,1986,0.195,0.089,.
25837,SIE,451,1986,.,.,0.0
25838,SLE,451,1987,0.195,0.089,.
25839,SIE,451,1987,.,.,0.0
25840,SLE,451,1988,0.195,0.089,.
25841,SIE,451,1988,.,.,0.0
25842,SLE,451,1989,0.195,0.089,.
25843,SIE,451,1989,.,.,0.0
25844,SLE,451,1990,0.195,0.088,.
25845,SIE,451,1990,.,.,0.0
25846,SLE,451,1991,0.196,0.061,.
25847,SIE,451,1991,.,.,0.0
25848,SLE,451,1992,0.163,0.049,.
25849,SIE,451,1992,.,.,0.0
25850,SLE,451,1993,0.145,0.034,.
25851,SIE,451,1993,.,.,0.0
25852,SLE,451,1994,0.152,0.035,.
25853,SIE,451,1994,.,.,0.0
25854,SLE,451,1995,0.158,0.036,.
25855,SIE,451,1995,.,.,0.0
25856,SLE,451,1996,0.281,0.123,.
25857,SIE,451,1996,.,.,5.0
25858,SLE,451,1997,0.293,0.098,.
25859,SIE,451,1997,.,.,-77.0
25860,SLE,451,1998,0.219,0.076,.
25861,SIE,451,1998,.,.,-77.0
25862,SLE,451,1999,0.228,0.081,.
25863,SIE,451,1999,.,.,-77.0
25864,SLE,451,2000,0.23,0.089,.
25865,SIE,451,2000,.,.,-77.0
25866,SLE,451,2001,0.23,0.089,.
25867,SIE,451,2001,.,.,-88.0
25868,SLE,451,2002,0.3,0.198,.
25869,SIE,451,2002,.,.,5.0
25870,SLE,451,2003,0.557,0.363,.
25871,SIE,451,2003,.,.,5.0
25872,SLE,451,2004,0.556,0.362,.
25873,SIE,451,2004,.,.,5.0
25874,SLE,451,2005,0.556,0.353,.
25875,SIE,451,2005,.,.,5.0
25876,SLE,451,2006,0.556,0.349,.
25877,SIE,451,2006,.,.,5.0
25878,SLE,451,2007,0.539,0.343,.
25879,SIE,451,2007,.,.,8.0
25880,SLE,451,2008,0.515,0.321,.
25881,SIE,451,2008,.,.,8.0
25882,SLE,451,2009,0.514,0.321,.
25883,SIE,451,2009,.,.,8.0
25884,SLE,451,2010,0.514,0.324,.
25885,SIE,451,2010,.,.,8.0
25886,SLE,451,2011,0.514,0.324,.
25887,SIE,451,2011,.,.,8.0
25888,SLE,451,2012,0.5,0.315,.
25889,SIE,451,2012,.,.,8.0
25890,SLE,451,2013,0.504,0.312,.
25891,SIE,451,2013,.,.,8.0
25892,SLE,451,2014,0.504,0.312,.
25893,SIE,451,2014,.,.,8.0
25894,SLE,451,2015,0.504,0.312,.
25895,SIE,451,2015,.,.,8.0
25896,SLE,451,2016,0.504,0.308,.
25897,SIE,451,2016,.,.,8.0
25898,SLE,451,2017,0.503,0.333,.
25899,SIE,451,2017,.,.,8.0
25900,SLE,451,2018,0.538,0.378,.
25901,SIE,451,2018,.,.,8.0
25902,SLE,451,2019,0.542,0.382,.
25903,SLE,451,2020,0.546,0.415,.
25904,SLE,451,2021,0.547,0.423,.
25905,SLE,451,2022,0.562,0.434,.
25906,SLE,451,2023,0.497,0.384,.
25907,GHA,452,1902,0.077,0.102,.
25908,GHA,452,1903,0.077,0.102,.
25909,GHA,452,1904,0.077,0.102,.
25910,GHA,452,1905,0.077,0.102,.
25911,GHA,452,1906,0.077,0.102,.
25912,GHA,452,1907,0.077,0.102,.
25913,GHA,452,1908,0.077,0.102,.
25914,GHA,452,1909,0.077,0.102,.
25915,GHA,452,1910,0.077,0.101,.
25916,GHA,452,1911,0.077,0.101,.
25917,GHA,452,1912,0.077,0.101,.
25918,GHA,452,1913,0.077,0.101,.
25919,GHA,452,1914,0.077,0.101,.
25920,GHA,452,1915,0.077,0.101,.
25921,GHA,452,1916,0.077,0.101,.
25922,GHA,452,1917,0.077,0.101,.
25923,GHA,452,1918,0.077,0.101,.
25924,GHA,452,1919,0.077,0.101,.
25925,GHA,452,1920,0.077,0.101,.
25926,GHA,452,1921,0.077,0.101,.
25927,GHA,452,1922,0.077,0.102,.
25928,GHA,452,1923,0.077,0.102,.
25929,GHA,452,1924,0.077,0.102,.
25930,GHA,452,1925,0.077,0.102,.
25931,GHA,452,1926,0.079,0.102,.
25932,GHA,452,1927,0.079,0.102,.
25933,GHA,452,1928,0.079,0.102,.
25934,GHA,452,1929,0.079,0.102,.
25935,GHA,452,1930,0.079,0.101,.
25936,GHA,452,1931,0.079,0.103,.
25937,GHA,452,1932,0.079,0.103,.
25938,GHA,452,1933,0.079,0.103,.
25939,GHA,452,1934,0.079,0.102,.
25940,GHA,452,1935,0.079,0.102,.
25941,GHA,452,1936,0.079,0.102,.
25942,GHA,452,1937,0.079,0.102,.
25943,GHA,452,1938,0.08,0.102,.
25944,GHA,452,1939,0.08,0.102,.
25945,GHA,452,1940,0.08,0.103,.
25946,GHA,452,1941,0.08,0.103,.
25947,GHA,452,1942,0.08,0.103,.
25948,GHA,452,1943,0.08,0.103,.
25949,GHA,452,1944,0.079,0.102,.
25950,GHA,452,1945,0.085,0.104,.
25951,GHA,452,1946,0.096,0.105,.
25952,GHA,452,1947,0.106,0.108,.
25953,GHA,452,1948,0.106,0.108,.
25954,GHA,452,1949,0.108,0.108,.
25955,GHA,452,1950,0.107,0.114,.
25956,GHA,452,1951,0.283,0.205,.
25957,GHA,452,1952,0.294,0.208,.
25958,GHA,452,1953,0.294,0.208,.
25959,GHA,452,1954,0.294,0.216,.
25960,GHA,452,1955,0.292,0.216,.
25961,GHA,452,1956,0.292,0.217,.
25962,GHA,452,1957,0.44,0.313,.
25963,GHA,452,1958,0.404,0.299,.
25964,GHA,452,1959,0.393,0.293,.
25965,GHA,452,1960,0.352,0.273,.
25966,GHA,452,1960,.,.,2.0
25967,GHA,452,1961,0.313,0.25,.
25968,GHA,452,1961,.,.,2.0
25969,GHA,452,1962,0.297,0.228,.
25970,GHA,452,1962,.,.,2.0
25971,GHA,452,1963,0.296,0.227,.
25972,GHA,452,1963,.,.,2.0
25973,GHA,452,1964,0.289,0.22,.
25974,GHA,452,1964,.,.,0.0
25975,GHA,452,1965,0.259,0.208,.
25976,GHA,452,1965,.,.,0.0
25977,GHA,452,1966,0.15,0.11,.
25978,GHA,452,1966,.,.,0.0
25979,GHA,452,1967,0.143,0.1,.
25980,GHA,452,1967,.,.,0.0
25981,GHA,452,1968,0.144,0.101,.
25982,GHA,452,1968,.,.,0.0
25983,GHA,452,1969,0.252,0.19,.
25984,GHA,452,1969,.,.,0.0
25985,GHA,452,1970,0.396,0.332,.
25986,GHA,452,1970,.,.,4.0
25987,GHA,452,1971,0.442,0.361,.
25988,GHA,452,1971,.,.,4.0
25989,GHA,452,1972,0.151,0.112,.
25990,GHA,452,1972,.,.,0.0
25991,GHA,452,1973,0.114,0.091,.
25992,GHA,452,1973,.,.,0.0
25993,GHA,452,1974,0.116,0.091,.
25994,GHA,452,1974,.,.,0.0
25995,GHA,452,1975,0.113,0.091,.
25996,GHA,452,1975,.,.,0.0
25997,GHA,452,1976,0.113,0.091,.
25998,GHA,452,1976,.,.,0.0
25999,GHA,452,1977,0.113,0.091,.
26000,GHA,452,1977,.,.,0.0
26001,GHA,452,1978,0.116,0.091,.
26002,GHA,452,1978,.,.,0.0
26003,GHA,452,1979,0.31,0.226,.
26004,GHA,452,1979,.,.,5.0
26005,GHA,452,1980,0.543,0.411,.
26006,GHA,452,1980,.,.,5.0
26007,GHA,452,1981,0.255,0.224,.
26008,GHA,452,1981,.,.,5.0
26009,GHA,452,1982,0.111,0.078,.
26010,GHA,452,1982,.,.,0.0
26011,GHA,452,1983,0.102,0.078,.
26012,GHA,452,1983,.,.,0.0
26013,GHA,452,1984,0.1,0.078,.
26014,GHA,452,1984,.,.,0.0
26015,GHA,452,1985,0.101,0.079,.
26016,GHA,452,1985,.,.,0.0
26017,GHA,452,1986,0.101,0.08,.
26018,GHA,452,1986,.,.,0.0
26019,GHA,452,1987,0.101,0.083,.
26020,GHA,452,1987,.,.,0.0
26021,GHA,452,1988,0.102,0.088,.
26022,GHA,452,1988,.,.,0.0
26023,GHA,452,1989,0.101,0.088,.
26024,GHA,452,1989,.,.,0.0
26025,GHA,452,1990,0.107,0.096,.
26026,GHA,452,1990,.,.,0.0
26027,GHA,452,1991,0.108,0.098,.
26028,GHA,452,1991,.,.,0.0
26029,GHA,452,1992,0.175,0.116,.
26030,GHA,452,1992,.,.,1.0
26031,GHA,452,1993,0.443,0.333,.
26032,GHA,452,1993,.,.,1.0
26033,GHA,452,1994,0.482,0.392,.
26034,GHA,452,1994,.,.,1.0
26035,GHA,452,1995,0.498,0.401,.
26036,GHA,452,1995,.,.,1.0
26037,GHA,452,1996,0.517,0.43,.
26038,GHA,452,1996,.,.,3.0
26039,GHA,452,1997,0.603,0.51,.
26040,GHA,452,1997,.,.,3.0
26041,GHA,452,1998,0.603,0.51,.
26042,GHA,452,1998,.,.,3.0
26043,GHA,452,1999,0.605,0.511,.
26044,GHA,452,1999,.,.,3.0
26045,GHA,452,2000,0.667,0.574,.
26046,GHA,452,2000,.,.,3.0
26047,GHA,452,2001,0.724,0.625,.
26048,GHA,452,2001,.,.,7.0
26049,GHA,452,2002,0.733,0.63,.
26050,GHA,452,2002,.,.,7.0
26051,GHA,452,2003,0.733,0.633,.
26052,GHA,452,2003,.,.,7.0
26053,GHA,452,2004,0.736,0.64,.
26054,GHA,452,2004,.,.,8.0
26055,GHA,452,2005,0.729,0.633,.
26056,GHA,452,2005,.,.,8.0
26057,GHA,452,2006,0.729,0.633,.
26058,GHA,452,2006,.,.,8.0
26059,GHA,452,2007,0.732,0.632,.
26060,GHA,452,2007,.,.,8.0
26061,GHA,452,2008,0.734,0.635,.
26062,GHA,452,2008,.,.,8.0
26063,GHA,452,2009,0.755,0.652,.
26064,GHA,452,2009,.,.,8.0
26065,GHA,452,2010,0.763,0.662,.
26066,GHA,452,2010,.,.,8.0
26067,GHA,452,2011,0.763,0.662,.
26068,GHA,452,2011,.,.,8.0
26069,GHA,452,2012,0.769,0.658,.
26070,GHA,452,2012,.,.,8.0
26071,GHA,452,2013,0.757,0.641,.
26072,GHA,452,2013,.,.,8.0
26073,GHA,452,2014,0.745,0.631,.
26074,GHA,452,2014,.,.,8.0
26075,GHA,452,2015,0.739,0.63,.
26076,GHA,452,2015,.,.,8.0
26077,GHA,452,2016,0.73,0.613,.
26078,GHA,452,2016,.,.,8.0
26079,GHA,452,2017,0.742,0.631,.
26080,GHA,452,2017,.,.,8.0
26081,GHA,452,2018,0.743,0.63,.
26082,GHA,452,2018,.,.,8.0
26083,GHA,452,2019,0.725,0.615,.
26084,GHA,452,2020,0.722,0.612,.
26085,GHA,452,2021,0.661,0.557,.
26086,GHA,452,2022,0.664,0.566,.
26087,GHA,452,2023,0.661,0.562,.
26088,TGO,461,1916,0.015,0.019,.
26089,TGO,461,1917,0.015,0.019,.
26090,TGO,461,1918,0.015,0.019,.
26091,TGO,461,1919,0.015,0.019,.
26092,TGO,461,1920,0.015,0.019,.
26093,TGO,461,1921,0.015,0.019,.
26094,TGO,461,1922,0.015,0.019,.
26095,TGO,461,1923,0.015,0.019,.
26096,TGO,461,1924,0.015,0.019,.
26097,TGO,461,1925,0.015,0.019,.
26098,TGO,461,1926,0.015,0.019,.
26099,TGO,461,1927,0.015,0.019,.
26100,TGO,461,1928,0.015,0.019,.
26101,TGO,461,1929,0.015,0.019,.
26102,TGO,461,1930,0.015,0.019,.
26103,TGO,461,1931,0.015,0.019,.
26104,TGO,461,1932,0.015,0.019,.
26105,TGO,461,1933,0.015,0.019,.
26106,TGO,461,1934,0.015,0.019,.
26107,TGO,461,1935,0.015,0.019,.
26108,TGO,461,1936,0.015,0.019,.
26109,TGO,461,1937,0.015,0.019,.
26110,TGO,461,1938,0.015,0.019,.
26111,TGO,461,1939,0.015,0.019,.
26112,TGO,461,1940,0.015,0.019,.
26113,TGO,461,1941,0.016,0.019,.
26114,TGO,461,1942,0.016,0.019,.
26115,TGO,461,1943,0.016,0.019,.
26116,TGO,461,1944,0.026,0.02,.
26117,TGO,461,1945,0.029,0.02,.
26118,TGO,461,1946,0.043,0.027,.
26119,TGO,461,1947,0.064,0.046,.
26120,TGO,461,1948,0.064,0.046,.
26121,TGO,461,1949,0.064,0.046,.
26122,TGO,461,1950,0.065,0.046,.
26123,TGO,461,1951,0.065,0.046,.
26124,TGO,461,1952,0.073,0.047,.
26125,TGO,461,1953,0.074,0.047,.
26126,TGO,461,1954,0.074,0.047,.
26127,TGO,461,1955,0.075,0.047,.
26128,TGO,461,1956,0.125,0.063,.
26129,TGO,461,1957,0.174,0.072,.
26130,TGO,461,1958,0.205,0.094,.
26131,TGO,461,1959,0.223,0.099,.
26132,TGO,461,1960,0.248,0.122,.
26133,TOG,461,1960,.,.,0.0
26134,TGO,461,1961,0.266,0.128,.
26135,TOG,461,1961,.,.,0.0
26136,TGO,461,1962,0.264,0.103,.
26137,TOG,461,1962,.,.,0.0
26138,TGO,461,1963,0.17,0.091,.
26139,TOG,461,1963,.,.,0.0
26140,TGO,461,1964,0.232,0.106,.
26141,TOG,461,1964,.,.,0.0
26142,TGO,461,1965,0.232,0.106,.
26143,TOG,461,1965,.,.,0.0
26144,TGO,461,1966,0.232,0.106,.
26145,TOG,461,1966,.,.,0.0
26146,TGO,461,1967,0.1,0.047,.
26147,TOG,461,1967,.,.,0.0
26148,TGO,461,1968,0.087,0.044,.
26149,TOG,461,1968,.,.,0.0
26150,TGO,461,1969,0.08,0.043,.
26151,TOG,461,1969,.,.,0.0
26152,TGO,461,1970,0.08,0.043,.
26153,TOG,461,1970,.,.,0.0
26154,TGO,461,1971,0.08,0.045,.
26155,TOG,461,1971,.,.,0.0
26156,TGO,461,1972,0.08,0.045,.
26157,TOG,461,1972,.,.,0.0
26158,TGO,461,1973,0.08,0.045,.
26159,TOG,461,1973,.,.,0.0
26160,TGO,461,1974,0.08,0.045,.
26161,TOG,461,1974,.,.,0.0
26162,TGO,461,1975,0.08,0.045,.
26163,TOG,461,1975,.,.,0.0
