id,stateabb,ccode,year,polyarchy,libdem,democ
7638,PER,135,1895,0.218,0.141,.
7639,PER,135,1895,.,.,4.0
7640,PER,135,1896,0.239,0.151,.
7641,PER,135,1896,.,.,4.0
7642,PER,135,1897,0.255,0.156,.
7643,PER,135,1897,.,.,4.0
7644,PER,135,1898,0.255,0.156,.
7645,PER,135,1898,.,.,4.0
7646,PER,135,1899,0.259,0.156,.
7647,PER,135,1899,.,.,4.0
7648,PER,135,1900,0.262,0.168,.
7649,PER,135,1900,.,.,4.0
7650,PER,135,1901,0.262,0.168,.
7651,PER,135,1901,.,.,4.0
7652,PER,135,1902,0.262,0.168,.
7653,PER,135,1902,.,.,4.0
7654,PER,135,1903,0.252,0.164,.
7655,PER,135,1903,.,.,4.0
7656,PER,135,1904,0.246,0.163,.
7657,PER,135,1904,.,.,4.0
7658,PER,135,1905,0.249,0.177,.
7659,PER,135,1905,.,.,4.0
7660,PER,135,1906,0.249,0.177,.
7661,PER,135,1906,.,.,4.0
7662,PER,135,1907,0.249,0.177,.
7663,PER,135,1907,.,.,4.0
7664,PER,135,1908,0.249,0.177,.
7665,PER,135,1908,.,.,4.0
7666,PER,135,1909,0.25,0.178,.
7667,PER,135,1909,.,.,4.0
7668,PER,135,1910,0.253,0.182,.
7669,PER,135,1910,.,.,4.0
7670,PER,135,1911,0.25,0.18,.
7671,PER,135,1911,.,.,4.0
7672,PER,135,1912,0.25,0.183,.
7673,PER,135,1912,.,.,4.0
7674,PER,135,1913,0.244,0.15,.
7675,PER,135,1913,.,.,4.0
7676,PER,135,1914,0.168,0.129,.
7677,PER,135,1914,.,.,4.0
7678,PER,135,1915,0.192,0.125,.
7679,PER,135,1915,.,.,4.0
7680,PER,135,1916,0.248,0.137,.
7681,PER,135,1916,.,.,4.0
7682,PER,135,1917,0.248,0.137,.
7683,PER,135,1917,.,.,4.0
7684,PER,135,1918,0.248,0.137,.
7685,PER,135,1918,.,.,4.0
7686,PER,135,1919,0.202,0.1,.
7687,PER,135,1919,.,.,-88.0
7688,PER,135,1920,0.13,0.056,.
7689,PER,135,1920,.,.,0.0
7690,PER,135,1921,0.187,0.066,.
7691,PER,135,1921,.,.,0.0
7692,PER,135,1922,0.187,0.066,.
7693,PER,135,1922,.,.,0.0
7694,PER,135,1923,0.187,0.066,.
7695,PER,135,1923,.,.,0.0
7696,PER,135,1924,0.187,0.069,.
7697,PER,135,1924,.,.,0.0
7698,PER,135,1925,0.182,0.068,.
7699,PER,135,1925,.,.,0.0
7700,PER,135,1926,0.182,0.068,.
7701,PER,135,1926,.,.,0.0
7702,PER,135,1927,0.182,0.068,.
7703,PER,135,1927,.,.,0.0
7704,PER,135,1928,0.182,0.068,.
7705,PER,135,1928,.,.,0.0
7706,PER,135,1929,0.182,0.078,.
7707,PER,135,1929,.,.,0.0
7708,PER,135,1930,0.157,0.075,.
7709,PER,135,1930,.,.,-88.0
7710,PER,135,1931,0.123,0.067,.
7711,PER,135,1931,.,.,-88.0
7712,PER,135,1932,0.153,0.057,.
7713,PER,135,1932,.,.,-88.0
7714,PER,135,1933,0.132,0.057,.
7715,PER,135,1933,.,.,4.0
7716,PER,135,1934,0.123,0.058,.
7717,PER,135,1934,.,.,4.0
7718,PER,135,1935,0.123,0.058,.
7719,PER,135,1935,.,.,4.0
7720,PER,135,1936,0.123,0.058,.
7721,PER,135,1936,.,.,4.0
7722,PER,135,1937,0.123,0.058,.
7723,PER,135,1937,.,.,4.0
7724,PER,135,1938,0.123,0.058,.
7725,PER,135,1938,.,.,4.0
7726,PER,135,1939,0.146,0.072,.
7727,PER,135,1939,.,.,4.0
7728,PER,135,1940,0.253,0.16,.
7729,PER,135,1940,.,.,4.0
7730,PER,135,1941,0.253,0.16,.
7731,PER,135,1941,.,.,4.0
7732,PER,135,1942,0.253,0.16,.
7733,PER,135,1942,.,.,4.0
7734,PER,135,1943,0.253,0.16,.
7735,PER,135,1943,.,.,4.0
7736,PER,135,1944,0.253,0.16,.
7737,PER,135,1944,.,.,4.0
7738,PER,135,1945,0.303,0.208,.
7739,PER,135,1945,.,.,4.0
7740,PER,135,1946,0.299,0.248,.
7741,PER,135,1946,.,.,4.0
7742,PER,135,1947,0.305,0.25,.
7743,PER,135,1947,.,.,4.0
7744,PER,135,1948,0.176,0.121,.
7745,PER,135,1948,.,.,0.0
7746,PER,135,1949,0.089,0.032,.
7747,PER,135,1949,.,.,0.0
7748,PER,135,1950,0.123,0.044,.
7749,PER,135,1950,.,.,1.0
7750,PER,135,1951,0.165,0.057,.
7751,PER,135,1951,.,.,1.0
7752,PER,135,1952,0.165,0.057,.
7753,PER,135,1952,.,.,1.0
7754,PER,135,1953,0.165,0.056,.
7755,PER,135,1953,.,.,1.0
7756,PER,135,1954,0.165,0.056,.
7757,PER,135,1954,.,.,1.0
7758,PER,135,1955,0.165,0.056,.
7759,PER,135,1955,.,.,1.0
7760,PER,135,1956,0.266,0.128,.
7761,PER,135,1956,.,.,5.0
7762,PER,135,1957,0.354,0.253,.
7763,PER,135,1957,.,.,5.0
7764,PER,135,1958,0.354,0.257,.
7765,PER,135,1958,.,.,5.0
7766,PER,135,1959,0.354,0.257,.
7767,PER,135,1959,.,.,5.0
7768,PER,135,1960,0.354,0.257,.
7769,PER,135,1960,.,.,5.0
7770,PER,135,1961,0.361,0.256,.
7771,PER,135,1961,.,.,5.0
7772,PER,135,1962,0.28,0.142,.
7773,PER,135,1962,.,.,0.0
7774,PER,135,1963,0.296,0.182,.
7775,PER,135,1963,.,.,6.0
7776,PER,135,1964,0.417,0.339,.
7777,PER,135,1964,.,.,6.0
7778,PER,135,1965,0.417,0.341,.
7779,PER,135,1965,.,.,6.0
7780,PER,135,1966,0.417,0.341,.
7781,PER,135,1966,.,.,6.0
7782,PER,135,1967,0.411,0.339,.
7783,PER,135,1967,.,.,6.0
7784,PER,135,1968,0.263,0.17,.
7785,PER,135,1968,.,.,0.0
7786,PER,135,1969,0.091,0.037,.
7787,PER,135,1969,.,.,0.0
7788,PER,135,1970,0.098,0.037,.
7789,PER,135,1970,.,.,0.0
7790,PER,135,1971,0.098,0.037,.
7791,PER,135,1971,.,.,0.0
7792,PER,135,1972,0.098,0.037,.
7793,PER,135,1972,.,.,0.0
7794,PER,135,1973,0.094,0.037,.
7795,PER,135,1973,.,.,0.0
7796,PER,135,1974,0.093,0.036,.
7797,PER,135,1974,.,.,0.0
7798,PER,135,1975,0.093,0.038,.
7799,PER,135,1975,.,.,0.0
7800,PER,135,1976,0.102,0.04,.
7801,PER,135,1976,.,.,0.0
7802,PER,135,1977,0.102,0.04,.
7803,PER,135,1977,.,.,0.0
7804,PER,135,1978,0.197,0.059,.
7805,PER,135,1978,.,.,-88.0
7806,PER,135,1979,0.181,0.055,.
7807,PER,135,1979,.,.,-88.0
7808,PER,135,1980,0.442,0.187,.
7809,PER,135,1980,.,.,7.0
7810,PER,135,1981,0.669,0.465,.
7811,PER,135,1981,.,.,7.0
7812,PER,135,1982,0.665,0.457,.
7813,PER,135,1982,.,.,7.0
7814,PER,135,1983,0.665,0.463,.
7815,PER,135,1983,.,.,7.0
7816,PER,135,1984,0.665,0.463,.
7817,PER,135,1984,.,.,7.0
7818,PER,135,1985,0.66,0.439,.
7819,PER,135,1985,.,.,7.0
7820,PER,135,1986,0.666,0.427,.
7821,PER,135,1986,.,.,7.0
7822,PER,135,1987,0.666,0.428,.
7823,PER,135,1987,.,.,7.0
7824,PER,135,1988,0.666,0.428,.
7825,PER,135,1988,.,.,7.0
7826,PER,135,1989,0.666,0.428,.
7827,PER,135,1989,.,.,7.0
7828,PER,135,1990,0.619,0.393,.
7829,PER,135,1990,.,.,8.0
7830,PER,135,1991,0.603,0.396,.
7831,PER,135,1991,.,.,8.0
7832,PER,135,1992,0.25,0.115,.
7833,PER,135,1992,.,.,0.0
7834,PER,135,1993,0.255,0.095,.
7835,PER,135,1993,.,.,1.0
7836,PER,135,1994,0.249,0.095,.
7837,PER,135,1994,.,.,1.0
7838,PER,135,1995,0.242,0.094,.
7839,PER,135,1995,.,.,1.0
7840,PER,135,1996,0.368,0.131,.
7841,PER,135,1996,.,.,1.0
7842,PER,135,1997,0.368,0.127,.
7843,PER,135,1997,.,.,1.0
7844,PER,135,1998,0.354,0.123,.
7845,PER,135,1998,.,.,1.0
7846,PER,135,1999,0.354,0.123,.
7847,PER,135,1999,.,.,1.0
7848,PER,135,2000,0.416,0.188,.
7849,PER,135,2000,.,.,-88.0
7850,PER,135,2001,0.728,0.57,.
7851,PER,135,2001,.,.,9.0
7852,PER,135,2002,0.798,0.655,.
7853,PER,135,2002,.,.,9.0
7854,PER,135,2003,0.798,0.656,.
7855,PER,135,2003,.,.,9.0
7856,PER,135,2004,0.799,0.655,.
7857,PER,135,2004,.,.,9.0
7858,PER,135,2005,0.799,0.662,.
7859,PER,135,2005,.,.,9.0
7860,PER,135,2006,0.793,0.652,.
7861,PER,135,2006,.,.,9.0
7862,PER,135,2007,0.799,0.648,.
7863,PER,135,2007,.,.,9.0
7864,PER,135,2008,0.801,0.649,.
7865,PER,135,2008,.,.,9.0
7866,PER,135,2009,0.802,0.65,.
7867,PER,135,2009,.,.,9.0
7868,PER,135,2010,0.808,0.659,.
7869,PER,135,2010,.,.,9.0
7870,PER,135,2011,0.812,0.665,.
7871,PER,135,2011,.,.,9.0
7872,PER,135,2012,0.824,0.693,.
7873,PER,135,2012,.,.,9.0
7874,PER,135,2013,0.822,0.69,.
7875,PER,135,2013,.,.,9.0
7876,PER,135,2014,0.819,0.689,.
7877,PER,135,2014,.,.,9.0
7878,PER,135,2015,0.817,0.69,.
7879,PER,135,2015,.,.,9.0
7880,PER,135,2016,0.788,0.674,.
7881,PER,135,2016,.,.,9.0
7882,PER,135,2017,0.79,0.679,.
7883,PER,135,2017,.,.,9.0
7884,PER,135,2018,0.81,0.7,.
7885,PER,135,2018,.,.,9.0
7886,PER,135,2019,0.805,0.697,.
7887,PER,135,2020,0.818,0.711,.
7888,PER,135,2021,0.769,0.661,.
7889,PER,135,2022,0.746,0.634,.
7890,PER,135,2023,0.699,0.576,.
7891,BRA,140,1789,0.014,0.053,.
7892,BRA,140,1790,0.014,0.053,.
7893,BRA,140,1791,0.014,0.053,.
7894,BRA,140,1792,0.014,0.053,.
7895,BRA,140,1793,0.014,0.053,.
7896,BRA,140,1794,0.014,0.053,.
7897,BRA,140,1795,0.014,0.053,.
7898,BRA,140,1796,0.014,0.053,.
7899,BRA,140,1797,0.014,0.053,.
7900,BRA,140,1798,0.014,0.053,.
7901,BRA,140,1799,0.014,0.053,.
7902,BRA,140,1800,0.014,0.053,.
7903,BRA,140,1801,0.014,0.053,.
7904,BRA,140,1802,0.014,0.053,.
7905,BRA,140,1803,0.014,0.053,.
7906,BRA,140,1804,0.014,0.053,.
7907,BRA,140,1805,0.014,0.053,.
7908,BRA,140,1806,0.014,0.053,.
7909,BRA,140,1807,0.014,0.053,.
7910,BRA,140,1808,0.045,0.056,.
7911,BRA,140,1809,0.045,0.056,.
7912,BRA,140,1810,0.045,0.056,.
7913,BRA,140,1811,0.045,0.056,.
7914,BRA,140,1812,0.045,0.056,.
7915,BRA,140,1813,0.045,0.056,.
7916,BRA,140,1814,0.045,0.056,.
7917,BRA,140,1815,0.045,0.056,.
7918,BRA,140,1816,0.045,0.056,.
7919,BRA,140,1817,0.045,0.056,.
7920,BRA,140,1818,0.045,0.056,.
7921,BRA,140,1819,0.045,0.056,.
7922,BRA,140,1820,0.054,0.057,.
7923,BRA,140,1821,0.061,0.057,.
7924,BRA,140,1822,0.095,0.062,.
7925,BRA,140,1823,0.158,0.077,.
7926,BRA,140,1824,.,.,.
7927,BRA,140,1824,.,.,1.0
7928,BRA,140,1825,.,.,.
7929,BRA,140,1825,.,.,1.0
7930,BRA,140,1826,0.256,0.14,.
7931,BRA,140,1826,.,.,1.0
7932,BRA,140,1827,0.256,0.14,.
7933,BRA,140,1827,.,.,1.0
7934,BRA,140,1828,0.256,0.14,.
7935,BRA,140,1828,.,.,1.0
7936,BRA,140,1829,0.256,0.14,.
7937,BRA,140,1829,.,.,1.0
7938,BRA,140,1830,0.259,0.141,.
7939,BRA,140,1830,.,.,1.0
7940,BRA,140,1831,0.283,0.149,.
7941,BRA,140,1831,.,.,1.0
7942,BRA,140,1832,0.303,0.155,.
7943,BRA,140,1832,.,.,1.0
7944,BRA,140,1833,0.303,0.155,.
7945,BRA,140,1833,.,.,1.0
7946,BRA,140,1834,0.272,0.146,.
7947,BRA,140,1834,.,.,1.0
7948,BRA,140,1835,0.272,0.146,.
7949,BRA,140,1835,.,.,1.0
7950,BRA,140,1836,0.272,0.146,.
7951,BRA,140,1836,.,.,1.0
7952,BRA,140,1837,0.272,0.146,.
7953,BRA,140,1837,.,.,1.0
7954,BRA,140,1838,0.271,0.145,.
7955,BRA,140,1838,.,.,1.0
7956,BRA,140,1839,0.271,0.145,.
7957,BRA,140,1839,.,.,1.0
7958,BRA,140,1840,0.253,0.14,.
7959,BRA,140,1840,.,.,1.0
7960,BRA,140,1841,0.239,0.135,.
7961,BRA,140,1841,.,.,1.0
7962,BRA,140,1842,0.202,0.125,.
7963,BRA,140,1842,.,.,1.0
7964,BRA,140,1843,0.202,0.125,.
7965,BRA,140,1843,.,.,1.0
7966,BRA,140,1844,0.202,0.125,.
7967,BRA,140,1844,.,.,1.0
7968,BRA,140,1845,0.189,0.121,.
7969,BRA,140,1845,.,.,1.0
7970,BRA,140,1846,0.192,0.122,.
7971,BRA,140,1846,.,.,1.0
7972,BRA,140,1847,0.192,0.122,.
7973,BRA,140,1847,.,.,1.0
7974,BRA,140,1848,0.205,0.126,.
7975,BRA,140,1848,.,.,1.0
7976,BRA,140,1849,0.205,0.114,.
7977,BRA,140,1849,.,.,1.0
7978,BRA,140,1850,0.205,0.126,.
7979,BRA,140,1850,.,.,1.0
7980,BRA,140,1851,0.205,0.126,.
7981,BRA,140,1851,.,.,1.0
7982,BRA,140,1852,0.205,0.126,.
7983,BRA,140,1852,.,.,1.0
7984,BRA,140,1853,0.205,0.126,.
7985,BRA,140,1853,.,.,1.0
7986,BRA,140,1854,0.205,0.126,.
7987,BRA,140,1854,.,.,1.0
7988,BRA,140,1855,0.205,0.126,.
7989,BRA,140,1855,.,.,1.0
7990,BRA,140,1856,0.205,0.126,.
7991,BRA,140,1856,.,.,1.0
7992,BRA,140,1857,0.205,0.126,.
7993,BRA,140,1857,.,.,1.0
7994,BRA,140,1858,0.205,0.126,.
7995,BRA,140,1858,.,.,1.0
7996,BRA,140,1859,0.205,0.126,.
7997,BRA,140,1859,.,.,1.0
7998,BRA,140,1860,0.205,0.126,.
7999,BRA,140,1860,.,.,1.0
8000,BRA,140,1861,0.265,0.143,.
8001,BRA,140,1861,.,.,1.0
8002,BRA,140,1862,0.265,0.143,.
8003,BRA,140,1862,.,.,1.0
8004,BRA,140,1863,0.265,0.143,.
8005,BRA,140,1863,.,.,1.0
8006,BRA,140,1864,0.191,0.122,.
8007,BRA,140,1864,.,.,1.0
8008,BRA,140,1865,0.191,0.122,.
8009,BRA,140,1865,.,.,1.0
8010,BRA,140,1866,0.191,0.122,.
8011,BRA,140,1866,.,.,1.0
8012,BRA,140,1867,0.191,0.122,.
8013,BRA,140,1867,.,.,1.0
8014,BRA,140,1868,0.191,0.122,.
8015,BRA,140,1868,.,.,1.0
8016,BRA,140,1869,0.194,0.123,.
8017,BRA,140,1869,.,.,1.0
8018,BRA,140,1870,0.198,0.124,.
8019,BRA,140,1870,.,.,1.0
8020,BRA,140,1871,0.198,0.124,.
8021,BRA,140,1871,.,.,1.0
8022,BRA,140,1872,0.196,0.124,.
8023,BRA,140,1872,.,.,1.0
8024,BRA,140,1873,0.196,0.124,.
8025,BRA,140,1873,.,.,1.0
8026,BRA,140,1874,0.196,0.124,.
8027,BRA,140,1874,.,.,1.0
8028,BRA,140,1875,0.196,0.124,.
8029,BRA,140,1875,.,.,1.0
8030,BRA,140,1876,0.198,0.112,.
8031,BRA,140,1876,.,.,1.0
8032,BRA,140,1877,0.198,0.112,.
8033,BRA,140,1877,.,.,1.0
8034,BRA,140,1878,0.196,0.124,.
8035,BRA,140,1878,.,.,1.0
8036,BRA,140,1879,0.196,0.124,.
8037,BRA,140,1879,.,.,1.0
8038,BRA,140,1880,0.196,0.124,.
8039,BRA,140,1880,.,.,1.0
8040,BRA,140,1881,0.204,0.126,.
8041,BRA,140,1881,.,.,1.0
8042,BRA,140,1882,0.191,0.122,.
8043,BRA,140,1882,.,.,1.0
8044,BRA,140,1883,0.191,0.122,.
8045,BRA,140,1883,.,.,1.0
8046,BRA,140,1884,0.191,0.122,.
8047,BRA,140,1884,.,.,1.0
8048,BRA,140,1885,0.182,0.12,.
8049,BRA,140,1885,.,.,1.0
8050,BRA,140,1886,0.182,0.12,.
8051,BRA,140,1886,.,.,1.0
8052,BRA,140,1887,0.182,0.123,.
8053,BRA,140,1887,.,.,1.0
8054,BRA,140,1888,0.192,0.133,.
8055,BRA,140,1888,.,.,1.0
8056,BRA,140,1889,0.192,0.136,.
8057,BRA,140,1889,.,.,1.0
8058,BRA,140,1890,0.169,0.107,.
8059,BRA,140,1890,.,.,1.0
8060,BRA,140,1891,0.164,0.112,.
8061,BRA,140,1891,.,.,1.0
8062,BRA,140,1892,0.149,0.108,.
8063,BRA,140,1892,.,.,1.0
8064,BRA,140,1893,0.149,0.108,.
8065,BRA,140,1893,.,.,1.0
8066,BRA,140,1894,0.159,0.115,.
8067,BRA,140,1894,.,.,1.0
8068,BRA,140,1895,0.228,0.133,.
8069,BRA,140,1895,.,.,1.0
8070,BRA,140,1896,0.223,0.132,.
8071,BRA,140,1896,.,.,1.0
8072,BRA,140,1897,0.224,0.132,.
8073,BRA,140,1897,.,.,1.0
8074,BRA,140,1898,0.224,0.132,.
8075,BRA,140,1898,.,.,1.0
8076,BRA,140,1899,0.224,0.132,.
8077,BRA,140,1899,.,.,1.0
8078,BRA,140,1900,0.212,0.128,.
8079,BRA,140,1900,.,.,1.0
8080,BRA,140,1901,0.209,0.127,.
8081,BRA,140,1901,.,.,1.0
8082,BRA,140,1902,0.201,0.126,.
8083,BRA,140,1902,.,.,1.0
8084,BRA,140,1903,0.2,0.126,.
8085,BRA,140,1903,.,.,1.0
8086,BRA,140,1904,0.202,0.126,.
8087,BRA,140,1904,.,.,1.0
8088,BRA,140,1905,0.207,0.128,.
8089,BRA,140,1905,.,.,1.0
8090,BRA,140,1906,0.209,0.129,.
8091,BRA,140,1906,.,.,1.0
8092,BRA,140,1907,0.209,0.129,.
8093,BRA,140,1907,.,.,1.0
8094,BRA,140,1908,0.209,0.129,.
8095,BRA,140,1908,.,.,1.0
8096,BRA,140,1909,0.209,0.128,.
8097,BRA,140,1909,.,.,1.0
8098,BRA,140,1910,0.207,0.128,.
8099,BRA,140,1910,.,.,1.0
8100,BRA,140,1911,0.209,0.129,.
8101,BRA,140,1911,.,.,1.0
8102,BRA,140,1912,0.208,0.129,.
8103,BRA,140,1912,.,.,1.0
8104,BRA,140,1913,0.208,0.129,.
8105,BRA,140,1913,.,.,1.0
8106,BRA,140,1914,0.208,0.128,.
8107,BRA,140,1914,.,.,1.0
8108,BRA,140,1915,0.208,0.128,.
8109,BRA,140,1915,.,.,1.0
8110,BRA,140,1916,0.208,0.128,.
8111,BRA,140,1916,.,.,1.0
8112,BRA,140,1917,0.208,0.128,.
8113,BRA,140,1917,.,.,1.0
8114,BRA,140,1918,0.207,0.128,.
8115,BRA,140,1918,.,.,1.0
8116,BRA,140,1919,0.208,0.128,.
8117,BRA,140,1919,.,.,1.0
8118,BRA,140,1920,0.208,0.128,.
8119,BRA,140,1920,.,.,1.0
8120,BRA,140,1921,0.208,0.128,.
8121,BRA,140,1921,.,.,1.0
8122,BRA,140,1922,0.206,0.128,.
8123,BRA,140,1922,.,.,1.0
8124,BRA,140,1923,0.206,0.127,.
8125,BRA,140,1923,.,.,1.0
8126,BRA,140,1924,0.206,0.127,.
8127,BRA,140,1924,.,.,1.0
8128,BRA,140,1925,0.21,0.128,.
8129,BRA,140,1925,.,.,1.0
8130,BRA,140,1926,0.209,0.129,.
8131,BRA,140,1926,.,.,1.0
8132,BRA,140,1927,0.209,0.127,.
8133,BRA,140,1927,.,.,1.0
8134,BRA,140,1928,0.209,0.127,.
8135,BRA,140,1928,.,.,1.0
8136,BRA,140,1929,0.209,0.127,.
8137,BRA,140,1929,.,.,1.0
8138,BRA,140,1930,0.186,0.099,.
8139,BRA,140,1930,.,.,-88.0
8140,BRA,140,1931,0.077,0.067,.
8141,BRA,140,1931,.,.,-88.0
8142,BRA,140,1932,0.077,0.066,.
8143,BRA,140,1932,.,.,-88.0
8144,BRA,140,1933,0.133,0.075,.
8145,BRA,140,1933,.,.,-88.0
8146,BRA,140,1934,0.092,0.07,.
8147,BRA,140,1934,.,.,0.0
8148,BRA,140,1935,0.09,0.077,.
8149,BRA,140,1935,.,.,0.0
8150,BRA,140,1936,0.09,0.077,.
8151,BRA,140,1936,.,.,0.0
8152,BRA,140,1937,0.063,0.051,.
8153,BRA,140,1937,.,.,0.0
8154,BRA,140,1938,0.056,0.048,.
8155,BRA,140,1938,.,.,0.0
8156,BRA,140,1939,0.056,0.049,.
8157,BRA,140,1939,.,.,0.0
8158,BRA,140,1940,0.059,0.049,.
8159,BRA,140,1940,.,.,0.0
8160,BRA,140,1941,0.059,0.049,.
8161,BRA,140,1941,.,.,0.0
8162,BRA,140,1942,0.059,0.049,.
8163,BRA,140,1942,.,.,0.0
8164,BRA,140,1943,0.059,0.049,.
8165,BRA,140,1943,.,.,0.0
8166,BRA,140,1944,0.059,0.049,.
8167,BRA,140,1944,.,.,0.0
8168,BRA,140,1945,0.109,0.078,.
8169,BRA,140,1945,.,.,-88.0
8170,BRA,140,1946,0.333,0.181,.
8171,BRA,140,1946,.,.,7.0
8172,BRA,140,1947,0.38,0.253,.
8173,BRA,140,1947,.,.,6.0
8174,BRA,140,1948,0.377,0.251,.
8175,BRA,140,1948,.,.,6.0
8176,BRA,140,1949,0.381,0.253,.
8177,BRA,140,1949,.,.,6.0
8178,BRA,140,1950,0.389,0.262,.
8179,BRA,140,1950,.,.,6.0
8180,BRA,140,1951,0.383,0.259,.
8181,BRA,140,1951,.,.,6.0
8182,BRA,140,1952,0.383,0.259,.
8183,BRA,140,1952,.,.,6.0
8184,BRA,140,1953,0.385,0.26,.
8185,BRA,140,1953,.,.,6.0
8186,BRA,140,1954,0.38,0.259,.
8187,BRA,140,1954,.,.,6.0
8188,BRA,140,1955,0.393,0.263,.
8189,BRA,140,1955,.,.,6.0
8190,BRA,140,1956,0.396,0.266,.
8191,BRA,140,1956,.,.,6.0
8192,BRA,140,1957,0.4,0.267,.
8193,BRA,140,1957,.,.,6.0
8194,BRA,140,1958,0.399,0.267,.
8195,BRA,140,1958,.,.,6.0
8196,BRA,140,1959,0.398,0.267,.
8197,BRA,140,1959,.,.,6.0
8198,BRA,140,1960,0.408,0.272,.
8199,BRA,140,1960,.,.,6.0
8200,BRA,140,1961,0.41,0.274,.
8201,BRA,140,1961,.,.,5.0
8202,BRA,140,1962,0.409,0.275,.
8203,BRA,140,1962,.,.,5.0
8204,BRA,140,1963,0.403,0.272,.
8205,BRA,140,1963,.,.,4.0
8206,BRA,140,1964,0.211,0.131,.
8207,BRA,140,1964,.,.,-88.0
8208,BRA,140,1965,0.146,0.067,.
8209,BRA,140,1965,.,.,0.0
8210,BRA,140,1966,0.144,0.067,.
8211,BRA,140,1966,.,.,0.0
8212,BRA,140,1967,0.183,0.073,.
8213,BRA,140,1967,.,.,0.0
8214,BRA,140,1968,0.181,0.069,.
8215,BRA,140,1968,.,.,0.0
8216,BRA,140,1969,0.174,0.065,.
8217,BRA,140,1969,.,.,0.0
8218,BRA,140,1970,0.178,0.066,.
8219,BRA,140,1970,.,.,0.0
8220,BRA,140,1971,0.173,0.066,.
8221,BRA,140,1971,.,.,0.0
8222,BRA,140,1972,0.173,0.066,.
8223,BRA,140,1972,.,.,0.0
8224,BRA,140,1973,0.173,0.066,.
8225,BRA,140,1973,.,.,0.0
8226,BRA,140,1974,0.176,0.065,.
8227,BRA,140,1974,.,.,2.0
8228,BRA,140,1975,0.184,0.067,.
8229,BRA,140,1975,.,.,2.0
8230,BRA,140,1976,0.187,0.069,.
8231,BRA,140,1976,.,.,2.0
8232,BRA,140,1977,0.187,0.069,.
8233,BRA,140,1977,.,.,2.0
8234,BRA,140,1978,0.187,0.072,.
8235,BRA,140,1978,.,.,2.0
8236,BRA,140,1979,0.206,0.089,.
8237,BRA,140,1979,.,.,2.0
8238,BRA,140,1980,0.252,0.118,.
8239,BRA,140,1980,.,.,2.0
8240,BRA,140,1981,0.252,0.118,.
8241,BRA,140,1981,.,.,2.0
8242,BRA,140,1982,0.264,0.133,.
8243,BRA,140,1982,.,.,2.0
8244,BRA,140,1983,0.284,0.146,.
8245,BRA,140,1983,.,.,2.0
8246,BRA,140,1984,0.291,0.148,.
8247,BRA,140,1984,.,.,2.0
8248,BRA,140,1985,0.39,0.227,.
8249,BRA,140,1985,.,.,7.0
8250,BRA,140,1986,0.474,0.314,.
8251,BRA,140,1986,.,.,7.0
8252,BRA,140,1987,0.563,0.371,.
8253,BRA,140,1987,.,.,7.0
8254,BRA,140,1988,0.685,0.532,.
8255,BRA,140,1988,.,.,8.0
8256,BRA,140,1989,0.727,0.582,.
8257,BRA,140,1989,.,.,8.0
8258,BRA,140,1990,0.814,0.679,.
8259,BRA,140,1990,.,.,8.0
8260,BRA,140,1991,0.825,0.693,.
8261,BRA,140,1991,.,.,8.0
8262,BRA,140,1992,0.834,0.702,.
8263,BRA,140,1992,.,.,8.0
8264,BRA,140,1993,0.835,0.706,.
8265,BRA,140,1993,.,.,8.0
8266,BRA,140,1994,0.843,0.709,.
8267,BRA,140,1994,.,.,8.0
8268,BRA,140,1995,0.846,0.712,.
8269,BRA,140,1995,.,.,8.0
8270,BRA,140,1996,0.849,0.713,.
8271,BRA,140,1996,.,.,8.0
8272,BRA,140,1997,0.849,0.713,.
8273,BRA,140,1997,.,.,8.0
8274,BRA,140,1998,0.851,0.715,.
8275,BRA,140,1998,.,.,8.0
8276,BRA,140,1999,0.855,0.719,.
8277,BRA,140,1999,.,.,8.0
8278,BRA,140,2000,0.856,0.721,.
8279,BRA,140,2000,.,.,8.0
8280,BRA,140,2001,0.856,0.721,.
8281,BRA,140,2001,.,.,8.0
8282,BRA,140,2002,0.855,0.724,.
8283,BRA,140,2002,.,.,8.0
8284,BRA,140,2003,0.853,0.724,.
8285,BRA,140,2003,.,.,8.0
8286,BRA,140,2004,0.853,0.724,.
8287,BRA,140,2004,.,.,8.0
8288,BRA,140,2005,0.868,0.774,.
8289,BRA,140,2005,.,.,8.0
8290,BRA,140,2006,0.869,0.773,.
8291,BRA,140,2006,.,.,8.0
8292,BRA,140,2007,0.866,0.77,.
8293,BRA,140,2007,.,.,8.0
8294,BRA,140,2008,0.866,0.77,.
8295,BRA,140,2008,.,.,8.0
8296,BRA,140,2009,0.866,0.77,.
8297,BRA,140,2009,.,.,8.0
8298,BRA,140,2010,0.867,0.778,.
8299,BRA,140,2010,.,.,8.0
8300,BRA,140,2011,0.872,0.785,.
8301,BRA,140,2011,.,.,8.0
8302,BRA,140,2012,0.871,0.782,.
8303,BRA,140,2012,.,.,8.0
8304,BRA,140,2013,0.878,0.79,.
8305,BRA,140,2013,.,.,8.0
8306,BRA,140,2014,0.877,0.789,.
8307,BRA,140,2014,.,.,8.0
8308,BRA,140,2015,0.868,0.779,.
8309,BRA,140,2015,.,.,8.0
8310,BRA,140,2016,0.778,0.659,.
8311,BRA,140,2016,.,.,8.0
8312,BRA,140,2017,0.773,0.644,.
