id,stateabb,ccode,year,major
12292,EGY,651,1870,0
12293,EGY,651,1871,0
12294,EGY,651,1872,0
12295,EGY,651,1873,0
12296,EGY,651,1874,0
12297,EGY,651,1875,0
12298,EGY,651,1876,0
12299,EGY,651,1877,0
12300,EGY,651,1878,0
12301,EGY,651,1879,0
12302,EGY,651,1880,0
12303,EGY,651,1881,0
12304,EGY,651,1882,0
12305,EGY,651,1937,0
12306,EGY,651,1938,0
12307,EGY,651,1939,0
12308,EGY,651,1940,0
12309,EGY,651,1941,0
12310,EGY,651,1942,0
12311,EGY,651,1943,0
12312,EGY,651,1944,0
12313,EGY,651,1945,0
12314,EGY,651,1946,0
12315,EGY,651,1947,0
12316,EGY,651,1948,0
12317,EGY,651,1949,0
12318,EGY,651,1950,0
12319,EGY,651,1951,0
12320,EGY,651,1952,0
12321,EGY,651,1953,0
12322,EGY,651,1954,0
12323,EGY,651,1955,0
12324,EGY,651,1956,0
12325,EGY,651,1957,0
12326,EGY,651,1958,0
12327,EGY,651,1959,0
12328,EGY,651,1960,0
12329,EGY,651,1961,0
12330,EGY,651,1962,0
12331,EGY,651,1963,0
12332,EGY,651,1964,0
12333,EGY,651,1965,0
12334,EGY,651,1966,0
12335,EGY,651,1967,0
12336,EGY,651,1968,0
12337,EGY,651,1969,0
12338,EGY,651,1970,0
12339,EGY,651,1971,0
12340,EGY,651,1972,0
12341,EGY,651,1973,0
12342,EGY,651,1974,0
12343,EGY,651,1975,0
12344,EGY,651,1976,0
12345,EGY,651,1977,0
12346,EGY,651,1978,0
12347,EGY,651,1979,0
12348,EGY,651,1980,0
12349,EGY,651,1981,0
12350,EGY,651,1982,0
12351,EGY,651,1983,0
12352,EGY,651,1984,0
12353,EGY,651,1985,0
12354,EGY,651,1986,0
12355,EGY,651,1987,0
12356,EGY,651,1988,0
12357,EGY,651,1989,0
12358,EGY,651,1990,0
12359,EGY,651,1991,0
12360,EGY,651,1992,0
12361,EGY,651,1993,0
12362,EGY,651,1994,0
12363,EGY,651,1995,0
12364,EGY,651,1996,0
12365,EGY,651,1997,0
12366,EGY,651,1998,0
12367,EGY,651,1999,0
12368,EGY,651,2000,0
12369,EGY,651,2001,0
12370,EGY,651,2002,0
12371,EGY,651,2003,0
12372,EGY,651,2004,0
12373,EGY,651,2005,0
12374,EGY,651,2006,0
12375,EGY,651,2007,0
12376,EGY,651,2008,0
12377,EGY,651,2009,0
12378,EGY,651,2010,0
12379,EGY,651,2011,0
12380,EGY,651,2012,0
12381,EGY,651,2013,0
12382,EGY,651,2014,0
12383,SYR,652,1946,0
12384,SYR,652,1947,0
12385,SYR,652,1948,0
12386,SYR,652,1949,0
12387,SYR,652,1950,0
12388,SYR,652,1951,0
12389,SYR,652,1952,0
12390,SYR,652,1953,0
12391,SYR,652,1954,0
12392,SYR,652,1955,0
12393,SYR,652,1956,0
12394,SYR,652,1957,0
12395,SYR,652,1958,0
12396,SYR,652,1961,0
12397,SYR,652,1962,0
12398,SYR,652,1963,0
12399,SYR,652,1964,0
12400,SYR,652,1965,0
12401,SYR,652,1966,0
12402,SYR,652,1967,0
12403,SYR,652,1968,0
12404,SYR,652,1969,0
12405,SYR,652,1970,0
12406,SYR,652,1971,0
12407,SYR,652,1972,0
12408,SYR,652,1973,0
12409,SYR,652,1974,0
12410,SYR,652,1975,0
12411,SYR,652,1976,0
12412,SYR,652,1977,0
12413,SYR,652,1978,0
12414,SYR,652,1979,0
12415,SYR,652,1980,0
12416,SYR,652,1981,0
12417,SYR,652,1982,0
12418,SYR,652,1983,0
12419,SYR,652,1984,0
12420,SYR,652,1985,0
12421,SYR,652,1986,0
12422,SYR,652,1987,0
12423,SYR,652,1988,0
12424,SYR,652,1989,0
12425,SYR,652,1990,0
12426,SYR,652,1991,0
12427,SYR,652,1992,0
12428,SYR,652,1993,0
12429,SYR,652,1994,0
12430,SYR,652,1995,0
12431,SYR,652,1996,0
12432,SYR,652,1997,0
12433,SYR,652,1998,0
12434,SYR,652,1999,0
12435,SYR,652,2000,0
12436,SYR,652,2001,0
12437,SYR,652,2002,0
12438,SYR,652,2003,0
12439,SYR,652,2004,0
12440,SYR,652,2005,0
12441,SYR,652,2006,0
12442,SYR,652,2007,0
12443,SYR,652,2008,0
12444,SYR,652,2009,0
12445,SYR,652,2010,0
12446,SYR,652,2011,0
12447,SYR,652,2012,0
12448,SYR,652,2013,0
12449,SYR,652,2014,0
12450,LEB,660,1946,0
12451,LEB,660,1947,0
12452,LEB,660,1948,0
12453,LEB,660,1949,0
12454,LEB,660,1950,0
12455,LEB,660,1951,0
12456,LEB,660,1952,0
12457,LEB,660,1953,0
12458,LEB,660,1954,0
12459,LEB,660,1955,0
12460,LEB,660,1956,0
12461,LEB,660,1957,0
12462,LEB,660,1958,0
12463,LEB,660,1959,0
12464,LEB,660,1960,0
12465,LEB,660,1961,0
12466,LEB,660,1962,0
12467,LEB,660,1963,0
12468,LEB,660,1964,0
12469,LEB,660,1965,0
12470,LEB,660,1966,0
12471,LEB,660,1967,0
12472,LEB,660,1968,0
12473,LEB,660,1969,0
12474,LEB,660,1970,0
12475,LEB,660,1971,0
12476,LEB,660,1972,0
12477,LEB,660,1973,0
12478,LEB,660,1974,0
12479,LEB,660,1975,0
12480,LEB,660,1976,0
12481,LEB,660,1977,0
12482,LEB,660,1978,0
12483,LEB,660,1979,0
12484,LEB,660,1980,0
12485,LEB,660,1981,0
12486,LEB,660,1982,0
12487,LEB,660,1983,0
12488,LEB,660,1984,0
12489,LEB,660,1985,0
12490,LEB,660,1986,0
12491,LEB,660,1987,0
12492,LEB,660,1988,0
12493,LEB,660,1989,0
12494,LEB,660,1990,0
12495,LEB,660,1991,0
12496,LEB,660,1992,0
12497,LEB,660,1993,0
12498,LEB,660,1994,0
12499,LEB,660,1995,0
12500,LEB,660,1996,0
12501,LEB,660,1997,0
12502,LEB,660,1998,0
12503,LEB,660,1999,0
12504,LEB,660,2000,0
12505,LEB,660,2001,0
12506,LEB,660,2002,0
12507,LEB,660,2003,0
12508,LEB,660,2004,0
12509,LEB,660,2005,0
12510,LEB,660,2006,0
12511,LEB,660,2007,0
12512,LEB,660,2008,0
12513,LEB,660,2009,0
12514,LEB,660,2010,0
12515,LEB,660,2011,0
12516,LEB,660,2012,0
12517,LEB,660,2013,0
12518,LEB,660,2014,0
12519,JOR,663,1946,0
12520,JOR,663,1947,0
12521,JOR,663,1948,0
12522,JOR,663,1949,0
12523,JOR,663,1950,0
12524,JOR,663,1951,0
12525,JOR,663,1952,0
12526,JOR,663,1953,0
12527,JOR,663,1954,0
12528,JOR,663,1955,0
12529,JOR,663,1956,0
12530,JOR,663,1957,0
12531,JOR,663,1958,0
12532,JOR,663,1959,0
12533,JOR,663,1960,0
12534,JOR,663,1961,0
12535,JOR,663,1962,0
12536,JOR,663,1963,0
12537,JOR,663,1964,0
12538,JOR,663,1965,0
12539,JOR,663,1966,0
12540,JOR,663,1967,0
12541,JOR,663,1968,0
12542,JOR,663,1969,0
12543,JOR,663,1970,0
12544,JOR,663,1971,0
12545,JOR,663,1972,0
12546,JOR,663,1973,0
12547,JOR,663,1974,0
12548,JOR,663,1975,0
12549,JOR,663,1976,0
12550,JOR,663,1977,0
12551,JOR,663,1978,0
12552,JOR,663,1979,0
12553,JOR,663,1980,0
12554,JOR,663,1981,0
12555,JOR,663,1982,0
12556,JOR,663,1983,0
12557,JOR,663,1984,0
12558,JOR,663,1985,0
12559,JOR,663,1986,0
12560,JOR,663,1987,0
12561,JOR,663,1988,0
12562,JOR,663,1989,0
12563,JOR,663,1990,0
12564,JOR,663,1991,0
12565,JOR,663,1992,0
12566,JOR,663,1993,0
12567,JOR,663,1994,0
12568,JOR,663,1995,0
12569,JOR,663,1996,0
12570,JOR,663,1997,0
12571,JOR,663,1998,0
12572,JOR,663,1999,0
12573,JOR,663,2000,0
12574,JOR,663,2001,0
12575,JOR,663,2002,0
12576,JOR,663,2003,0
12577,JOR,663,2004,0
12578,JOR,663,2005,0
12579,JOR,663,2006,0
12580,JOR,663,2007,0
12581,JOR,663,2008,0
12582,JOR,663,2009,0
12583,JOR,663,2010,0
12584,JOR,663,2011,0
12585,JOR,663,2012,0
12586,JOR,663,2013,0
12587,JOR,663,2014,0
12588,ISR,666,1948,0
12589,ISR,666,1949,0
12590,ISR,666,1950,0
12591,ISR,666,1951,0
12592,ISR,666,1952,0
12593,ISR,666,1953,0
12594,ISR,666,1954,0
12595,ISR,666,1955,0
12596,ISR,666,1956,0
12597,ISR,666,1957,0
12598,ISR,666,1958,0
12599,ISR,666,1959,0
12600,ISR,666,1960,0
12601,ISR,666,1961,0
12602,ISR,666,1962,0
12603,ISR,666,1963,0
12604,ISR,666,1964,0
12605,ISR,666,1965,0
12606,ISR,666,1966,0
12607,ISR,666,1967,0
12608,ISR,666,1968,0
12609,ISR,666,1969,0
12610,ISR,666,1970,0
12611,ISR,666,1971,0
12612,ISR,666,1972,0
12613,ISR,666,1973,0
12614,ISR,666,1974,0
12615,ISR,666,1975,0
12616,ISR,666,1976,0
12617,ISR,666,1977,0
12618,ISR,666,1978,0
12619,ISR,666,1979,0
12620,ISR,666,1980,0
12621,ISR,666,1981,0
12622,ISR,666,1982,0
12623,ISR,666,1983,0
12624,ISR,666,1984,0
12625,ISR,666,1985,0
12626,ISR,666,1986,0
12627,ISR,666,1987,0
12628,ISR,666,1988,0
12629,ISR,666,1989,0
12630,ISR,666,1990,0
12631,ISR,666,1991,0
12632,ISR,666,1992,0
12633,ISR,666,1993,0
12634,ISR,666,1994,0
12635,ISR,666,1995,0
12636,ISR,666,1996,0
12637,ISR,666,1997,0
12638,ISR,666,1998,0
12639,ISR,666,1999,0
12640,ISR,666,2000,0
12641,ISR,666,2001,0
12642,ISR,666,2002,0
12643,ISR,666,2003,0
12644,ISR,666,2004,0
12645,ISR,666,2005,0
12646,ISR,666,2006,0
12647,ISR,666,2007,0
12648,ISR,666,2008,0
12649,ISR,666,2009,0
12650,ISR,666,2010,0
12651,ISR,666,2011,0
12652,ISR,666,2012,0
12653,ISR,666,2013,0
12654,ISR,666,2014,0
12655,SAU,670,1927,0
12656,SAU,670,1928,0
12657,SAU,670,1929,0
12658,SAU,670,1930,0
12659,SAU,670,1931,0
12660,SAU,670,1932,0
12661,SAU,670,1933,0
12662,SAU,670,1934,0
12663,SAU,670,1935,0
12664,SAU,670,1936,0
12665,SAU,670,1937,0
12666,SAU,670,1938,0
12667,SAU,670,1939,0
12668,SAU,670,1940,0
12669,SAU,670,1941,0
12670,SAU,670,1942,0
12671,SAU,670,1943,0
12672,SAU,670,1944,0
12673,SAU,670,1945,0
12674,SAU,670,1946,0
12675,SAU,670,1947,0
12676,SAU,670,1948,0
12677,SAU,670,1949,0
12678,SAU,670,1950,0
12679,SAU,670,1951,0
12680,SAU,670,1952,0
12681,SAU,670,1953,0
12682,SAU,670,1954,0
12683,SAU,670,1955,0
12684,SAU,670,1956,0
12685,SAU,670,1957,0
12686,SAU,670,1958,0
12687,SAU,670,1959,0
12688,SAU,670,1960,0
12689,SAU,670,1961,0
12690,SAU,670,1962,0
12691,SAU,670,1963,0
12692,SAU,670,1964,0
12693,SAU,670,1965,0
12694,SAU,670,1966,0
12695,SAU,670,1967,0
12696,SAU,670,1968,0
12697,SAU,670,1969,0
12698,SAU,670,1970,0
12699,SAU,670,1971,0
12700,SAU,670,1972,0
12701,SAU,670,1973,0
12702,SAU,670,1974,0
12703,SAU,670,1975,0
12704,SAU,670,1976,0
12705,SAU,670,1977,0
12706,SAU,670,1978,0
12707,SAU,670,1979,0
12708,SAU,670,1980,0
12709,SAU,670,1981,0
12710,SAU,670,1982,0
12711,SAU,670,1983,0
12712,SAU,670,1984,0
12713,SAU,670,1985,0
12714,SAU,670,1986,0
12715,SAU,670,1987,0
12716,SAU,670,1988,0
12717,SAU,670,1989,0
12718,SAU,670,1990,0
12719,SAU,670,1991,0
12720,SAU,670,1992,0
12721,SAU,670,1993,0
12722,SAU,670,1994,0
12723,SAU,670,1995,0
12724,SAU,670,1996,0
12725,SAU,670,1997,0
12726,SAU,670,1998,0
12727,SAU,670,1999,0
12728,SAU,670,2000,0
12729,SAU,670,2001,0
12730,SAU,670,2002,0
12731,SAU,670,2003,0
12732,SAU,670,2004,0
12733,SAU,670,2005,0
12734,SAU,670,2006,0
12735,SAU,670,2007,0
12736,SAU,670,2008,0
12737,SAU,670,2009,0
12738,SAU,670,2010,0
12739,SAU,670,2011,0
12740,SAU,670,2012,0
12741,SAU,670,2013,0
12742,SAU,670,2014,0
12743,YAR,678,1926,0
12744,YAR,678,1927,0
12745,YAR,678,1928,0
12746,YAR,678,1929,0
12747,YAR,678,1930,0
12748,YAR,678,1931,0
12749,YAR,678,1932,0
12750,YAR,678,1933,0
12751,YAR,678,1934,0
12752,YAR,678,1935,0
12753,YAR,678,1936,0
12754,YAR,678,1937,0
12755,YAR,678,1938,0
12756,YAR,678,1939,0
12757,YAR,678,1940,0
12758,YAR,678,1941,0
12759,YAR,678,1942,0
12760,YAR,678,1943,0
12761,YAR,678,1944,0
12762,YAR,678,1945,0
12763,YAR,678,1946,0
12764,YAR,678,1947,0
12765,YAR,678,1948,0
12766,YAR,678,1949,0
12767,YAR,678,1950,0
12768,YAR,678,1951,0
12769,YAR,678,1952,0
12770,YAR,678,1953,0
12771,YAR,678,1954,0
12772,YAR,678,1955,0
12773,YAR,678,1956,0
12774,YAR,678,1957,0
12775,YAR,678,1958,0
12776,YAR,678,1959,0
12777,YAR,678,1960,0
12778,YAR,678,1961,0
12779,YAR,678,1962,0
12780,YAR,678,1963,0
12781,YAR,678,1964,0
12782,YAR,678,1965,0
12783,YAR,678,1966,0
12784,YAR,678,1967,0
12785,YAR,678,1968,0
12786,YAR,678,1969,0
12787,YAR,678,1970,0
12788,YAR,678,1971,0
12789,YAR,678,1972,0
12790,YAR,678,1973,0
12791,YAR,678,1974,0
12792,YAR,678,1975,0
12793,YAR,678,1976,0
12794,YAR,678,1977,0
12795,YAR,678,1978,0
12796,YAR,678,1979,0
12797,YAR,678,1980,0
12798,YAR,678,1981,0
12799,YAR,678,1982,0
12800,YAR,678,1983,0
12801,YAR,678,1984,0
12802,YAR,678,1985,0
12803,YAR,678,1986,0
12804,YAR,678,1987,0
12805,YAR,678,1988,0
12806,YAR,678,1989,0
12807,YAR,678,1990,0
12808,YEM,679,1990,0
12809,YEM,679,1991,0
12810,YEM,679,1992,0
12811,YEM,679,1993,0
12812,YEM,679,1994,0
12813,YEM,679,1995,0
12814,YEM,679,1996,0
12815,YEM,679,1997,0
12816,YEM,679,1998,0
12817,YEM,679,1999,0
12818,YEM,679,2000,0
12819,YEM,679,2001,0
12820,YEM,679,2002,0
12821,YEM,679,2003,0
12822,YEM,679,2004,0
12823,YEM,679,2005,0
12824,YEM,679,2006,0
12825,YEM,679,2007,0
12826,YEM,679,2008,0
12827,YEM,679,2009,0
12828,YEM,679,2010,0
12829,YEM,679,2011,0
12830,YEM,679,2012,0
12831,YEM,679,2013,0
12832,YEM,679,2014,0
12833,YPR,680,1967,0
12834,YPR,680,1968,0
12835,YPR,680,1969,0
12836,YPR,680,1970,0
12837,YPR,680,1971,0
12838,YPR,680,1972,0
12839,YPR,680,1973,0
12840,YPR,680,1974,0
12841,YPR,680,1975,0
12842,YPR,680,1976,0
12843,YPR,680,1977,0
12844,YPR,680,1978,0
12845,YPR,680,1979,0
12846,YPR,680,1980,0
12847,YPR,680,1981,0
12848,YPR,680,1982,0
12849,YPR,680,1983,0
12850,YPR,680,1984,0
12851,YPR,680,1985,0
12852,YPR,680,1986,0
12853,YPR,680,1987,0
12854,YPR,680,1988,0
12855,YPR,680,1989,0
12856,YPR,680,1990,0
12857,KUW,690,1961,0
12858,KUW,690,1962,0
12859,KUW,690,1963,0
12860,KUW,690,1964,0
12861,KUW,690,1965,0
12862,KUW,690,1966,0
12863,KUW,690,1967,0
12864,KUW,690,1968,0
12865,KUW,690,1969,0
12866,KUW,690,1970,0
12867,KUW,690,1971,0
12868,KUW,690,1972,0
12869,KUW,690,1973,0
12870,KUW,690,1974,0
12871,KUW,690,1975,0
12872,KUW,690,1976,0
12873,KUW,690,1977,0
12874,KUW,690,1978,0
12875,KUW,690,1979,0
12876,KUW,690,1980,0
12877,KUW,690,1981,0
12878,KUW,690,1982,0
12879,KUW,690,1983,0
12880,KUW,690,1984,0
12881,KUW,690,1985,0
12882,KUW,690,1986,0
12883,KUW,690,1987,0
12884,KUW,690,1988,0
12885,KUW,690,1989,0
12886,KUW,690,1990,0
12887,KUW,690,1991,0
12888,KUW,690,1992,0
12889,KUW,690,1993,0
12890,KUW,690,1994,0
12891,KUW,690,1995,0
12892,KUW,690,1996,0
12893,KUW,690,1997,0
12894,KUW,690,1998,0
12895,KUW,690,1999,0
12896,KUW,690,2000,0
12897,KUW,690,2001,0
12898,KUW,690,2002,0
12899,KUW,690,2003,0
12900,KUW,690,2004,0
12901,KUW,690,2005,0
12902,KUW,690,2006,0
12903,KUW,690,2007,0
12904,KUW,690,2008,0
12905,KUW,690,2009,0
12906,KUW,690,2010,0
12907,KUW,690,2011,0
12908,KUW,690,2012,0
12909,KUW,690,2013,0
12910,KUW,690,2014,0
12911,BAH,692,1971,0
12912,BAH,692,1972,0
12913,BAH,692,1973,0
12914,BAH,692,1974,0
12915,BAH,692,1975,0
12916,BAH,692,1976,0
12917,BAH,692,1977,0
12918,BAH,692,1978,0
12919,BAH,692,1979,0
12920,BAH,692,1980,0
12921,BAH,692,1981,0
12922,BAH,692,1982,0
12923,BAH,692,1983,0
12924,BAH,692,1984,0
12925,BAH,692,1985,0
12926,BAH,692,1986,0
12927,BAH,692,1987,0
12928,BAH,692,1988,0
12929,BAH,692,1989,0
12930,BAH,692,1990,0
12931,BAH,692,1991,0
12932,BAH,692,1992,0
12933,BAH,692,1993,0
12934,BAH,692,1994,0
12935,BAH,692,1995,0
12936,BAH,692,1996,0
12937,BAH,692,1997,0
12938,BAH,692,1998,0
12939,BAH,692,1999,0
12940,BAH,692,2000,0
12941,BAH,692,2001,0
12942,BAH,692,2002,0
12943,BAH,692,2003,0
12944,BAH,692,2004,0
12945,BAH,692,2005,0
12946,BAH,692,2006,0
12947,BAH,692,2007,0
12948,BAH,692,2008,0
12949,BAH,692,2009,0
12950,BAH,692,2010,0
12951,BAH,692,2011,0
12952,BAH,692,2012,0
12953,BAH,692,2013,0
12954,BAH,692,2014,0
12955,QAT,694,1971,0
12956,QAT,694,1972,0
12957,QAT,694,1973,0
12958,QAT,694,1974,0
12959,QAT,694,1975,0
12960,QAT,694,1976,0
12961,QAT,694,1977,0
12962,QAT,694,1978,0
12963,QAT,694,1979,0
12964,QAT,694,1980,0
12965,QAT,694,1981,0
12966,QAT,694,1982,0
12967,QAT,694,1983,0
12968,QAT,694,1984,0
12969,QAT,694,1985,0
12970,QAT,694,1986,0
12971,QAT,694,1987,0
12972,QAT,694,1988,0
12973,QAT,694,1989,0
12974,QAT,694,1990,0
12975,QAT,694,1991,0
12976,QAT,694,1992,0
12977,QAT,694,1993,0
12978,QAT,694,1994,0
12979,QAT,694,1995,0
12980,QAT,694,1996,0
12981,QAT,694,1997,0
12982,QAT,694,1998,0
12983,QAT,694,1999,0
12984,QAT,694,2000,0
12985,QAT,694,2001,0
12986,QAT,694,2002,0
12987,QAT,694,2003,0
12988,QAT,694,2004,0
12989,QAT,694,2005,0
12990,QAT,694,2006,0
12991,QAT,694,2007,0
12992,QAT,694,2008,0
12993,QAT,694,2009,0
12994,QAT,694,2010,0
12995,QAT,694,2011,0
12996,QAT,694,2012,0
12997,QAT,694,2013,0
12998,QAT,694,2014,0
12999,UAE,696,1971,0
13000,UAE,696,1972,0
13001,UAE,696,1973,0
13002,UAE,696,1974,0
13003,UAE,696,1975,0
13004,UAE,696,1976,0
13005,UAE,696,1977,0
13006,UAE,696,1978,0
13007,UAE,696,1979,0
13008,UAE,696,1980,0
13009,UAE,696,1981,0
13010,UAE,696,1982,0
13011,UAE,696,1983,0
13012,UAE,696,1984,0
13013,UAE,696,1985,0
13014,UAE,696,1986,0
13015,UAE,696,1987,0
13016,UAE,696,1988,0
13017,UAE,696,1989,0
13018,UAE,696,1990,0
13019,UAE,696,1991,0
13020,UAE,696,1992,0
13021,UAE,696,1993,0
13022,UAE,696,1994,0
13023,UAE,696,1995,0
13024,UAE,696,1996,0
13025,UAE,696,1997,0
13026,UAE,696,1998,0
13027,UAE,696,1999,0
13028,UAE,696,2000,0
13029,UAE,696,2001,0
13030,UAE,696,2002,0
13031,UAE,696,2003,0
13032,UAE,696,2004,0
13033,UAE,696,2005,0
13034,UAE,696,2006,0
13035,UAE,696,2007,0
13036,UAE,696,2008,0
13037,UAE,696,2009,0
13038,UAE,696,2010,0
13039,UAE,696,2011,0
13040,UAE,696,2012,0
13041,UAE,696,2013,0
13042,UAE,696,2014,0
13043,OMA,698,1971,0
13044,OMA,698,1972,0
13045,OMA,698,1973,0
13046,OMA,698,1974,0
13047,OMA,698,1975,0
13048,OMA,698,1976,0
13049,OMA,698,1977,0
13050,OMA,698,1978,0
13051,OMA,698,1979,0
13052,OMA,698,1980,0
13053,OMA,698,1981,0
13054,OMA,698,1982,0
13055,OMA,698,1983,0
13056,OMA,698,1984,0
13057,OMA,698,1985,0
13058,OMA,698,1986,0
13059,OMA,698,1987,0
13060,OMA,698,1988,0
13061,OMA,698,1989,0
13062,OMA,698,1990,0
13063,OMA,698,1991,0
13064,OMA,698,1992,0
13065,OMA,698,1993,0
13066,OMA,698,1994,0
13067,OMA,698,1995,0
13068,OMA,698,1996,0
13069,OMA,698,1997,0
13070,OMA,698,1998,0
13071,OMA,698,1999,0
13072,OMA,698,2000,0
13073,OMA,698,2001,0
13074,OMA,698,2002,0
13075,OMA,698,2003,0
13076,OMA,698,2004,0
13077,OMA,698,2005,0
13078,OMA,698,2006,0
13079,OMA,698,2007,0
13080,OMA,698,2008,0
13081,OMA,698,2009,0
13082,OMA,698,2010,0
13083,OMA,698,2011,0
13084,OMA,698,2012,0
13085,OMA,698,2013,0
13086,OMA,698,2014,0
13087,AFG,700,1919,0
13088,AFG,700,1920,0
13089,AFG,700,1921,0
13090,AFG,700,1922,0
13091,AFG,700,1923,0
13092,AFG,700,1924,0
13093,AFG,700,1925,0
13094,AFG,700,1926,0
13095,AFG,700,1927,0
13096,AFG,700,1928,0
13097,AFG,700,1929,0
13098,AFG,700,1930,0
13099,AFG,700,1931,0
13100,AFG,700,1932,0
13101,AFG,700,1933,0
13102,AFG,700,1934,0
13103,AFG,700,1935,0
13104,AFG,700,1936,0
13105,AFG,700,1937,0
13106,AFG,700,1938,0
13107,AFG,700,1939,0
13108,AFG,700,1940,0
13109,AFG,700,1941,0
13110,AFG,700,1942,0
13111,AFG,700,1943,0
13112,AFG,700,1944,0
13113,AFG,700,1945,0
13114,AFG,700,1946,0
13115,AFG,700,1947,0
13116,AFG,700,1948,0
13117,AFG,700,1949,0
13118,AFG,700,1950,0
13119,AFG,700,1951,0
13120,AFG,700,1952,0
13121,AFG,700,1953,0
13122,AFG,700,1954,0
13123,AFG,700,1955,0
13124,AFG,700,1956,0
13125,AFG,700,1957,0
13126,AFG,700,1958,0
13127,AFG,700,1959,0
13128,AFG,700,1960,0
13129,AFG,700,1961,0
13130,AFG,700,1962,0
13131,AFG,700,1963,0
13132,AFG,700,1964,0
13133,AFG,700,1965,0
13134,AFG,700,1966,0
13135,AFG,700,1967,0
13136,AFG,700,1968,0
13137,AFG,700,1969,0
13138,AFG,700,1970,0
13139,AFG,700,1971,0
13140,AFG,700,1972,0
13141,AFG,700,1973,0
13142,AFG,700,1974,0
13143,AFG,700,1975,0
13144,AFG,700,1976,0
13145,AFG,700,1977,0
13146,AFG,700,1978,0
13147,AFG,700,1979,0
13148,AFG,700,1980,0
13149,AFG,700,1981,0
13150,AFG,700,1982,0
13151,AFG,700,1983,0
13152,AFG,700,1984,0
13153,AFG,700,1985,0
13154,AFG,700,1986,0
13155,AFG,700,1987,0
13156,AFG,700,1988,0
13157,AFG,700,1989,0
13158,AFG,700,1990,0
13159,AFG,700,1991,0
13160,AFG,700,1992,0
13161,AFG,700,1993,0
13162,AFG,700,1994,0
13163,AFG,700,1995,0
13164,AFG,700,1996,0
13165,AFG,700,1997,0
13166,AFG,700,1998,0
13167,AFG,700,1999,0
13168,AFG,700,2000,0
13169,AFG,700,2001,0
13170,AFG,700,2002,0
13171,AFG,700,2003,0
13172,AFG,700,2004,0
13173,AFG,700,2005,0
13174,AFG,700,2006,0
13175,AFG,700,2007,0
13176,AFG,700,2008,0
13177,AFG,700,2009,0
13178,AFG,700,2010,0
13179,AFG,700,2011,0
13180,AFG,700,2012,0
13181,AFG,700,2013,0
13182,AFG,700,2014,0
13183,TKM,701,1991,0
13184,TKM,701,1992,0
13185,TKM,701,1993,0
13186,TKM,701,1994,0
13187,TKM,701,1995,0
13188,TKM,701,1996,0
13189,TKM,701,1997,0
13190,TKM,701,1998,0
13191,TKM,701,1999,0
13192,TKM,701,2000,0
13193,TKM,701,2001,0
13194,TKM,701,2002,0
13195,TKM,701,2003,0
13196,TKM,701,2004,0
13197,TKM,701,2005,0
13198,TKM,701,2006,0
13199,TKM,701,2007,0
13200,TKM,701,2008,0
13201,TKM,701,2009,0
13202,TKM,701,2010,0
13203,TKM,701,2011,0
13204,TKM,701,2012,0
13205,TKM,701,2013,0
13206,TKM,701,2014,0
13207,TAJ,702,1991,0
13208,TAJ,702,1992,0
13209,TAJ,702,1993,0
13210,TAJ,702,1994,0
13211,TAJ,702,1995,0
13212,TAJ,702,1996,0
13213,TAJ,702,1997,0
13214,TAJ,702,1998,0
13215,TAJ,702,1999,0
13216,TAJ,702,2000,0
13217,TAJ,702,2001,0
13218,TAJ,702,2002,0
13219,TAJ,702,2003,0
13220,TAJ,702,2004,0
13221,TAJ,702,2005,0
13222,TAJ,702,2006,0
13223,TAJ,702,2007,0
13224,TAJ,702,2008,0
13225,TAJ,702,2009,0
13226,TAJ,702,2010,0
13227,TAJ,702,2011,0
13228,TAJ,702,2012,0
13229,TAJ,702,2013,0
13230,TAJ,702,2014,0
13231,KYR,703,1991,0
13232,KYR,703,1992,0
13233,KYR,703,1993,0
13234,KYR,703,1994,0
13235,KYR,703,1995,0
13236,KYR,703,1996,0
13237,KYR,703,1997,0
13238,KYR,703,1998,0
13239,KYR,703,1999,0
13240,KYR,703,2000,0
13241,KYR,703,2001,0
13242,KYR,703,2002,0
13243,KYR,703,2003,0
13244,KYR,703,2004,0
13245,KYR,703,2005,0
13246,KYR,703,2006,0
13247,KYR,703,2007,0
13248,KYR,703,2008,0
13249,KYR,703,2009,0
13250,KYR,703,2010,0
13251,KYR,703,2011,0
13252,KYR,703,2012,0
13253,KYR,703,2013,0
13254,KYR,703,2014,0
13255,UZB,704,1991,0
13256,UZB,704,1992,0
13257,UZB,704,1993,0
13258,UZB,704,1994,0
13259,UZB,704,1995,0
13260,UZB,704,1996,0
13261,UZB,704,1997,0
13262,UZB,704,1998,0
13263,UZB,704,1999,0
13264,UZB,704,2000,0
13265,UZB,704,2001,0
13266,UZB,704,2002,0
13267,UZB,704,2003,0
13268,UZB,704,2004,0
13269,UZB,704,2005,0
13270,UZB,704,2006,0
13271,UZB,704,2007,0
13272,UZB,704,2008,0
13273,UZB,704,2009,0
13274,UZB,704,2010,0
13275,UZB,704,2011,0
13276,UZB,704,2012,0
13277,UZB,704,2013,0
13278,UZB,704,2014,0
13279,KZK,705,1991,0
13280,KZK,705,1992,0
13281,KZK,705,1993,0
13282,KZK,705,1994,0
13283,KZK,705,1995,0
13284,KZK,705,1996,0
13285,KZK,705,1997,0
13286,KZK,705,1998,0
13287,KZK,705,1999,0
13288,KZK,705,2000,0
