id,stateabb1,ccode1,stateabb2,ccode2,year,defense,milex_1,milex_2,tpop_1,tpop_2
105,USA,2,CUB,40,1946,1,45133984,-9,141389.0,5040.0
106,USA,2,CUB,40,1947,1,14315999,-9,144126.0,5150.0
107,USA,2,CUB,40,1948,1,10960998,39943,147208.0,5287.0
108,USA,2,CUB,40,1949,1,13503000,-9,149767.0,5399.0
109,USA,2,CUB,40,1950,1,14559000,39175,152271.0,5858.0
110,USA,2,CUB,40,1951,1,33398000,-9,154878.0,5638.0
111,USA,2,CUB,40,1952,1,47852000,56000,157553.0,5759.0
112,USA,2,CUB,40,1953,1,49621008,53000,160184.0,6129.0
113,USA,2,CUB,40,1954,1,42786000,-9,163026.0,6254.0
114,USA,2,CUB,40,1955,1,40518000,54000,165931.0,6426.0
115,USA,2,CUB,40,1956,1,41773008,51000,168903.0,6513.0
116,USA,2,CUB,40,1957,1,44548000,56100,171984.0,6641.0
117,USA,2,CUB,40,1958,1,45503008,-9,174882.0,6763.0
118,USA,2,CUB,40,1959,1,46614000,-9,177830.0,6901.0
119,USA,2,CUB,40,1960,1,45380000,175000,180671.0,7029.0
120,USA,2,CUB,40,1961,1,47808000,175000,183691.0,7134.0
121,USA,2,CUB,40,1962,1,52381008,200000,186538.0,7254.0
122,USA,2,HAI,41,1936,0,932600,1360,128181.0,2080.0
123,USA,2,HAI,41,1937,0,1032900,1500,128961.0,2120.0
124,USA,2,HAI,41,1938,0,1131499,1760,129969.0,2150.0
125,USA,2,HAI,41,1939,0,980000,1760,131028.0,2790.0
126,USA,2,HAI,41,1940,0,1657000,-9,132122.0,2830.0
127,USA,2,HAI,41,1941,0,6301000,1509,133402.0,2880.0
128,USA,2,HAI,41,1942,0,26001000,1509,134860.0,2940.0
129,USA,2,HAI,41,1943,0,72109000,-9,136739.0,2980.0
130,USA,2,HAI,41,1944,0,87000000,-9,138397.0,3030.0
131,USA,2,HAI,41,1945,1,90000000,-9,139928.0,3090.0
132,USA,2,HAI,41,1946,1,45133984,1940,141389.0,3140.0
133,USA,2,HAI,41,1947,1,14315999,2300,144126.0,3200.0
134,USA,2,HAI,41,1948,1,10960998,2740,147208.0,3233.0
135,USA,2,HAI,41,1949,1,13503000,3120,149767.0,3293.0
136,USA,2,HAI,41,1950,1,14559000,3540,152271.0,3097.0
137,USA,2,HAI,41,1951,1,33398000,3960,154878.0,3149.0
138,USA,2,HAI,41,1952,1,47852000,4580,157553.0,3200.0
139,USA,2,HAI,41,1953,1,49621008,5260,160184.0,3251.0
140,USA,2,HAI,41,1954,1,42786000,5140,163026.0,3302.0
141,USA,2,HAI,41,1955,1,40518000,5180,165931.0,3354.0
142,USA,2,HAI,41,1956,1,41773008,5440,168903.0,3407.0
143,USA,2,HAI,41,1957,1,44548000,5940,171984.0,3460.0
144,USA,2,HAI,41,1958,1,45503008,7000,174882.0,3514.0
145,USA,2,HAI,41,1959,1,46614000,6880,177830.0,3568.0
146,USA,2,HAI,41,1960,1,45380000,6560,180671.0,3804.0
147,USA,2,HAI,41,1961,1,47808000,6340,183691.0,3872.0
148,USA,2,HAI,41,1962,1,52381008,6320,186538.0,3940.0
149,USA,2,HAI,41,1963,1,52295008,6700,189242.0,4008.0
150,USA,2,HAI,41,1964,1,51213008,7760,191889.0,4075.0
151,USA,2,HAI,41,1965,1,51827008,7360,194303.0,4143.0
152,USA,2,HAI,41,1966,1,67572000,7080,196560.0,4219.0
153,USA,2,HAI,41,1967,1,75448000,7160,198712.0,4294.0
154,USA,2,HAI,41,1968,1,80732000,7160,200706.0,4370.0
155,USA,2,HAI,41,1969,1,81446000,7160,202677.0,4445.0
156,USA,2,HAI,41,1970,1,77827008,7160,205052.0,4520.0
157,USA,2,HAI,41,1971,1,74862000,7320,207661.0,4600.0
158,USA,2,HAI,41,1972,1,77639000,7280,209896.0,4680.0
159,USA,2,HAI,41,1973,1,78385000,7980,211909.0,4760.0
160,USA,2,HAI,41,1974,1,85906000,8460,213854.0,4840.0
161,USA,2,HAI,41,1975,1,90948000,10180,215973.0,4920.0
162,USA,2,HAI,41,1976,1,91013000,11160,218035.0,5007.0
163,USA,2,HAI,41,1977,1,100925000,12280,220239.0,5093.0
164,USA,2,HAI,41,1978,1,109247000,13000,222585.0,5180.0
165,USA,2,HAI,41,1979,1,122279000,13600,225055.0,5266.0
166,USA,2,HAI,41,1980,1,143981000,15000,227726.0,5353.0
167,USA,2,HAI,41,1981,1,169888000,24000,229966.0,5455.0
168,USA,2,HAI,41,1982,1,196345000,26000,232188.0,5558.0
169,USA,2,HAI,41,1983,1,217198000,28000,234307.0,5660.0
170,USA,2,HAI,41,1984,1,237052000,30000,236348.0,5762.0
171,USA,2,HAI,41,1985,1,245154000,30540,238466.0,5865.0
172,USA,2,HAI,41,1986,1,265480000,-9,240651.0,5989.0
173,USA,2,HAI,41,1987,1,273966000,42000,242804.0,6113.0
174,USA,2,HAI,41,1988,1,281935000,35000,245021.0,6238.0
175,USA,2,HAI,41,1989,1,294880000,45000,247342.0,6362.0
176,USA,2,HAI,41,1990,1,289755000,16900,249907.0,6486.0
177,USA,2,HAI,41,1991,1,262389000,29400,252618.0,6625.0
178,USA,2,HAI,41,1992,1,286892000,55000,255391.0,6764.0
179,USA,2,HAI,41,1993,1,297600000,-9,258132.0,6903.0
180,USA,2,HAI,41,1994,1,293214000,-9,260602.0,7041.0
181,USA,2,HAI,41,1995,1,277834000,59000,262755.0,7180.0
182,USA,2,HAI,41,1996,1,277254000,102000,265284.0,7336.0
183,USA,2,HAI,41,1997,1,276324000,46000,267901.0,7492.0
184,USA,2,HAI,41,1998,1,279702000,49000,274028.0,7952.0
185,USA,2,HAI,41,1999,1,292147000,50000,276218.0,8087.0
186,USA,2,HAI,41,2000,1,303136000,43000,278357.0,8222.0
187,USA,2,HAI,41,2001,1,322365000,40000,285112.0,8132.0
188,USA,2,HAI,41,2002,1,348555000,32000,290270.0,8860.0
189,USA,2,HAI,41,2003,1,404920000,22000,292883.0,8996.0
190,USA,2,HAI,41,2004,1,455908000,-9,295487.0,9130.0
191,USA,2,HAI,41,2005,1,495326000,-9,298166.0,9261.0
192,USA,2,HAI,41,2006,1,521840000,-9,300943.0,9389.0
193,USA,2,HAI,41,2007,1,552568000,-9,303787.0,9514.0
194,USA,2,HAI,41,2008,1,616073000,-9,306657.0,9638.0
195,USA,2,HAI,41,2009,1,662049000,-9,309492.0,9765.0
196,USA,2,HAI,41,2010,1,693600000,-9,312247.0,9896.0
197,USA,2,HAI,41,2011,1,687000000,-9,314912.0,10033.0
198,USA,2,HAI,41,2012,1,655388000,-9,317505.0,10174.0
199,USA,2,DOM,42,1936,0,932600,1800,128181.0,1520.0
200,USA,2,DOM,42,1937,0,1032900,2000,128961.0,1560.0
201,USA,2,DOM,42,1938,0,1131499,1900,129969.0,1600.0
202,USA,2,DOM,42,1939,0,980000,1900,131028.0,1630.0
203,USA,2,DOM,42,1940,0,1657000,-9,132122.0,1760.0
204,USA,2,DOM,42,1941,0,6301000,-9,133402.0,1800.0
205,USA,2,DOM,42,1942,0,26001000,2113,134860.0,1840.0
206,USA,2,DOM,42,1943,0,72109000,2355,136739.0,1890.0
207,USA,2,DOM,42,1944,0,87000000,3141,138397.0,1930.0
208,USA,2,DOM,42,1945,1,90000000,3574,139928.0,1980.0
209,USA,2,DOM,42,1946,1,45133984,3856,141389.0,2030.0
210,USA,2,DOM,42,1947,1,14315999,5500,144126.0,2080.0
211,USA,2,DOM,42,1948,1,10960998,-9,147208.0,2130.0
212,USA,2,DOM,42,1949,1,13503000,-9,149767.0,2190.0
213,USA,2,DOM,42,1950,1,14559000,17649,152271.0,2240.0
214,USA,2,DOM,42,1951,1,33398000,-9,154878.0,2310.0
215,USA,2,DOM,42,1952,1,47852000,-9,157553.0,2297.0
216,USA,2,DOM,42,1953,1,49621008,25178,160184.0,2379.0
217,USA,2,DOM,42,1954,1,42786000,22369,163026.0,2464.0
218,USA,2,DOM,42,1955,1,40518000,30372,165931.0,2554.0
219,USA,2,DOM,42,1956,1,41773008,-9,168903.0,2644.0
220,USA,2,DOM,42,1957,1,44548000,-9,171984.0,2740.0
221,USA,2,DOM,42,1958,1,45503008,34500,174882.0,2839.0
222,USA,2,DOM,42,1959,1,46614000,42600,177830.0,2941.0
223,USA,2,DOM,42,1960,1,45380000,33400,180671.0,3231.0
224,USA,2,DOM,42,1961,1,47808000,31600,183691.0,3341.0
225,USA,2,DOM,42,1962,1,52381008,33100,186538.0,3453.0
226,USA,2,DOM,42,1963,1,52295008,34000,189242.0,3569.0
227,USA,2,DOM,42,1964,1,51213008,37000,191889.0,3687.0
228,USA,2,DOM,42,1965,1,51827008,35000,194303.0,3806.0
229,USA,2,DOM,42,1966,1,67572000,32400,196560.0,3926.0
230,USA,2,DOM,42,1967,1,75448000,31200,198712.0,4049.0
231,USA,2,DOM,42,1968,1,80732000,32500,200706.0,4173.0
232,USA,2,DOM,42,1969,1,81446000,31000,202677.0,4222.0
233,USA,2,DOM,42,1970,1,77827008,31600,205052.0,4062.0
234,USA,2,DOM,42,1971,1,74862000,31900,207661.0,4182.0
235,USA,2,DOM,42,1972,1,77639000,34400,209896.0,4305.0
236,USA,2,DOM,42,1973,1,78385000,36600,211909.0,4432.0
237,USA,2,DOM,42,1974,1,85906000,47600,213854.0,4562.0
238,USA,2,DOM,42,1975,1,90948000,57200,215973.0,4697.0
239,USA,2,DOM,42,1976,1,91013000,67400,218035.0,4835.0
240,USA,2,DOM,42,1977,1,100925000,75800,220239.0,5303.0
241,USA,2,DOM,42,1978,1,109247000,87100,222585.0,5431.0
242,USA,2,DOM,42,1979,1,122279000,158000,225055.0,5562.0
243,USA,2,DOM,42,1980,1,143981000,165000,227726.0,5697.0
244,USA,2,DOM,42,1981,1,169888000,118000,229966.0,5836.0
245,USA,2,DOM,42,1982,1,196345000,128000,232188.0,5978.0
246,USA,2,DOM,42,1983,1,217198000,129000,234307.0,6123.0
247,USA,2,DOM,42,1984,1,237052000,156000,236348.0,6269.0
248,USA,2,DOM,42,1985,1,245154000,50990,238466.0,6416.0
249,USA,2,DOM,42,1986,1,265480000,68690,240651.0,6565.0
250,USA,2,DOM,42,1987,1,273966000,76600,242804.0,6716.0
251,USA,2,DOM,42,1988,1,281935000,60000,245021.0,6867.0
252,USA,2,DOM,42,1989,1,294880000,60620,247342.0,7019.0
253,USA,2,DOM,42,1990,1,289755000,57210,249907.0,7170.0
254,USA,2,DOM,42,1991,1,262389000,34790,252618.0,7320.0
255,USA,2,DOM,42,1992,1,286892000,59000,255391.0,7471.0
256,USA,2,DOM,42,1993,1,297600000,108000,258132.0,7620.0
257,USA,2,DOM,42,1994,1,293214000,115000,260602.0,7769.0
258,USA,2,DOM,42,1995,1,277834000,109000,262755.0,7915.0
259,USA,2,DOM,42,1996,1,277254000,116000,265284.0,8052.0
260,USA,2,DOM,42,1997,1,276324000,119000,267901.0,8097.0
261,USA,2,DOM,42,1998,1,279702000,115000,274028.0,8232.0
262,USA,2,DOM,42,1999,1,292147000,114000,276218.0,8364.0
263,USA,2,DOM,42,2000,1,303136000,169000,278357.0,8495.0
264,USA,2,DOM,42,2001,1,322365000,156000,285112.0,8688.0
265,USA,2,DOM,42,2002,1,348555000,229000,290270.0,8935.0
266,USA,2,DOM,42,2003,1,404920000,156000,292883.0,9071.0
267,USA,2,DOM,42,2004,1,455908000,128000,295487.0,9207.0
268,USA,2,DOM,42,2005,1,495326000,273000,298166.0,9343.0
269,USA,2,DOM,42,2006,1,521840000,256000,300943.0,9479.0
270,USA,2,DOM,42,2007,1,552568000,271000,303787.0,9615.0
271,USA,2,DOM,42,2008,1,616073000,278000,306657.0,9750.0
272,USA,2,DOM,42,2009,1,662049000,265000,309492.0,9884.0
273,USA,2,DOM,42,2010,1,693600000,231000,312247.0,10017.0
274,USA,2,DOM,42,2011,1,687000000,342000,314912.0,10148.0
275,USA,2,DOM,42,2012,1,655388000,363000,317505.0,10277.0
276,USA,2,JAM,51,1969,1,81446000,5321,202677.0,1844.0
277,USA,2,JAM,51,1970,1,77827008,6441,205052.0,1810.0
278,USA,2,JAM,51,1971,1,74862000,7788,207661.0,1890.0
279,USA,2,JAM,51,1972,1,77639000,8863,209896.0,1930.0
280,USA,2,JAM,51,1973,1,78385000,14520,211909.0,1960.0
281,USA,2,JAM,51,1974,1,85906000,16939,213854.0,1990.0
282,USA,2,JAM,51,1975,1,90948000,21999,215973.0,2030.0
283,USA,2,JAM,51,1976,1,91013000,29260,218035.0,2050.0
284,USA,2,JAM,51,1977,1,100925000,31020,220239.0,2074.0
285,USA,2,JAM,51,1978,1,109247000,27419,222585.0,2100.0
286,USA,2,JAM,51,1979,1,122279000,25014,225055.0,2120.0
287,USA,2,JAM,51,1980,1,143981000,23448,227726.0,2140.0
288,USA,2,JAM,51,1981,1,169888000,36112,229966.0,2180.0
289,USA,2,JAM,51,1982,1,196345000,35997,232188.0,2190.0
290,USA,2,JAM,51,1983,1,217198000,39014,234307.0,2241.0
291,USA,2,JAM,51,1984,1,237052000,26332,236348.0,2280.0
292,USA,2,JAM,51,1985,1,245154000,25557,238466.0,2311.0
293,USA,2,JAM,51,1986,1,265480000,20620,240651.0,2340.0
294,USA,2,JAM,51,1987,1,273966000,25060,242804.0,2350.0
295,USA,2,JAM,51,1988,1,281935000,34000,245021.0,2360.0
296,USA,2,JAM,51,1989,1,294880000,27680,247342.0,2390.0
297,USA,2,JAM,51,1990,1,289755000,32520,249907.0,2415.0
298,USA,2,JAM,51,1991,1,262389000,24600,252618.0,2366.0
299,USA,2,JAM,51,1992,1,286892000,19360,255391.0,2424.0
300,USA,2,JAM,51,1993,1,297600000,27000,258132.0,2446.0
301,USA,2,JAM,51,1994,1,293214000,28000,260602.0,2473.0
302,USA,2,JAM,51,1995,1,277834000,28000,262755.0,2500.0
303,USA,2,JAM,51,1996,1,277254000,28000,265284.0,2515.0
304,USA,2,JAM,51,1997,1,276324000,42000,267901.0,2554.0
305,USA,2,JAM,51,1998,1,279702000,45000,274028.0,2538.0
306,USA,2,JAM,51,1999,1,292147000,51000,276218.0,2560.0
307,USA,2,JAM,51,2000,1,303136000,42000,278357.0,2583.0
308,USA,2,JAM,51,2001,1,322365000,40000,285112.0,2604.0
309,USA,2,JAM,51,2002,1,348555000,56000,290270.0,2627.0
310,USA,2,JAM,51,2003,1,404920000,52000,292883.0,2647.0
311,USA,2,JAM,51,2004,1,455908000,53000,295487.0,2666.0
312,USA,2,JAM,51,2005,1,495326000,56000,298166.0,2682.0
313,USA,2,JAM,51,2006,1,521840000,57000,300943.0,2696.0
314,USA,2,JAM,51,2007,1,552568000,108000,303787.0,2708.0
315,USA,2,JAM,51,2008,1,616073000,96000,306657.0,2719.0
316,USA,2,JAM,51,2009,1,662049000,62000,309492.0,2730.0
317,USA,2,JAM,51,2010,1,693600000,102000,312247.0,2741.0
318,USA,2,JAM,51,2011,1,687000000,139000,314912.0,2755.0
319,USA,2,JAM,51,2012,1,655388000,139000,317505.0,2769.0
320,USA,2,TRI,52,1967,1,75448000,2632,198712.0,1010.0
321,USA,2,TRI,52,1968,1,80732000,2350,200706.0,1021.0
322,USA,2,TRI,52,1969,1,81446000,2850,202677.0,1028.0
323,USA,2,TRI,52,1970,1,77827008,3350,205052.0,971.0
324,USA,2,TRI,52,1971,1,74862000,3949,207661.0,978.0
325,USA,2,TRI,52,1972,1,77639000,4164,209896.0,988.0
326,USA,2,TRI,52,1973,1,78385000,3726,211909.0,997.0
327,USA,2,TRI,52,1974,1,85906000,4627,213854.0,1004.0
328,USA,2,TRI,52,1975,1,90948000,5991,215973.0,1012.0
329,USA,2,TRI,52,1976,1,91013000,6564,218035.0,1023.0
330,USA,2,TRI,52,1977,1,100925000,8042,220239.0,1035.0
331,USA,2,TRI,52,1978,1,109247000,14900,222585.0,1049.0
332,USA,2,TRI,52,1979,1,122279000,21903,225055.0,1064.0
333,USA,2,TRI,52,1980,1,143981000,29103,227726.0,1082.0
334,USA,2,TRI,52,1981,1,169888000,43009,229966.0,1094.0
335,USA,2,TRI,52,1982,1,196345000,68790,232188.0,1116.0
336,USA,2,TRI,52,1983,1,217198000,81022,234307.0,1139.0
337,USA,2,TRI,52,1984,1,237052000,75020,236348.0,1170.0
338,USA,2,TRI,52,1985,1,245154000,73470,238466.0,1178.0
339,USA,2,TRI,52,1986,1,265480000,193750,240651.0,1195.0
340,USA,2,TRI,52,1987,1,273966000,-9,242804.0,1193.0
341,USA,2,TRI,52,1988,1,281935000,-9,245021.0,1208.0
342,USA,2,TRI,52,1989,1,294880000,59000,247342.0,1206.0
343,USA,2,TRI,52,1990,1,289755000,-9,249907.0,1215.0
344,USA,2,TRI,52,1991,1,262389000,29000,252618.0,1225.0
345,USA,2,TRI,52,1992,1,286892000,74000,255391.0,1240.0
346,USA,2,TRI,52,1993,1,297600000,-9,258132.0,1247.0
347,USA,2,TRI,52,1994,1,293214000,77000,260602.0,1250.0
348,USA,2,TRI,52,1995,1,277834000,72000,262755.0,1260.0
349,USA,2,TRI,52,1996,1,277254000,67000,265284.0,1264.0
350,USA,2,TRI,52,1997,1,276324000,40000,267901.0,1307.0
351,USA,2,TRI,52,1998,1,279702000,44000,274028.0,1283.0
352,USA,2,TRI,52,1999,1,292147000,40000,276218.0,1289.0
353,USA,2,TRI,52,2000,1,303136000,62000,278357.0,1295.0
354,USA,2,TRI,52,2001,1,322365000,67000,285112.0,1267.0
355,USA,2,TRI,52,2002,1,348555000,28000,290270.0,1278.0
356,USA,2,TRI,52,2003,1,404920000,55000,292883.0,1284.0
357,USA,2,TRI,52,2004,1,455908000,70000,295487.0,1290.0
358,USA,2,TRI,52,2005,1,495326000,64000,298166.0,1297.0
359,USA,2,TRI,52,2006,1,521840000,52000,300943.0,1303.0
360,USA,2,TRI,52,2007,1,552568000,55000,303787.0,1310.0
361,USA,2,TRI,52,2008,1,616073000,143000,306657.0,1316.0
362,USA,2,TRI,52,2009,1,662049000,106000,309492.0,1323.0
363,USA,2,TRI,52,2010,1,693600000,170000,312247.0,1328.0
364,USA,2,TRI,52,2011,1,687000000,379000,314912.0,1333.0
365,USA,2,TRI,52,2012,1,655388000,460000,317505.0,1337.0
366,USA,2,BAR,53,1967,1,75448000,0,198712.0,249.0
367,USA,2,BAR,53,1968,1,80732000,0,200706.0,252.0
368,USA,2,BAR,53,1969,1,81446000,0,202677.0,253.0
369,USA,2,BAR,53,1970,1,77827008,0,205052.0,239.0
370,USA,2,BAR,53,1971,1,74862000,600,207661.0,240.0
371,USA,2,BAR,53,1972,1,77639000,800,209896.0,242.0
372,USA,2,BAR,53,1973,1,78385000,1000,211909.0,243.0
373,USA,2,BAR,53,1974,1,85906000,1000,213854.0,244.0
374,USA,2,BAR,53,1975,1,90948000,1000,215973.0,246.0
375,USA,2,BAR,53,1976,1,91013000,800,218035.0,246.0
376,USA,2,BAR,53,1977,1,100925000,1000,220239.0,247.0
377,USA,2,BAR,53,1978,1,109247000,1000,222585.0,248.0
378,USA,2,BAR,53,1979,1,122279000,3000,225055.0,248.0
379,USA,2,BAR,53,1980,1,143981000,10000,227726.0,249.0
380,USA,2,BAR,53,1981,1,169888000,11000,229966.0,250.0
381,USA,2,BAR,53,1982,1,196345000,8000,232188.0,250.0
382,USA,2,BAR,53,1983,1,217198000,9000,234307.0,251.0
383,USA,2,BAR,53,1984,1,237052000,11000,236348.0,252.0
384,USA,2,BAR,53,1985,1,245154000,10000,238466.0,253.0
385,USA,2,BAR,53,1986,1,265480000,9000,240651.0,253.0
386,USA,2,BAR,53,1987,1,273966000,8000,242804.0,254.0
387,USA,2,BAR,53,1988,1,281935000,11000,245021.0,254.0
388,USA,2,BAR,53,1989,1,294880000,10000,247342.0,255.0
389,USA,2,BAR,53,1990,1,289755000,21300,249907.0,257.0
390,USA,2,BAR,53,1991,1,262389000,-9,252618.0,258.0
391,USA,2,BAR,53,1992,1,286892000,-9,255391.0,263.0
392,USA,2,BAR,53,1993,1,297600000,12000,258132.0,264.0
393,USA,2,BAR,53,1994,1,293214000,13000,260602.0,264.0
394,USA,2,BAR,53,1995,1,277834000,14000,262755.0,264.0
395,USA,2,BAR,53,1996,1,277254000,14000,265284.0,264.0
396,USA,2,BAR,53,1997,1,276324000,12000,267901.0,262.0
397,USA,2,BAR,53,1998,1,279702000,13000,274028.0,268.0
398,USA,2,BAR,53,1999,1,292147000,12000,276218.0,269.0
399,USA,2,BAR,53,2000,1,303136000,13000,278357.0,270.0
400,USA,2,BAR,53,2001,1,322365000,13000,285112.0,270.0
401,USA,2,BAR,53,2002,1,348555000,13000,290270.0,270.0
402,USA,2,BAR,53,2003,1,404920000,24000,292883.0,271.0
403,USA,2,BAR,53,2004,1,455908000,24000,295487.0,272.0
404,USA,2,BAR,53,2005,1,495326000,26000,298166.0,274.0
405,USA,2,BAR,53,2006,1,521840000,27000,300943.0,275.0
406,USA,2,BAR,53,2007,1,552568000,28000,303787.0,276.0
407,USA,2,BAR,53,2008,1,616073000,30000,306657.0,278.0
408,USA,2,BAR,53,2009,1,662049000,26000,309492.0,279.0
409,USA,2,BAR,53,2010,1,693600000,30000,312247.0,280.0
410,USA,2,BAR,53,2011,1,687000000,33000,314912.0,282.0
411,USA,2,BAR,53,2012,1,655388000,33000,317505.0,283.0
412,USA,2,DMA,54,1979,1,122279000,240,225055.0,77.0
413,USA,2,DMA,54,1980,1,143981000,-9,227726.0,74.0
414,USA,2,DMA,54,1981,1,169888000,-9,229966.0,74.0
415,USA,2,DMA,54,1982,1,196345000,-9,232188.0,76.0
416,USA,2,DMA,54,1983,1,217198000,-9,234307.0,76.0
417,USA,2,DMA,54,1984,1,237052000,-9,236348.0,75.0
418,USA,2,DMA,54,1985,1,245154000,-9,238466.0,75.0
419,USA,2,DMA,54,1986,1,265480000,0,240651.0,74.0
420,USA,2,DMA,54,1987,1,273966000,0,242804.0,73.0
421,USA,2,DMA,54,1988,1,281935000,0,245021.0,73.0
422,USA,2,DMA,54,1989,1,294880000,0,247342.0,72.0
423,USA,2,DMA,54,1990,1,289755000,0,249907.0,72.0
424,USA,2,DMA,54,1991,1,262389000,0,252618.0,71.0
425,USA,2,DMA,54,1992,1,286892000,0,255391.0,72.0
426,USA,2,DMA,54,1993,1,297600000,0,258132.0,73.0
427,USA,2,DMA,54,1994,1,293214000,0,260602.0,74.0
428,USA,2,DMA,54,1995,1,277834000,0,262755.0,71.0
429,USA,2,DMA,54,1996,1,277254000,0,265284.0,74.0
430,USA,2,DMA,54,1997,1,276324000,0,267901.0,71.0
431,USA,2,DMA,54,1998,1,279702000,0,274028.0,71.0
432,USA,2,DMA,54,1999,1,292147000,0,276218.0,71.0
433,USA,2,DMA,54,2000,1,303136000,0,278357.0,71.0
434,USA,2,DMA,54,2001,1,322365000,0,285112.0,71.0
435,USA,2,DMA,54,2002,1,348555000,0,290270.0,70.0
436,USA,2,DMA,54,2003,1,404920000,0,292883.0,70.0
437,USA,2,DMA,54,2004,1,455908000,0,295487.0,70.0
438,USA,2,DMA,54,2005,1,495326000,0,298166.0,71.0
439,USA,2,DMA,54,2006,1,521840000,0,300943.0,71.0
440,USA,2,DMA,54,2007,1,552568000,0,303787.0,71.0
441,USA,2,DMA,54,2008,1,616073000,0,306657.0,71.0
442,USA,2,DMA,54,2009,1,662049000,0,309492.0,71.0
443,USA,2,DMA,54,2010,1,693600000,0,312247.0,71.0
444,USA,2,DMA,54,2011,1,687000000,0,314912.0,71.0
445,USA,2,DMA,54,2012,1,655388000,0,317505.0,72.0
446,USA,2,GRN,55,1975,1,90948000,1700,215973.0,105.0
447,USA,2,GRN,55,1976,1,91013000,1829,218035.0,107.0
448,USA,2,GRN,55,1977,1,100925000,2262,220239.0,108.0
449,USA,2,GRN,55,1978,1,109247000,-9,222585.0,109.0
450,USA,2,GRN,55,1979,1,122279000,-9,225055.0,109.0
451,USA,2,GRN,55,1980,1,143981000,-9,227726.0,109.0
452,USA,2,GRN,55,1981,1,169888000,-9,229966.0,88.0
453,USA,2,GRN,55,1982,1,196345000,6730,232188.0,89.0
454,USA,2,GRN,55,1983,1,217198000,2300,234307.0,91.0
455,USA,2,GRN,55,1984,1,237052000,-9,236348.0,94.0
456,USA,2,GRN,55,1985,1,245154000,-9,238466.0,91.0
457,USA,2,GRN,55,1986,1,265480000,-9,240651.0,97.0
458,USA,2,GRN,55,1987,1,273966000,-9,242804.0,97.0
459,USA,2,GRN,55,1988,1,281935000,-9,245021.0,90.0
460,USA,2,GRN,55,1989,1,294880000,-9,247342.0,91.0
461,USA,2,GRN,55,1990,1,289755000,-9,249907.0,91.0
462,USA,2,GRN,55,1991,1,262389000,-9,252618.0,91.0
463,USA,2,GRN,55,1992,1,286892000,-9,255391.0,91.0
464,USA,2,GRN,55,1993,1,297600000,-9,258132.0,92.0
465,USA,2,GRN,55,1994,1,293214000,0,260602.0,92.0
466,USA,2,GRN,55,1995,1,277834000,0,262755.0,92.0
467,USA,2,GRN,55,1996,1,277254000,0,265284.0,92.0
468,USA,2,GRN,55,1997,1,276324000,0,267901.0,93.0
469,USA,2,GRN,55,1998,1,279702000,0,274028.0,93.0
470,USA,2,GRN,55,1999,1,292147000,0,276218.0,93.0
471,USA,2,GRN,55,2000,1,303136000,0,278357.0,94.0
472,USA,2,GRN,55,2001,1,322365000,0,285112.0,101.0
473,USA,2,GRN,55,2002,1,348555000,0,290270.0,102.0
474,USA,2,GRN,55,2003,1,404920000,0,292883.0,102.0
475,USA,2,GRN,55,2004,1,455908000,0,295487.0,103.0
476,USA,2,GRN,55,2005,1,495326000,0,298166.0,103.0
477,USA,2,GRN,55,2006,1,521840000,0,300943.0,103.0
478,USA,2,GRN,55,2007,1,552568000,0,303787.0,104.0
479,USA,2,GRN,55,2008,1,616073000,0,306657.0,104.0
480,USA,2,GRN,55,2009,1,662049000,0,309492.0,104.0
481,USA,2,GRN,55,2010,1,693600000,0,312247.0,105.0
482,USA,2,GRN,55,2011,1,687000000,0,314912.0,105.0
483,USA,2,GRN,55,2012,1,655388000,0,317505.0,105.0
484,USA,2,SLU,56,1979,1,122279000,0,225055.0,121.0
485,USA,2,SLU,56,1980,1,143981000,0,227726.0,124.0
486,USA,2,SLU,56,1981,1,169888000,0,229966.0,126.0
487,USA,2,SLU,56,1982,1,196345000,0,232188.0,129.0
488,USA,2,SLU,56,1983,1,217198000,0,234307.0,131.0
489,USA,2,SLU,56,1984,1,237052000,0,236348.0,134.0
490,USA,2,SLU,56,1985,1,245154000,0,238466.0,137.0
491,USA,2,SLU,56,1986,1,265480000,0,240651.0,140.0
492,USA,2,SLU,56,1987,1,273966000,0,242804.0,142.0
493,USA,2,SLU,56,1988,1,281935000,0,245021.0,145.0
494,USA,2,SLU,56,1989,1,294880000,0,247342.0,148.0
495,USA,2,SLU,56,1990,1,289755000,0,249907.0,133.0
496,USA,2,SLU,56,1991,1,262389000,0,252618.0,135.0
497,USA,2,SLU,56,1992,1,286892000,0,255391.0,137.0
498,USA,2,SLU,56,1993,1,297600000,0,258132.0,139.0
499,USA,2,SLU,56,1994,1,293214000,0,260602.0,141.0
500,USA,2,SLU,56,1995,1,277834000,0,262755.0,145.0
501,USA,2,SLU,56,1996,1,277254000,0,265284.0,144.0
502,USA,2,SLU,56,1997,1,276324000,0,267901.0,146.0
503,USA,2,SLU,56,1998,1,279702000,0,274028.0,150.0
504,USA,2,SLU,56,1999,1,292147000,0,276218.0,152.0
505,USA,2,SLU,56,2000,1,303136000,0,278357.0,154.0
506,USA,2,SLU,56,2001,1,322365000,0,285112.0,158.0
507,USA,2,SLU,56,2002,1,348555000,0,290270.0,160.0
