stateabb,ccode,year,polyarchy,libdem,partipdem,delibdem,egaldem
KWT,690,1931,0.082,0.108,0.022,0.127,0.112
KWT,690,1932,0.082,0.108,0.022,0.127,0.112
KWT,690,1933,0.082,0.108,0.022,0.127,0.112
KWT,690,1934,0.082,0.108,0.022,0.127,0.112
KWT,690,1935,0.082,0.108,0.022,0.127,0.112
KWT,690,1936,0.082,0.108,0.022,0.127,0.112
KWT,690,1937,0.081,0.108,0.021,0.127,0.113
KWT,690,1938,0.081,0.107,0.021,0.141,0.113
KWT,690,1939,0.081,0.108,0.021,0.142,0.113
KWT,690,1940,0.081,0.111,0.021,0.142,0.108
KWT,690,1941,0.081,0.111,0.021,0.142,0.112
KWT,690,1942,0.081,0.111,0.021,0.142,0.112
KWT,690,1943,0.082,0.111,0.021,0.142,0.112
KWT,690,1944,0.082,0.111,0.021,0.142,0.112
KWT,690,1945,0.082,0.111,0.021,0.142,0.112
KWT,690,1946,0.082,0.111,0.021,0.142,0.112
KWT,690,1947,0.082,0.111,0.021,0.142,0.112
KWT,690,1948,0.082,0.111,0.021,0.142,0.112
KWT,690,1949,0.082,0.111,0.021,0.142,0.112
KWT,690,1950,0.091,0.114,0.028,0.185,0.115
KWT,690,1951,0.091,0.115,0.028,0.185,0.115
KWT,690,1952,0.091,0.115,0.028,0.185,0.115
KWT,690,1953,0.091,0.115,0.028,0.185,0.115
KWT,690,1954,0.091,0.115,0.028,0.185,0.115
KWT,690,1955,0.091,0.114,0.028,0.185,0.115
KWT,690,1956,0.091,0.115,0.028,0.185,0.115
KWT,690,1957,0.091,0.115,0.028,0.185,0.115
KWT,690,1958,0.091,0.115,0.028,0.185,0.115
KWT,690,1959,0.091,0.114,0.029,0.185,0.115
KWT,690,1960,0.095,0.123,0.055,0.186,0.119
KWT,690,1961,0.183,0.175,0.066,0.257,0.159
KWT,690,1962,0.195,0.215,0.078,0.269,0.177
KWT,690,1963,0.227,0.253,0.086,0.284,0.201
KWT,690,1964,0.227,0.253,0.086,0.284,0.201
KWT,690,1965,0.233,0.256,0.087,0.285,0.204
KWT,690,1966,0.292,0.283,0.103,0.309,0.227
KWT,690,1967,0.261,0.268,0.095,0.287,0.214
KWT,690,1968,0.259,0.268,0.094,0.287,0.214
KWT,690,1969,0.259,0.268,0.094,0.287,0.214
KWT,690,1970,0.26,0.268,0.094,0.288,0.215
KWT,690,1971,0.286,0.28,0.101,0.299,0.226
KWT,690,1972,0.287,0.281,0.101,0.3,0.226
KWT,690,1973,0.287,0.277,0.101,0.3,0.226
KWT,690,1974,0.287,0.277,0.101,0.3,0.226
KWT,690,1975,0.288,0.275,0.101,0.299,0.226
KWT,690,1976,0.099,0.131,0.061,0.217,0.165
KWT,690,1977,0.098,0.129,0.061,0.21,0.164
KWT,690,1978,0.098,0.129,0.061,0.21,0.165
KWT,690,1979,0.097,0.128,0.061,0.21,0.164
KWT,690,1980,0.09,0.129,0.056,0.212,0.16
KWT,690,1981,0.261,0.264,0.09,0.272,0.214
KWT,690,1982,0.277,0.27,0.094,0.279,0.22
KWT,690,1983,0.277,0.27,0.094,0.279,0.22
KWT,690,1984,0.277,0.27,0.094,0.279,0.22
KWT,690,1985,0.273,0.268,0.093,0.276,0.218
KWT,690,1986,0.09,0.129,0.056,0.203,0.162
KWT,690,1987,0.089,0.126,0.048,0.203,0.161
KWT,690,1988,0.089,0.125,0.048,0.203,0.161
KWT,690,1989,0.088,0.125,0.048,0.203,0.161
KWT,690,1990,0.088,0.114,0.028,0.172,0.17
KWT,690,1991,0.11,0.118,0.03,0.178,0.174
KWT,690,1992,0.202,0.24,0.074,0.252,0.199
KWT,690,1993,0.284,0.274,0.093,0.291,0.23
KWT,690,1994,0.284,0.274,0.093,0.291,0.23
KWT,690,1995,0.284,0.274,0.093,0.291,0.23
KWT,690,1996,0.285,0.274,0.093,0.292,0.231
KWT,690,1997,0.287,0.275,0.094,0.293,0.233
KWT,690,1998,0.288,0.276,0.094,0.293,0.233
KWT,690,1999,0.286,0.275,0.094,0.292,0.237
KWT,690,2000,0.285,0.274,0.094,0.291,0.229
KWT,690,2001,0.268,0.266,0.089,0.283,0.222
KWT,690,2002,0.281,0.271,0.092,0.289,0.227
KWT,690,2003,0.286,0.273,0.093,0.291,0.229
KWT,690,2004,0.285,0.273,0.093,0.291,0.229
KWT,690,2005,0.326,0.293,0.105,0.312,0.253
KWT,690,2006,0.325,0.293,0.104,0.312,0.254
KWT,690,2007,0.323,0.292,0.106,0.307,0.253
KWT,690,2008,0.324,0.292,0.105,0.308,0.254
KWT,690,2009,0.325,0.293,0.106,0.309,0.257
KWT,690,2010,0.329,0.295,0.107,0.32,0.261
KWT,690,2011,0.329,0.295,0.107,0.316,0.261
KWT,690,2012,0.317,0.288,0.105,0.308,0.255
KWT,690,2013,0.319,0.288,0.11,0.304,0.256
KWT,690,2014,0.322,0.29,0.112,0.312,0.258
KWT,690,2015,0.317,0.287,0.11,0.31,0.257
KWT,690,2016,0.318,0.289,0.111,0.31,0.257
KWT,690,2017,0.33,0.297,0.104,0.304,0.262
KWT,690,2018,0.322,0.293,0.094,0.303,0.254
KWT,690,2019,0.329,0.296,0.102,0.298,0.254
KWT,690,2020,0.325,0.291,0.101,0.298,0.252
KWT,690,2021,0.313,0.284,0.091,0.257,0.239
KWT,690,2022,0.312,0.296,0.101,0.275,0.238
KWT,690,2023,0.333,0.313,0.107,0.265,0.24
LTU,368,1918,0.155,0.126,0.107,0.17,0.167
LTU,368,1919,0.165,0.146,0.116,0.173,0.174
LTU,368,1920,0.474,0.354,0.254,0.319,0.322
LTU,368,1921,0.578,0.44,0.293,0.37,0.37
LTU,368,1922,0.583,0.445,0.303,0.375,0.379
LTU,368,1923,0.589,0.452,0.306,0.379,0.382
LTU,368,1924,0.577,0.439,0.305,0.372,0.375
LTU,368,1925,0.577,0.439,0.305,0.372,0.375
LTU,368,1926,0.525,0.402,0.273,0.335,0.349
LTU,368,1927,0.142,0.136,0.097,0.094,0.158
LTU,368,1928,0.142,0.136,0.091,0.049,0.159
LTU,368,1929,0.142,0.137,0.091,0.049,0.159
LTU,368,1930,0.142,0.141,0.091,0.049,0.159
LTU,368,1931,0.142,0.141,0.091,0.05,0.16
LTU,368,1932,0.142,0.141,0.091,0.05,0.16
LTU,368,1933,0.142,0.141,0.091,0.05,0.16
LTU,368,1934,0.142,0.141,0.09,0.05,0.16
LTU,368,1935,0.139,0.139,0.089,0.049,0.16
LTU,368,1936,0.142,0.14,0.085,0.046,0.162
LTU,368,1937,0.116,0.135,0.08,0.039,0.155
LTU,368,1938,0.116,0.135,0.08,0.039,0.155
LTU,368,1939,0.119,0.135,0.08,0.039,0.156
LTU,368,1990,0.8,0.728,0.495,0.691,0.698
LTU,368,1991,0.792,0.715,0.509,0.671,0.689
LTU,368,1992,0.799,0.734,0.602,0.678,0.689
LTU,368,1993,0.814,0.743,0.61,0.681,0.706
LTU,368,1994,0.831,0.76,0.624,0.697,0.723
LTU,368,1995,0.831,0.76,0.624,0.706,0.713
LTU,368,1996,0.827,0.758,0.62,0.71,0.709
LTU,368,1997,0.833,0.764,0.619,0.713,0.723
LTU,368,1998,0.826,0.757,0.61,0.709,0.724
LTU,368,1999,0.827,0.757,0.605,0.709,0.725
LTU,368,2000,0.823,0.76,0.611,0.71,0.72
LTU,368,2001,0.82,0.761,0.604,0.714,0.728
LTU,368,2002,0.82,0.761,0.599,0.718,0.728
LTU,368,2003,0.817,0.756,0.603,0.717,0.731
LTU,368,2004,0.823,0.763,0.602,0.723,0.739
LTU,368,2005,0.825,0.765,0.596,0.724,0.738
LTU,368,2006,0.825,0.764,0.593,0.74,0.739
LTU,368,2007,0.825,0.765,0.587,0.751,0.739
LTU,368,2008,0.826,0.767,0.603,0.752,0.741
LTU,368,2009,0.846,0.788,0.619,0.733,0.76
LTU,368,2010,0.848,0.793,0.614,0.735,0.761
LTU,368,2011,0.844,0.79,0.61,0.736,0.758
LTU,368,2012,0.84,0.784,0.605,0.73,0.742
LTU,368,2013,0.829,0.774,0.592,0.726,0.744
LTU,368,2014,0.832,0.775,0.626,0.737,0.746
LTU,368,2015,0.838,0.782,0.628,0.742,0.75
LTU,368,2016,0.824,0.769,0.615,0.681,0.731
LTU,368,2017,0.806,0.75,0.603,0.653,0.699
LTU,368,2018,0.817,0.754,0.614,0.62,0.699
LTU,368,2019,0.82,0.755,0.63,0.673,0.705
LTU,368,2020,0.81,0.755,0.612,0.681,0.703
LTU,368,2021,0.8,0.739,0.593,0.66,0.691
LTU,368,2022,0.8,0.741,0.593,0.66,0.687
LTU,368,2023,0.798,0.735,0.585,0.661,0.691
LUX,212,1815,,,,,
LUX,212,1816,,,,,
LUX,212,1817,,,,,
LUX,212,1818,,,,,
LUX,212,1819,,,,,
LUX,212,1820,,,,,
LUX,212,1821,,,,,
LUX,212,1822,,,,,
LUX,212,1823,,,,,
LUX,212,1824,,,,,
LUX,212,1825,,,,,
LUX,212,1826,,,,,
LUX,212,1827,,,,,
LUX,212,1828,,,,,
LUX,212,1829,,,,,
LUX,212,1830,,,,,
LUX,212,1831,,,,,
LUX,212,1832,,,,,
LUX,212,1833,,,,,
LUX,212,1834,,,,,
LUX,212,1835,,,,,
LUX,212,1836,,,,,
LUX,212,1837,,,,,
LUX,212,1838,,,,,
LUX,212,1839,,,,,
LUX,212,1840,,,,,
LUX,212,1841,,,,,
LUX,212,1842,,,,,
LUX,212,1843,,,,,
LUX,212,1844,,,,,
LUX,212,1845,,,,,
LUX,212,1846,,,,,
LUX,212,1847,,,,,
LUX,212,1848,,,,,
LUX,212,1849,,,,,
LUX,212,1850,,,,,
LUX,212,1851,,,,,
LUX,212,1852,,,,,
LUX,212,1853,,,,,
LUX,212,1854,,,,,
LUX,212,1855,,,,,
LUX,212,1856,,,,,
LUX,212,1857,,,,,
LUX,212,1858,,,,,
LUX,212,1859,,,,,
LUX,212,1860,,,,,
LUX,212,1861,,,,,
LUX,212,1862,,,,,
LUX,212,1863,,,,,
LUX,212,1864,,,,,
LUX,212,1865,,,,,
LUX,212,1866,,,,,
LUX,212,1867,,,,,
LUX,212,1868,,,,,
LUX,212,1869,,,,,
LUX,212,1870,,,,,
LUX,212,1871,,,,,
LUX,212,1872,,,,,
LUX,212,1873,,,,,
LUX,212,1874,,,,,
LUX,212,1875,,,,,
LUX,212,1876,,,,,
LUX,212,1877,,,,,
LUX,212,1878,,,,,
LUX,212,1879,,,,,
LUX,212,1880,,,,,
LUX,212,1881,,,,,
LUX,212,1882,,,,,
LUX,212,1883,,,,,
LUX,212,1884,,,,,
LUX,212,1885,,,,,
LUX,212,1886,,,,,
LUX,212,1887,,,,,
LUX,212,1888,,,,,
LUX,212,1889,,,,,
LUX,212,1890,,,,,
LUX,212,1891,,,,,
LUX,212,1892,,,,,
LUX,212,1893,,,,,
LUX,212,1894,,,,,
LUX,212,1895,,,,,
LUX,212,1896,,,,,
LUX,212,1897,,,,,
LUX,212,1898,,,,,
LUX,212,1899,,,,,
LUX,212,1900,,,,,
LUX,212,1901,,,,,
LUX,212,1902,,,,,
LUX,212,1903,,,,,
LUX,212,1904,,,,,
LUX,212,1905,,,,,
LUX,212,1906,,,,,
LUX,212,1907,,,,,
LUX,212,1908,,,,,
LUX,212,1909,,,,,
LUX,212,1910,,,,,
LUX,212,1911,,,,,
LUX,212,1912,,,,,
LUX,212,1913,,,,,
LUX,212,1914,,,,,
LUX,212,1915,0.297,0.204,0.158,0.089,0.225
LUX,212,1916,0.298,0.204,0.159,0.089,0.225
LUX,212,1917,0.3,0.207,0.162,0.1,0.227
LUX,212,1918,0.314,0.265,0.183,0.104,0.24
LUX,212,1919,0.527,0.42,0.338,0.318,0.375
LUX,212,1920,0.647,0.508,0.444,0.485,0.472
LUX,212,1921,0.647,0.508,0.444,0.485,0.472
LUX,212,1922,0.65,0.511,0.445,0.487,0.475
LUX,212,1923,0.651,0.512,0.446,0.49,0.477
LUX,212,1924,0.658,0.518,0.447,0.493,0.482
LUX,212,1925,0.659,0.521,0.449,0.497,0.485
LUX,212,1926,0.66,0.521,0.447,0.498,0.486
LUX,212,1927,0.66,0.521,0.445,0.498,0.486
LUX,212,1928,0.655,0.516,0.438,0.492,0.479
LUX,212,1929,0.654,0.514,0.434,0.491,0.478
LUX,212,1930,0.654,0.514,0.432,0.518,0.478
LUX,212,1931,0.655,0.516,0.433,0.519,0.479
LUX,212,1932,0.657,0.517,0.432,0.519,0.48
LUX,212,1933,0.657,0.517,0.43,0.519,0.48
LUX,212,1934,0.658,0.517,0.428,0.521,0.481
LUX,212,1935,0.658,0.518,0.426,0.522,0.482
LUX,212,1936,0.658,0.518,0.424,0.522,0.482
LUX,212,1937,0.656,0.516,0.445,0.52,0.48
LUX,212,1938,0.654,0.514,0.444,0.519,0.479
LUX,212,1939,0.654,0.514,0.444,0.519,0.479
LUX,212,1940,0.217,0.049,0.109,0.044,0.213
LUX,212,1941,0.144,0.048,0.078,0.019,0.183
LUX,212,1942,0.144,0.048,0.077,0.019,0.183
LUX,212,1943,0.144,0.048,0.075,0.019,0.183
LUX,212,1944,0.144,0.049,0.09,0.029,0.183
LUX,212,1945,0.312,0.254,0.197,0.128,0.287
LUX,212,1946,0.785,0.66,0.514,0.668,0.673
LUX,212,1947,0.821,0.701,0.551,0.702,0.716
LUX,212,1948,0.824,0.704,0.55,0.705,0.72
LUX,212,1949,0.827,0.719,0.549,0.707,0.723
LUX,212,1950,0.836,0.743,0.558,0.728,0.738
LUX,212,1951,0.835,0.742,0.557,0.727,0.736
LUX,212,1952,0.835,0.741,0.555,0.726,0.735
LUX,212,1953,0.835,0.741,0.555,0.726,0.735
LUX,212,1954,0.839,0.745,0.56,0.733,0.74
LUX,212,1955,0.837,0.743,0.56,0.733,0.74
LUX,212,1956,0.837,0.743,0.56,0.733,0.74
LUX,212,1957,0.837,0.745,0.56,0.733,0.74
LUX,212,1958,0.837,0.745,0.56,0.733,0.74
LUX,212,1959,0.844,0.753,0.564,0.737,0.747
LUX,212,1960,0.862,0.769,0.579,0.756,0.773
LUX,212,1961,0.862,0.769,0.579,0.756,0.773
LUX,212,1962,0.862,0.769,0.579,0.756,0.773
LUX,212,1963,0.863,0.771,0.58,0.76,0.773
LUX,212,1964,0.864,0.773,0.58,0.76,0.777
LUX,212,1965,0.865,0.774,0.581,0.76,0.78
LUX,212,1966,0.865,0.774,0.581,0.76,0.78
LUX,212,1967,0.865,0.774,0.581,0.76,0.787
LUX,212,1968,0.865,0.774,0.58,0.76,0.787
LUX,212,1969,0.865,0.774,0.58,0.762,0.787
LUX,212,1970,0.865,0.777,0.59,0.781,0.797
LUX,212,1971,0.865,0.777,0.59,0.781,0.797
LUX,212,1972,0.865,0.777,0.59,0.781,0.797
LUX,212,1973,0.865,0.777,0.59,0.781,0.797
LUX,212,1974,0.875,0.786,0.599,0.796,0.806
LUX,212,1975,0.876,0.788,0.6,0.797,0.807
LUX,212,1976,0.876,0.788,0.6,0.797,0.807
LUX,212,1977,0.876,0.788,0.6,0.797,0.807
LUX,212,1978,0.876,0.788,0.6,0.797,0.807
LUX,212,1979,0.875,0.787,0.598,0.796,0.806
LUX,212,1980,0.874,0.787,0.598,0.809,0.804
LUX,212,1981,0.874,0.787,0.598,0.809,0.804
LUX,212,1982,0.874,0.787,0.598,0.809,0.804
LUX,212,1983,0.874,0.787,0.598,0.809,0.804
LUX,212,1984,0.873,0.785,0.596,0.808,0.803
LUX,212,1985,0.872,0.784,0.594,0.808,0.802
LUX,212,1986,0.872,0.784,0.594,0.808,0.802
LUX,212,1987,0.872,0.784,0.594,0.808,0.802
LUX,212,1988,0.872,0.784,0.594,0.808,0.802
LUX,212,1989,0.874,0.786,0.597,0.809,0.804
LUX,212,1990,0.875,0.793,0.599,0.81,0.825
LUX,212,1991,0.875,0.793,0.599,0.81,0.825
LUX,212,1992,0.875,0.793,0.599,0.81,0.825
LUX,212,1993,0.875,0.793,0.599,0.81,0.825
LUX,212,1994,0.875,0.792,0.599,0.81,0.823
LUX,212,1995,0.875,0.791,0.599,0.809,0.823
LUX,212,1996,0.875,0.791,0.599,0.809,0.823
LUX,212,1997,0.875,0.791,0.599,0.809,0.823
LUX,212,1998,0.875,0.791,0.599,0.809,0.823
LUX,212,1999,0.876,0.792,0.599,0.81,0.824
LUX,212,2000,0.877,0.793,0.6,0.818,0.825
LUX,212,2001,0.877,0.793,0.6,0.818,0.825
LUX,212,2002,0.877,0.793,0.6,0.818,0.825
LUX,212,2003,0.877,0.793,0.6,0.818,0.825
LUX,212,2004,0.875,0.791,0.598,0.817,0.823
LUX,212,2005,0.873,0.789,0.635,0.816,0.821
LUX,212,2006,0.873,0.789,0.64,0.816,0.821
LUX,212,2007,0.873,0.789,0.64,0.816,0.821
LUX,212,2008,0.873,0.789,0.64,0.816,0.821
LUX,212,2009,0.878,0.794,0.645,0.821,0.826
LUX,212,2010,0.881,0.798,0.646,0.83,0.83
LUX,212,2011,0.881,0.798,0.643,0.83,0.83
LUX,212,2012,0.881,0.798,0.64,0.83,0.83
LUX,212,2013,0.88,0.797,0.637,0.835,0.829
LUX,212,2014,0.878,0.795,0.633,0.833,0.826
LUX,212,2015,0.878,0.795,0.642,0.833,0.826
LUX,212,2016,0.878,0.795,0.642,0.833,0.826
LUX,212,2017,0.878,0.795,0.642,0.833,0.826
LUX,212,2018,0.879,0.797,0.635,0.833,0.828
LUX,212,2019,0.88,0.798,0.641,0.835,0.829
LUX,212,2020,0.88,0.791,0.628,0.838,0.819
LUX,212,2021,0.88,0.79,0.627,0.84,0.82
LUX,212,2022,0.88,0.794,0.586,0.84,0.821
LUX,212,2023,0.878,0.798,0.58,0.841,0.816
MKD,343,1991,0.271,0.254,0.167,0.154,0.248
MKD,343,1992,0.275,0.255,0.168,0.15,0.25
MKD,343,1993,0.276,0.257,0.169,0.144,0.244
MKD,343,1994,0.317,0.279,0.185,0.16,0.264
MKD,343,1995,0.452,0.35,0.243,0.211,0.335
MKD,343,1996,0.463,0.359,0.28,0.22,0.342
MKD,343,1997,0.473,0.365,0.285,0.225,0.346
MKD,343,1998,0.509,0.389,0.302,0.258,0.364
MKD,343,1999,0.559,0.425,0.326,0.288,0.402
MKD,343,2000,0.44,0.344,0.275,0.233,0.324
MKD,343,2001,0.441,0.33,0.278,0.256,0.327
MKD,343,2002,0.523,0.398,0.332,0.362,0.39
MKD,343,2003,0.616,0.464,0.386,0.43,0.451
MKD,343,2004,0.613,0.463,0.421,0.416,0.457
MKD,343,2005,0.599,0.455,0.409,0.412,0.448
MKD,343,2006,0.6,0.453,0.408,0.408,0.447
MKD,343,2007,0.588,0.439,0.394,0.365,0.44
MKD,343,2008,0.549,0.41,0.369,0.353,0.404
MKD,343,2009,0.529,0.382,0.357,0.338,0.38
MKD,343,2010,0.523,0.372,0.35,0.328,0.375
MKD,343,2011,0.476,0.341,0.321,0.298,0.344
MKD,343,2012,0.453,0.316,0.311,0.267,0.331
MKD,343,2013,0.44,0.286,0.301,0.26,0.31
MKD,343,2014,0.448,0.276,0.304,0.257,0.312
MKD,343,2015,0.442,0.268,0.3,0.255,0.313
MKD,343,2016,0.449,0.277,0.293,0.269,0.314
MKD,343,2017,0.549,0.385,0.365,0.43,0.373
MKD,343,2018,0.576,0.391,0.397,0.449,0.405
MKD,343,2019,0.603,0.416,0.412,0.45,0.416
MKD,343,2020,0.595,0.405,0.406,0.444,0.403
MKD,343,2021,0.585,0.392,0.4,0.429,0.386
MKD,343,2022,0.557,0.371,0.372,0.382,0.363
MKD,343,2023,0.56,0.359,0.371,0.386,0.366
MYS,820,1900,0.044,0.114,0.041,0.022,0.052
MYS,820,1901,0.044,0.114,0.041,0.022,0.052
MYS,820,1902,0.044,0.114,0.041,0.022,0.052
MYS,820,1903,0.044,0.114,0.041,0.022,0.052
MYS,820,1904,0.044,0.114,0.041,0.022,0.052
MYS,820,1905,0.044,0.114,0.041,0.022,0.052
MYS,820,1906,0.044,0.114,0.041,0.022,0.052
MYS,820,1907,0.044,0.114,0.041,0.022,0.052
MYS,820,1908,0.044,0.114,0.041,0.022,0.052
MYS,820,1909,0.044,0.114,0.041,0.022,0.052
MYS,820,1910,0.044,0.114,0.041,0.022,0.052
MYS,820,1911,0.044,0.114,0.041,0.022,0.052
MYS,820,1912,0.044,0.114,0.041,0.022,0.052
MYS,820,1913,0.044,0.114,0.041,0.022,0.052
MYS,820,1914,0.044,0.114,0.041,0.022,0.052
MYS,820,1915,0.044,0.114,0.041,0.022,0.057
MYS,820,1916,0.044,0.114,0.041,0.022,0.057
MYS,820,1917,0.044,0.114,0.041,0.022,0.057
MYS,820,1918,0.044,0.114,0.041,0.022,0.057
MYS,820,1919,0.044,0.114,0.041,0.022,0.057
MYS,820,1920,0.044,0.114,0.041,0.022,0.057
MYS,820,1921,0.044,0.114,0.041,0.022,0.057
MYS,820,1922,0.044,0.114,0.041,0.022,0.057
MYS,820,1923,0.044,0.114,0.041,0.022,0.057
MYS,820,1924,0.044,0.114,0.041,0.022,0.057
MYS,820,1925,0.044,0.114,0.041,0.022,0.057
MYS,820,1926,0.044,0.114,0.041,0.022,0.057
MYS,820,1927,0.044,0.114,0.041,0.022,0.057
MYS,820,1928,0.044,0.114,0.041,0.022,0.057
MYS,820,1929,0.044,0.114,0.041,0.022,0.057
MYS,820,1930,0.044,0.114,0.041,0.022,0.057
MYS,820,1931,0.044,0.114,0.041,0.022,0.057
MYS,820,1932,0.044,0.114,0.041,0.022,0.057
MYS,820,1933,0.044,0.114,0.041,0.022,0.057
MYS,820,1934,0.044,0.114,0.041,0.022,0.057
MYS,820,1935,0.044,0.114,0.041,0.022,0.057
MYS,820,1936,0.044,0.114,0.041,0.022,0.057
MYS,820,1937,0.044,0.114,0.041,0.022,0.057
MYS,820,1938,0.044,0.114,0.041,0.022,0.057
MYS,820,1939,0.044,0.114,0.041,0.022,0.057
MYS,820,1940,0.042,0.109,0.041,0.011,0.056
MYS,820,1941,0.042,0.087,0.041,0.011,0.056
MYS,820,1942,0.034,0.077,0.04,0.011,0.055
MYS,820,1943,0.034,0.077,0.04,0.011,0.055
MYS,820,1944,0.034,0.077,0.04,0.011,0.055
MYS,820,1945,0.034,0.078,0.04,0.012,0.055
MYS,820,1946,0.056,0.11,0.042,0.03,0.07
MYS,820,1947,0.056,0.115,0.042,0.031,0.071
MYS,820,1948,0.058,0.112,0.042,0.031,0.071
MYS,820,1949,0.058,0.139,0.042,0.031,0.071
MYS,820,1950,0.058,0.139,0.043,0.035,0.074
MYS,820,1951,0.058,0.139,0.043,0.035,0.08
MYS,820,1952,0.058,0.139,0.075,0.035,0.08
MYS,820,1953,0.058,0.139,0.075,0.035,0.08
MYS,820,1954,0.058,0.139,0.075,0.035,0.08
MYS,820,1955,0.201,0.186,0.11,0.059,0.124
MYS,820,1956,0.293,0.217,0.134,0.077,0.149
MYS,820,1957,0.309,0.214,0.178,0.131,0.196
MYS,820,1958,0.314,0.223,0.18,0.197,0.206
MYS,820,1959,0.312,0.222,0.179,0.196,0.205
MYS,820,1960,0.309,0.216,0.177,0.198,0.21
MYS,820,1961,0.309,0.217,0.177,0.198,0.21
MYS,820,1962,0.308,0.216,0.176,0.197,0.209
MYS,820,1963,0.308,0.216,0.176,0.197,0.209
MYS,820,1964,0.299,0.211,0.174,0.193,0.206
MYS,820,1965,0.295,0.209,0.172,0.191,0.205
MYS,820,1966,0.294,0.208,0.172,0.191,0.204
MYS,820,1967,0.297,0.211,0.173,0.193,0.205
MYS,820,1968,0.294,0.209,0.171,0.191,0.205
MYS,820,1969,0.207,0.163,0.145,0.163,0.172
MYS,820,1970,0.146,0.132,0.127,0.132,0.162
MYS,820,1971,0.146,0.132,0.127,0.132,0.163
MYS,820,1972,0.208,0.17,0.144,0.149,0.182
MYS,820,1973,0.208,0.17,0.144,0.149,0.182
MYS,820,1974,0.232,0.178,0.152,0.158,0.191
MYS,820,1975,0.275,0.192,0.165,0.172,0.208
MYS,820,1976,0.275,0.192,0.165,0.172,0.208
MYS,820,1977,0.275,0.192,0.165,0.172,0.208
MYS,820,1978,0.274,0.193,0.165,0.172,0.207
MYS,820,1979,0.275,0.194,0.165,0.172,0.207
MYS,820,1980,0.277,0.194,0.18,0.169,0.227
MYS,820,1981,0.275,0.192,0.173,0.159,0.229
MYS,820,1982,0.27,0.177,0.171,0.156,0.223
MYS,820,1983,0.269,0.173,0.171,0.153,0.223
MYS,820,1984,0.269,0.172,0.171,0.153,0.223
MYS,820,1985,0.269,0.17,0.171,0.153,0.223
MYS,820,1986,0.268,0.169,0.17,0.152,0.222
MYS,820,1987,0.26,0.164,0.167,0.173,0.198
MYS,820,1988,0.255,0.155,0.166,0.171,0.196
MYS,820,1989,0.255,0.162,0.166,0.171,0.196
MYS,820,1990,0.259,0.162,0.167,0.173,0.206
MYS,820,1991,0.257,0.16,0.167,0.168,0.205
MYS,820,1992,0.257,0.16,0.167,0.168,0.205
MYS,820,1993,0.257,0.16,0.167,0.168,0.205
MYS,820,1994,0.257,0.16,0.167,0.175,0.205
MYS,820,1995,0.255,0.16,0.165,0.178,0.204
MYS,820,1996,0.254,0.16,0.165,0.177,0.203
MYS,820,1997,0.254,0.16,0.165,0.177,0.203
MYS,820,1998,0.254,0.163,0.165,0.177,0.203
MYS,820,1999,0.265,0.163,0.169,0.182,0.208
MYS,820,2000,0.275,0.166,0.208,0.185,0.213
MYS,820,2001,0.282,0.168,0.211,0.187,0.215
MYS,820,2002,0.282,0.174,0.211,0.187,0.214
MYS,820,2003,0.284,0.173,0.211,0.201,0.216
MYS,820,2004,0.308,0.206,0.221,0.242,0.225
MYS,820,2005,0.31,0.208,0.222,0.246,0.226
MYS,820,2006,0.313,0.21,0.224,0.247,0.227
MYS,820,2007,0.314,0.211,0.224,0.247,0.227
MYS,820,2008,0.329,0.216,0.232,0.254,0.236
MYS,820,2009,0.331,0.217,0.233,0.25,0.236
MYS,820,2010,0.334,0.219,0.236,0.257,0.238
MYS,820,2011,0.33,0.216,0.233,0.254,0.237
MYS,820,2012,0.33,0.219,0.233,0.249,0.232
MYS,820,2013,0.326,0.21,0.232,0.251,0.231
MYS,820,2014,0.33,0.212,0.234,0.253,0.232
MYS,820,2015,0.33,0.207,0.235,0.254,0.234
MYS,820,2016,0.329,0.205,0.234,0.254,0.233
MYS,820,2017,0.335,0.205,0.226,0.26,0.234
MYS,820,2018,0.441,0.316,0.277,0.338,0.332
MYS,820,2019,0.475,0.339,0.298,0.362,0.353
MYS,820,2020,0.425,0.305,0.272,0.302,0.327
MYS,820,2021,0.426,0.299,0.271,0.307,0.323
MYS,820,2022,0.456,0.316,0.274,0.332,0.35
MYS,820,2023,0.506,0.359,0.307,0.357,0.388
MLT,338,1900,0.193,0.158,0.058,0.197,0.115
MLT,338,1901,0.193,0.158,0.058,0.197,0.115
MLT,338,1902,0.193,0.158,0.058,0.197,0.115
MLT,338,1903,0.193,0.158,0.058,0.197,0.115
MLT,338,1904,0.193,0.159,0.058,0.197,0.115
MLT,338,1905,0.193,0.159,0.058,0.197,0.115
MLT,338,1906,0.193,0.159,0.058,0.197,0.115
MLT,338,1907,0.193,0.159,0.058,0.197,0.115
MLT,338,1908,0.193,0.159,0.058,0.197,0.115
MLT,338,1909,0.193,0.159,0.058,0.197,0.115
MLT,338,1910,0.193,0.159,0.058,0.197,0.115
MLT,338,1911,0.193,0.159,0.058,0.197,0.115
MLT,338,1912,0.193,0.159,0.058,0.197,0.115
MLT,338,1913,0.193,0.159,0.058,0.197,0.115
MLT,338,1914,0.193,0.159,0.058,0.197,0.115
MLT,338,1915,0.193,0.159,0.058,0.197,0.115
MLT,338,1916,0.193,0.159,0.058,0.197,0.115
MLT,338,1917,0.193,0.159,0.058,0.197,0.115
